order_number,entry,establishments_1975,personnel_occupied_total_1975,personnel_occupied_linked_to_production_1975,average_monthly_personnel_occupied_1975,salaries_total_1975_thousand_cruzeiros,salaries_production_personnel_1975_thousand_cruzeiros,miscellaneous_expenses_1975_thousand_cruzeiros,industrial_operations_expenses_total_1975_thousand_cruzeiros,industrial_operations_expenses_raw_materials_materials_components_1975_thousand_cruzeiros,production_value_1975_thousand_cruzeiros,industrial_transformation_value_1975_thousand_cruzeiros,entry_ocr,source_page_left,source_page_right,entry_correction_method,left_extraction_method,right_extraction_method,needs_review
3609,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACRO DE MINERAIS,13,14,industry_lexicon,mistral_table,mistral_table,no
3610,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,18,61,26,61,202,190,221,165,88,1 542,1 377,TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
3611,METALURGICA,8,223,209,217,3 019,2 683,5 364,40 708,25 000,84 099,43 391,METALOROFICA,13,14,industry_lexicon,mistral_table,mistral_table,no
3612,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,13,14,ocr_exact,mistral_table,mistral_table,no
3613,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,13,14,ocr_exact,mistral_table,mistral_table,no
3614,MOBILIARIO,3,35,30,35,280,204,194,921,890,2 064,1 143,MOBILIARIO,13,14,ocr_exact,mistral_table,mistral_table,no
3615,PAPEL E PAPELAO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELRO,13,14,municipality_1985_lexicon,mistral_table,mistral_table,no
3616,QUIMICA,3,190,185,218,2 739,2 567,4 736,40 355,30 642,72 494,32 139,QUIMICA,13,14,ocr_exact,mistral_table,mistral_table,no
3617,TEXTIL,4,82,62,81,937,507,1 491,3 589,3 384,6 713,3 124,TEXTIL,13,14,ocr_exact,mistral_table,mistral_table,no
3618,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",13,14,ocr_exact,mistral_table,mistral_table,no
3619,PRODUTOS ALIMENTARES,22,272,189,280,2 605,1 462,3 110,104 992,104 305,126 941,21 949,PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
3620,EDITORIAL E GRAFICA,3,23,13,21,167,81,170,491,483,930,439,EDITORIAL E GRAFICA,13,14,ocr_exact,mistral_table,mistral_table,no
3621,DIVERSAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),DIVERSAIS,13,14,municipality_1985_lexicon,mistral_table,mistral_table,no
3622,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),ATIVIDADES DE APOIO E DE SERVICOS DE CARÁTER INDUSTRIAL,13,14,ocr_exact,mistral_table,mistral_table,no
3623,SÃO BENTO ABADE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SÃO BENTO ABADE,13,14,ocr_exact,mistral_table,mistral_table,no
3624,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
3625,SAO BRAS DO SUACUI,4,16,2,16,150,10,907,150,64,1 531,1 381,SÃO BRAS DO SUACUI,13,14,scan_verified_override,mistral_table,mistral_table,no
3626,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),EXTRACRO DE MINERAIS,13,14,industry_lexicon,mistral_table,mistral_table,no
3627,MADEIRA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,13,14,ocr_exact,mistral_table,mistral_table,no
3628,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
3629,SÃO DOMINGOS DO PRATA,14,100,54,107,872,556,2 000,13 869,13 612,20 009,6 140,SÃO DOMINGOS DO PRATA,13,14,ocr_exact,mistral_table,mistral_table,no
3630,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACRO DE MINERAIS,13,14,industry_lexicon,mistral_table,mistral_table,no
3631,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
3632,METALURGICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),METALOROFICA,13,14,industry_lexicon,mistral_table,mistral_table,no
3633,MADEIRA,4,10,5,7,38,26,42,169,157,102,163,MADEIRA,13,14,ocr_exact,mistral_table,mistral_table,no
3634,PRODUTOS ALIMENTARES,6,42,11,41,310,81,1 042,13 501,13 326,17 141,2 640,PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
3635,SÃO FRANCISCO,22,69,23,69,197,110,168,901,814,1 676,775,SÃO FRANCISCO,15,16,ocr_exact,mistral_table,mistral_table,no
3636,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,6,12,4,12,17,17,11,78,50,149,71,TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,15,16,ocr_exact,mistral_table,mistral_table,no
3637,MADEIRA,4,17,8,17,54,37,66,394,364,670,276,MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
3638,MOBILIARIO,5,14,4,14,46,30,31,76,69,224,148,MOBILIÁRIO,15,16,ocr_exact,mistral_table,mistral_table,no
3639,"COUROS E PELES, ARTEFATOS PARA VIAGEM",3,(X),1,(X),(X),4,(X),(X),(X),(X),(X),"COUROS E PELES, ARTEFATOS PARA VIAGEM",15,16,ocr_exact,mistral_table,mistral_table,no
3640,PRODUTOS ALIMENTARES,3,12,6,12,48,22,50,306,284,478,172,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
3641,EDITORIAL E GRAFICA,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),EDITORIAL E GRÁFICA,15,16,ocr_exact,mistral_table,mistral_table,no
3642,SAO FRANCISCO DE OLIVEIRA,3,3,-,3,-,-,4,41,35,100,59,SÃO FRANCISCO DE OLIVEIRA,15,16,scan_verified_override,mistral_table,mistral_table,no
3643,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,15,16,ocr_exact,mistral_table,mistral_table,no
3644,MADEIRA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
3645,PRODUTOS ALIMENTARES,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
3646,SÃO FRANCISCO DE SALES,7,12,(X),10,42,(X),47,670,627,1 297,627,SÃO FRANCISCO DE SALES,15,16,ocr_exact,mistral_table,mistral_table,no
3647,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
3648,PRODUTOS ALIMENTARES,5,(X),3,(X),(X),20,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
3649,SÃO FRANCISCO DO GLORIA,14,37,13,37,119,96,186,13 551,13 476,16 718,3 167,SÃO FRANCISCO DO GLORIA,15,16,ocr_exact,mistral_table,mistral_table,no
3650,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,15,16,ocr_exact,mistral_table,mistral_table,no
3651,MADEIRA,4,11,(X),11,8,(X),11,23,22,54,31,MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
3652,MOBILIARIO,2,(X),-,(X),(X),-,(X),(X),(X),(X),(X),MOBILIÁRIO,15,16,ocr_exact,mistral_table,mistral_table,no
3653,PRODUTOS ALIMENTARES,5,15,10,15,74,74,155,13 481,13 411,16 454,2 973,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
3654,BEBIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,15,16,ocr_exact,mistral_table,mistral_table,no
3655,SÃO GERALDO,13,20,7,21,62,30,36,301,290,519,218,SÃO GERALDO,15,16,ocr_exact,mistral_table,mistral_table,no
3656,"COUROS E PELES, ARTEFATOS PARA VIAGEM",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COUROS E PELES, ARTEFATOS PARA VIAGEM",15,16,ocr_exact,mistral_table,mistral_table,no
3657,PRODUTOS ALIMENTARES,5,8,3,8,13,15,19,205,196,300,95,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
3658,BEBIDAS,6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,15,16,ocr_exact,mistral_table,mistral_table,no
3659,SAO GERALDO DA PIEDADE,-,-,-,-,-,-,-,-,-,-,-,SÃO GERALDO DA PIEDADE,15,16,scan_verified_override,mistral_table,mistral_table,no
3660,SAO GONCALO DO ABAETE,10,25,3,29,32,17,84,237,209,759,522,SÃO GONÇALO DO ABASTE,15,16,scan_verified_override,mistral_table,mistral_table,no
3661,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,-,-,(X),(X),(X),(X),(X),-,(X),(X),TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,15,16,ocr_exact,mistral_table,mistral_table,no
3662,MADEIRA,2,(X),(X),(X),-,-,(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
3663,MOBILIARIO,3,8,(X),8,(X),(X),20,74,69,279,205,MOBILIÁRIO,15,16,ocr_exact,mistral_table,mistral_table,no
3664,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),-,(X),-,-,(X),(X),(X),(X),(X),"VESTUÁRIO, CALEADOS E ARTEFATOS DE TECIDOS",15,16,industry_lexicon,mistral_table,mistral_table,no
3665,PRODUTOS ALIMENTARES,3,11,-,11,-,-,19,84,69,166,82,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
3666,SÃO GONÇALO DO PARA,20,185,149,192,1 417,872,1 902,13 405,13 011,23 142,5 737,SÃO GONÇALO DO PARA,15,16,ocr_exact,mistral_table,mistral_table,no
3667,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,9,7,16,28,19,18,60,56,196,136,TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,15,16,ocr_exact,mistral_table,mistral_table,no
3668,METALURGICA,3,120,105,123,1 010,657,1 681,11 290,10 957,19 495,8 205,METALÚRGICA,15,16,ocr_exact,mistral_table,mistral_table,no
3669,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
3670,"COUROS E PELES, ARTEFATOS PARA VIAGEM",3,14,11,13,101,72,34,379,366,796,417,"COUROS E PELES, ARTEFATOS PARA VIAGEM",15,16,ocr_exact,mistral_table,mistral_table,no
3671,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUÁRIO, CALEADOS E ARTEFATOS DE TECIDOS",15,16,industry_lexicon,mistral_table,mistral_table,no
3672,PRODUTOS ALIMENTARES,5,26,18,24,233,103,138,1 396,1 361,2 197,801,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
3673,FUMO,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),FUMO,15,16,ocr_exact,mistral_table,mistral_table,no
3674,SÃO GONÇALO DO RIO ABAIXO,14,14,3,37,41,35,273,295,116,988,693,SÃO GONÇALO DO RIO ABAIXO,15,16,ocr_exact,mistral_table,mistral_table,no
3675,EXTRACAO DE MINERAIS,3,9,1,9,12,6,237,103,-,470,367,EXTRACÃO DE MINERAIS,15,16,ocr_exact,mistral_table,mistral_table,no
3676,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,8,-,-,23,-,-,-,139,66,351,212,TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,15,16,ocr_exact,mistral_table,mistral_table,no
3677,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
3678,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
3679,SÃO GONÇALO DO SAPUCAI,44,364,310,365,2 186,2 051,1 700,79 152,78 347,111 540,32 388,SÃO GONÇALO DO SAPUCAI,15,16,ocr_exact,mistral_table,mistral_table,no
3680,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,8,29,18,29,82,82,51,49,11,543,494,TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,15,16,ocr_exact,mistral_table,mistral_table,no
3681,METALURGICA,6,24,13,22,124,78,250,821,792,1 685,864,METALÚRGICA,15,16,ocr_exact,mistral_table,mistral_table,no
3682,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,17,18,ocr_exact,mistral_table,mistral_table,no
3683,MADEIRA,5,15,9,13,70,55,24,91,66,222,141,MADEIRA,17,18,ocr_exact,mistral_table,mistral_table,no
3684,MOBILIARIO,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,17,18,ocr_exact,mistral_table,mistral_table,no
3685,TEXTIL,1,-,-,(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,17,18,ocr_exact,mistral_table,mistral_table,no
3686,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",17,18,ocr_exact,mistral_table,mistral_table,no
3687,PRODUTOS ALIMENTARES,12,236,223,230,1 490,1 451,1 100,75 726,75 155,105 672,25 946,PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_table,mistral_table,no
3688,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,17,18,ocr_exact,mistral_table,mistral_table,no
3689,EDITORIAL E GRAFICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRÁFICA,17,18,ocr_exact,mistral_table,mistral_table,no
3690,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,6,23,23,27,213,213,109,1 852,1 733,2 191,339,ATIVIDADES DE APOIO E DE SERVIÇOS DE CARÁTER INDUSTRIAL,17,18,ocr_exact,mistral_table,mistral_table,no
3691,SAO GOTARDO,41,106,65,129,672,544,2 152,2 864,2 616,8 159,5 295,SAC GOTARDO,17,18,scan_verified_override,mistral_table,mistral_table,no
3692,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,6,13,10,30,137,119,130,163,146,546,383,TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,17,18,ocr_exact,mistral_table,mistral_table,no
3693,METALURGICA,4,14,9,14,68,46,75,345,334,812,463,METALURGICA,17,18,ocr_exact,mistral_table,mistral_table,no
3694,MECANICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,17,18,ocr_exact,mistral_table,mistral_table,no
3695,MADEIRA,11,23,23,23,67,67,150,399,372,1 139,740,MADEIRA,17,18,ocr_exact,mistral_table,mistral_table,no
3696,MOBILIARIO,3,7,4,7,25,25,26,112,109,381,269,MOBILIARIO,17,18,ocr_exact,mistral_table,mistral_table,no
3697,PRODUTOS FARMACEUTICOS E VETERINARIOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS FARMACÊUTICOS E VETERINÁRIOS,17,18,ocr_exact,mistral_table,mistral_table,no
3698,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",17,18,ocr_exact,mistral_table,mistral_table,no
3699,PRODUTOS ALIMENTARES,10,29,19,35,257,199,1 581,1 572,1 398,4 286,2 714,PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_table,mistral_table,no
3700,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,17,18,ocr_exact,mistral_table,mistral_table,no
3701,EDITORIAL E GRAFICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRÁFICA,17,18,ocr_exact,mistral_table,mistral_table,no
3702,SÃO JOÃO BATISTA DO GLORIA,5,61,30,55,326,190,329,615,232,1 950,1 335,SAC JOÃO BATISTA DO GLORIA,17,18,municipality_1985_lexicon,mistral_table,mistral_table,no
3703,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,17,18,ocr_exact,mistral_table,mistral_table,no
3704,PRODUTOS ALIMENTARES,4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_table,mistral_table,no
3705,SÃO JOÃO DA MATA,4,16,(X),16,155,(X),97,3 486,3 455,4 216,730,SAC JOÃO DA MATA,17,18,municipality_1985_lexicon,mistral_table,mistral_table,no
3706,MADEIRA,2,(X),-,(X),(X),-,(X),(X),(X),(X),(X),MADEIRA,17,18,ocr_exact,mistral_table,mistral_table,no
3707,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_table,mistral_table,no
3708,SÃO JOÃO DA PONTE,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SAC JOÃO DA PONTE,17,18,municipality_1985_lexicon,mistral_table,mistral_table,no
3709,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_table,mistral_table,no
3710,SÃO JOÃO DEL REI,133,2 542,2 128,2 359,20 486,14 783,17 708,102 438,90 625,178 225,75 787,SAC JOÃO DEL REI,17,18,municipality_1985_lexicon,mistral_table,mistral_table,no
3711,EXTRACAO DE MINERAIS,4,54,46,48,447,279,1 569,109,25,3 122,3 013,EXTRACÃO DE MINERAIS,17,18,ocr_exact,mistral_table,mistral_table,no
3712,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,9,119,107,104,650,594,606,1 098,987,3 790,2 692,TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,17,18,ocr_exact,mistral_table,mistral_table,no
3713,METALURGICA,18,419,359,370,4 151,3 313,3 623,35 246,31 683,49 312,14 066,METALURGICA,17,18,ocr_exact,mistral_table,mistral_table,no
3714,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),MATERIAL DE TRANSPORTE,17,18,ocr_exact,mistral_table,mistral_table,no
3715,MADEIRA,7,121,97,108,366,308,308,750,696,2 732,1 982,MADEIRA,17,18,ocr_exact,mistral_table,mistral_table,no
3716,MOBILIARIO,35,218,166,189,1 225,985,771,2 274,2 154,5 615,3 341,MOBILIARIO,17,18,ocr_exact,mistral_table,mistral_table,no
3717,BORRACHA,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),BORRACHA,17,18,ocr_exact,mistral_table,mistral_table,no
3718,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COUNOS E PELES, ARTEFATOS PARA VIAGEM",17,18,industry_lexicon,mistral_table,mistral_table,no
3719,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,17,18,ocr_exact,mistral_table,mistral_table,no
3720,PRODUTOS FARMACEUTICOS E VETERINARIOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS FARMACÊUTICOS E VETERINÁRIOS,17,18,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
3721,TEXTIL,4,1 194,1 080,1 138,9 719,7 042,7 809,40 613,33 262,80 830,40 217,TEXTIL,17,18,ocr_exact,mistral_table,mistral_table,no
3722,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",3,19,14,18,138,91,137,943,926,1 658,715,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",17,18,ocr_exact,mistral_table,mistral_table,no
3723,PRODUTOS ALIMENTARES,33,215,129,206,1 651,943,1 687,17 457,17 178,22 929,5 472,PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_table,mistral_table,no
3724,BEBIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,17,18,ocr_exact,mistral_table,mistral_table,no
3725,EDITORIAL E GRAFICA,6,43,28,41,458,316,276,548,446,1 516,968,EDITORIAL E GRÁFICA,17,18,ocr_exact,mistral_table,mistral_table,no
3726,DIVERSAS,5,37,25,33,207,114,115,315,305,815,500,DIVERSAIS,17,18,municipality_1985_lexicon,mistral_table,mistral_table,no
3727,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),ATIVIDADES DE APOIO E DE SERVIÇOS DE CARÁTER INDUSTRIAL,17,18,ocr_exact,mistral_table,mistral_table,no
3728,SÃO JOÃO DO ORIENTE,9,29,17,28,118,48,207,1 251,1 195,1 900,649,SAC JOÃO DO ORIENTE,17,18,municipality_1985_lexicon,mistral_table,mistral_table,no
3729,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,19,14,19,38,20,29,17,-,151,134,TRANSFORMACÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,17,18,ocr_exact,mistral_table,mistral_table,no
3730,PRODUTOS ALIMENTARES,5,10,3,9,80,28,178,1 234,1 195,1 749,515,PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_table,mistral_table,no
3731,SÃO JOÃO DO PARAÍSO,4,18,12,18,37,37,12,37,22,809,772,SAC JOÃO DO PARAÍSO,17,18,municipality_1985_lexicon,mistral_table,mistral_table,no
3732,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_table,mistral_table,no
3733,BEBIDAS,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,17,18,ocr_exact,mistral_table,mistral_table,no
3734,SÃO JOÃO EVANGELISTA,14,27,17,31,167,128,161,2 565,2 527,4 237,1 672,SÃO JOÃO EVANGELISTA,19,20,ocr_exact,mistral_table,mistral_table,no
3735,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,11,10,12,59,59,55,771,771,1 739,968,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,19,20,ocr_exact,mistral_table,mistral_table,no
3736,METALURGICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),METALURGICA,19,20,ocr_exact,mistral_table,mistral_table,no
3737,MADEIRA,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,19,20,ocr_exact,mistral_table,mistral_table,no
3738,PRODUTOS ALIMENTARES,7,13,7,16,108,69,85,1 727,1 694,2 327,600,PRODUTOS ALIMENTARES,19,20,ocr_exact,mistral_table,mistral_table,no
3739,SÃO JOÃO NEPOMUCENO,79,1 049,890,979,6 365,5 451,4 867,39 887,38 858,67 018,27 131,SÃO JOÃO NEPOMUCENO,19,20,ocr_exact,mistral_table,mistral_table,no
3740,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,12,9,9,43,43,17,32,21,134,102,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,19,20,ocr_exact,mistral_table,mistral_table,no
3741,METALURGICA,4,13,6,13,70,49,55,219,209,449,230,METALURGICA,19,20,ocr_exact,mistral_table,mistral_table,no
3742,MADEIRA,9,34,16,31,156,92,115,621,594,1 172,551,MADEIRA,19,20,ocr_exact,mistral_table,mistral_table,no
3743,MOBILIARIO,7,28,15,27,164,77,121,496,482,1 097,601,MOBILIÁRIO,19,20,ocr_exact,mistral_table,mistral_table,no
3744,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELÃO,19,20,ocr_exact,mistral_table,mistral_table,no
3745,TEXTIL,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,19,20,ocr_exact,mistral_table,mistral_table,no
3746,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",2,487,422,440,2 914,2 325,2 730,9 829,9 723,20 383,10 554,"VESTUÁRIO, CALCÁCIOS E ARTEFATOS DE TECIDOS",19,20,industry_lexicon,mistral_table,mistral_table,no
3747,PRODUTOS ALIMENTARES,16,89,64,91,560,413,1 000,16 125,15 895,19 359,3 234,PRODUTOS ALIMENTARES,19,20,ocr_exact,mistral_table,mistral_table,no
3748,BEBIDAS,9,24,4,24,24,24,21,71,70,239,168,BEBIDAS,19,20,ocr_exact,mistral_table,mistral_table,no
3749,EDITORIAL E GRAFICA,4,16,13,16,102,102,49,227,220,628,401,EDITORIAL E GRÁFICA,19,20,ocr_exact,mistral_table,mistral_table,no
3750,DIVERSAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),DIVERSAIS,19,20,municipality_1985_lexicon,mistral_table,mistral_table,no
3751,SÃO JOSE DA SAFIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SÃO JOSE DA SAFIRA,19,20,ocr_exact,mistral_table,mistral_table,no
3752,EXTRACAO DE MINERAIS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACÃO DE MINERAIS,19,20,ocr_exact,mistral_table,mistral_table,no
3753,SÃO JOSE DA VARGINHA,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),SÃO JOSE DA VARGINHA,19,20,ocr_exact,mistral_table,mistral_table,no
3754,PRODUTOS ALIMENTARES,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,19,20,ocr_exact,mistral_table,mistral_table,no
3755,SÃO JOSE DO ALEGRE,12,21,8,26,124,61,92,1 125,1 065,1 425,300,SÃO JOSE DO ALEGRE,19,20,ocr_exact,mistral_table,mistral_table,no
3756,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,-,-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,19,20,ocr_exact,mistral_table,mistral_table,no
3757,MADEIRA,1,(X),-,(X),-,-,(X),(X),-,(X),(X),MADEIRA,19,20,ocr_exact,mistral_table,mistral_table,no
