order_number,entry,establishments_1975,personnel_occupied_total_1975,personnel_occupied_linked_to_production_1975,average_monthly_personnel_occupied_1975,salaries_total_1975_thousand_cruzeiros,salaries_production_personnel_1975_thousand_cruzeiros,miscellaneous_expenses_1975_thousand_cruzeiros,industrial_operations_expenses_total_1975_thousand_cruzeiros,industrial_operations_expenses_raw_materials_materials_components_1975_thousand_cruzeiros,production_value_1975_thousand_cruzeiros,industrial_transformation_value_1975_thousand_cruzeiros,entry_ocr,source_page_left,source_page_right,entry_correction_method,left_extraction_method,right_extraction_method,needs_review
3309,RESSAQUINHA,29,307,254,349,2 709,1 939,3 464,18 907,13 848,29 583,10 676,RESSAGUINHA,1,2,scan_verified_override,mistral_table,mistral_table,no
3310,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,22,212,184,256,1 717,1 373,1 150,2 142,979,8 345,6 203,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,1,2,ocr_exact,mistral_table,mistral_table,no
3311,METALURGICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3312,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3313,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3314,PRODUTOS ALIMENTARES,3,28,12,18,127,74,175,3 384,3 339,4 083,699,PRODUTOS ALIMENTARES,1,2,ocr_exact,mistral_table,mistral_table,no
3315,RIACHO DOS MACHADOS,-,-,-,-,-,-,-,-,-,-,-,RIACHO DOS MACHADOS,1,2,ocr_exact,mistral_table,mistral_table,no
3316,RIBEIRÃO DAS NEVES,12,199,179,200,1 627,1 158,1 442,2 257,911,8 178,5 921,RIBEIRÃO DAS NEVES,1,2,ocr_exact,mistral_table,mistral_table,no
3317,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,9,164,146,164,1 541,1 125,(X),2 082,743,7 871,5 789,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,1,2,ocr_exact,mistral_table,mistral_table,no
3318,MOBILIARIO,1,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),MOBILIÁRIO,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3319,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),"VESTUÁRIO, CALCÁCIOS E ARTEPATOS DE TÉCIDOS",1,2,industry_lexicon,mistral_table,mistral_table_sequence_aligned,no
3320,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,1,2,ocr_exact,mistral_table,mistral_table,no
3321,RIBEIRÃO VERMELHO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),RIBEIRÃO VERMELHO,1,2,ocr_exact,mistral_table,mistral_table,no
3322,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,1,2,ocr_exact,mistral_table,mistral_table,no
3323,RIO ACIMA,6,314,266,302,3 743,2 278,4 973,5 658,4 233,15 684,10 026,RIO ACIMA,1,2,ocr_exact,mistral_table,mistral_table,no
3324,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3325,METALURGICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3326,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECÁNICA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3327,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUÍMICA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3328,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3329,RIO CASCA,14,134,106,139,(X),(X),(X),(X),(X),(X),(X),RIO CASCA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3330,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),945,710,643,13 406,13 025,20 215,6 809,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3331,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3332,MOBILIARIO,4,8,(X),8,(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3333,PRODUTOS ALIMENTARES,7,90,74,95,(X),(X),16,119,105,261,142,PRODUTOS ALIMENTARES,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3334,EDITORIAL E GRAFICA,1,(X),-,(X),673,541,526,12 493,12 158,18 568,6 075,EDITORIAL E GRÁFICA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3335,RIO DOCE,5,10,(X),8,-,-,(X),(X),(X),(X),(X),RIO DOCE,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3336,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),(X),(X),18,189,165,291,102,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3337,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3338,PRODUTOS ALIMENTARES,3,(X),3,(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3339,RIO DO PRADO,5,16,4,16,16,16,(X),(X),(X),(X),(X),RIO DO PRADO,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3340,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,(X),4,(X),12,12,9,67,60,139,72,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3341,BEBIDAS,1,(X),-,(X),12,12,(X),(X),(X),(X),(X),BEBIDAS,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3342,RIO ESPERA,5,11,4,11,-,-,(X),(X),(X),(X),(X),RIO ESPERA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3343,MADEIRA,1,(X),-,(X),32,26,19,708,685,781,73,MADEIRA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3344,MOBILIARIO,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),MOBILIÁRIO,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3345,PRODUTOS ALIMENTARES,3,(X),4,(X),-,-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3346,RIO MANSO,-,-,-,-,(X),26,(X),(X),(X),(X),(X),RIO MANSO,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3347,RIO NOVO,25,110,46,108,-,-,-,-,-,-,-,RIO NOVO,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3348,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,53,42,52,458,278,534,1 804,1 262,4 232,2 428,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3349,MATERIAL DE TRANSPORTE,1,(X),-,(X),288,255,367,535,30,1 788,1 253,MATERIAL DE TRANSPORTE,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3350,MADEIRA,1,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),MADEIRA,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3351,MOBILIARIO,1,(X),-,(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,1,2,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3352,PRODUTOS FARMACEUTICOS E VETERINARIOS,1,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),PRODUTOS PARMACEUTICOS E VETERINÁRIOS,1,2,industry_lexicon,mistral_table,mistral_table_sequence_aligned,no
3353,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUÁRIO, CALCÁCIOS E ARTEPATOS DE TÉCIDOS",1,2,industry_lexicon,mistral_table,mistral_table_sequence_aligned,no
3354,PRODUTOS ALIMENTARES,8,27,-,27,74,-,104,1 028,1 003,1 863,835,PRODUTOS ALIMENTARES,3,4,ocr_exact,mistral_table,mistral_table,no
3355,BEBIDAS,3,6,-,6,4,-,8,20,12,94,74,BEBIDAS,3,4,ocr_exact,mistral_table,mistral_table,no
3356,FUMO,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),FUMO,3,4,ocr_exact,mistral_table,mistral_table,no
3357,EDITORIAL E GRAFICA,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,3,4,ocr_exact,mistral_table,mistral_table,no
3358,RIO PARANAIBA,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),RIO PARAMAIDA,3,4,scan_verified_override,mistral_table,mistral_table,no
3359,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,3,4,industry_lexicon,mistral_table,mistral_table,no
3360,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,3,4,ocr_exact,mistral_table,mistral_table,no
3361,RIO PARDO DE MINAS,6,26,20,24,89,89,23,136,115,613,477,RIC PARDO DE MINAS,3,4,scan_verified_override,mistral_table,mistral_table,no
3362,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,3,4,industry_lexicon,mistral_table,mistral_table,no
3363,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COUROS E PELES, ARTERATOS PARA VIAGEM",3,4,industry_lexicon,mistral_table,mistral_table,no
3364,BEBIDAS,4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,3,4,ocr_exact,mistral_table,mistral_table,no
3365,RIO PIRACICABA,12,636,496,671,11 037,8 677,163 872,10 059,645,282 881,272 822,RIO PIRACICABA,3,4,ocr_exact,mistral_table,mistral_table,no
3366,EXTRACAO DE MINERAIS,3,593,471,625,10 600,8 285,163 694,9 427,59,280 907,271 480,EXTRACRO DE MINERAIS,3,4,industry_lexicon,mistral_table,mistral_table,no
3367,METALURGICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),METALURGICA,3,4,ocr_exact,mistral_table,mistral_table,no
3368,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,3,4,ocr_exact,mistral_table,mistral_table,no
3369,MOBILIARIO,2,(X),-,(X),(X),-,(X),(X),(X),(X),(X),MORILIARES,3,4,scan_verified_override,mistral_table,mistral_table,no
3370,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,3,4,ocr_exact,mistral_table,mistral_table,no
3371,BEBIDAS,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),BEBIDAS,3,4,ocr_exact,mistral_table,mistral_table,no
3372,EDITORIAL E GRAFICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,3,4,ocr_exact,mistral_table,mistral_table,no
3373,RIO POMBA,29,125,74,121,724,479,845,13 113,12 814,15 864,2 751,RIO POMBA,3,4,ocr_exact,mistral_table,mistral_table,no
3374,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,12,2,12,21,14,51,35,17,249,214,TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,3,4,industry_lexicon,mistral_table,mistral_table,no
3375,MADEIRA,3,14,10,14,63,41,45,66,56,205,139,MADEIRA,3,4,ocr_exact,mistral_table,mistral_table,no
3376,MOBILIARIO,3,31,23,30,237,151,450,1 693,1 674,2 905,1 212,MORILIARES,3,4,scan_verified_override,mistral_table,mistral_table,no
3377,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTURRIO, CALCACOS E ARTERATOS DE TECIDOS",3,4,industry_lexicon,mistral_table,mistral_table,no
3378,PRODUTOS ALIMENTARES,14,51,29,48,268,212,237,10 480,10 237,11 343,863,PRODUTOS ALIMENTARES,3,4,ocr_exact,mistral_table,mistral_table,no
3379,BEBIDAS,1,(X),-,(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,3,4,ocr_exact,mistral_table,mistral_table,no
3380,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,3,4,ocr_exact,mistral_table,mistral_table,no
3381,RIO PRETO,8,27,16,27,148,102,203,690,672,1 127,437,RIO PRETO,3,4,ocr_exact,mistral_table,mistral_table,no
3382,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,3,4,industry_lexicon,mistral_table,mistral_table,no
3383,METALURGICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,3,4,ocr_exact,mistral_table,mistral_table,no
3384,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,3,4,ocr_exact,mistral_table,mistral_table,no
3385,MOBILIARIO,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MORILIARES,3,4,scan_verified_override,mistral_table,mistral_table,no
3386,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,3,4,ocr_exact,mistral_table,mistral_table,no
3387,EDITORIAL E GRAFICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,3,4,ocr_exact,mistral_table,mistral_table,no
3388,RIO VERMELHO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),RIO VERMELHO,3,4,ocr_exact,mistral_table,mistral_table,no
3389,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,3,4,industry_lexicon,mistral_table,mistral_table,no
3390,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,3,4,ocr_exact,mistral_table,mistral_table,no
3391,RITAPOLIS,5,128,118,121,985,762,996,422,173,3 023,2 601,RITAPOLIS,3,4,ocr_exact,mistral_table,mistral_table,no
3392,EXTRACAO DE MINERAIS,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACRO DE MINERAIS,3,4,industry_lexicon,mistral_table,mistral_table,no
3393,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NAO METALICOS,3,4,industry_lexicon,mistral_table,mistral_table,no
3394,QUIMICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),QUIMICA,3,4,ocr_exact,mistral_table,mistral_table,no
3395,ROCHEDO DE MINAS,4,12,6,14,32,26,177,1 457,1 394,3 039,1 582,ROCHEDO DE MINAS,3,4,ocr_exact,mistral_table,mistral_table,no
3396,PRODUTOS ALIMENTARES,4,12,6,14,32,26,177,1 457,1 394,3 039,1 582,PRODUTOS ALIMENTARES,3,4,ocr_exact,mistral_table,mistral_table,no
3397,RODEIRO,4,(X),3,(X),31,19,(X),(X),(X),(X),(X),RODEIRO,3,4,ocr_exact,mistral_table,mistral_table,no
3398,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,3,4,ocr_exact,mistral_table,mistral_table,no
3399,PRODUTOS ALIMENTARES,3,7,(X),7,(X),(X),23,102,87,163,63,PRODUTOS ALIMENTARES,3,4,ocr_exact,mistral_table,mistral_table,no
3400,ROMARIA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),ROMARIA,5,6,scan_verified_override,mistral_table,mistral_table,no
3401,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,5,6,ocr_exact,mistral_table,mistral_table,no
3402,RUBELITA,4,(X),(X),(X),(X),(X),(X),(X),17,(X),(X),RUBELITA,5,6,ocr_exact,mistral_table,mistral_table,no
3403,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,5,6,ocr_exact,mistral_table,mistral_table,no
3404,MOBILIARIO,3,4,-,4,-,-,1,13,(X),52,39,MOBILIÁRIO,5,6,ocr_exact,mistral_table,mistral_table,no
3405,RUBIM,9,24,6,23,50,-,11,69,56,286,217,RUBIM,5,6,ocr_exact,mistral_table,mistral_table,no
3406,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,11,6,10,50,-,8,15,5,140,125,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,5,6,ocr_exact,mistral_table,mistral_table,no
3407,MADEIRA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,5,6,ocr_exact,mistral_table,mistral_table,no
3408,MOBILIARIO,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIÁRIO,5,6,ocr_exact,mistral_table,mistral_table,no
3409,"COUROS E PELES, ARTEFATOS PARA VIAGEM",2,(X),-,(X),-,-,(X),(X),(X),(X),(X),"COUROS E PELES, ARTEFATOS PARA VIAGEM",5,6,ocr_exact,mistral_table,mistral_table,no
3410,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),-,(X),-,-,(X),(X),(X),(X),(X),"VESTUÁRIO, CALCÁCIOS E ARTEFATOS DE TÉCIDOS",5,6,industry_lexicon,mistral_table,mistral_table,no
3411,BEBIDAS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),BEBIDAS,5,6,ocr_exact,mistral_table,mistral_table,no
3412,SABARA,34,1 453,1 314,1 413,37 037,33 371,47 930,135 810,126 744,230 460,94 650,SABARA,5,6,scan_verified_override,mistral_table,mistral_table,no
3413,EXTRACAO DE MINERAIS,3,43,54,42,542,481,4 180,34,34,7 387,7 353,EXTRACÃO DE MINERAIS,5,6,ocr_exact,mistral_table,mistral_table,no
3414,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,41,26,36,377,244,564,233,138,2 441,2 208,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,5,6,ocr_exact,mistral_table,mistral_table,no
3415,METALURGICA,7,285,267,274,7 655,7 173,19 088,97 384,93 450,124 420,27 036,METALURGICA,5,6,ocr_exact,mistral_table,mistral_table,no
3416,MECANICA,3,782,758,775,25 457,23 414,19 147,19 829,16 189,68 560,48 731,MECANICA,5,6,ocr_exact,mistral_table,mistral_table,no
3417,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,5,6,ocr_exact,mistral_table,mistral_table,no
3418,MADEIRA,1,-,-,(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,5,6,ocr_exact,mistral_table,mistral_table,no
3419,MOBILIARIO,2,(X),-,(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,5,6,ocr_exact,mistral_table,mistral_table,no
3420,TEXTIL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,5,6,ocr_exact,mistral_table,mistral_table,no
3421,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUÁRIO, CALCÁCIOS E ARTEFATOS DE TÉCIDOS",5,6,industry_lexicon,mistral_table,mistral_table,no
3422,PRODUTOS ALIMENTARES,7,65,33,66,689,277,2 735,7 101,6 933,11 109,4 008,PRODUTOS ALIMENTARES,5,6,ocr_exact,mistral_table,mistral_table,no
3423,DIVERSAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),DIVERSAS,5,6,ocr_exact,mistral_table,mistral_table,no
3424,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,3,9,9,9,231,231,729,847,31,1 808,961,ATIVIDADES DE APOIO E DE SERVIÇOS DE CARÁTER INDUSTRIAL,5,6,ocr_exact,mistral_table,mistral_table,no
3425,SABINOPOLIS,7,32,22,36,270,135,805,6 464,6 341,7 673,1 209,SABINÓPOLIS,5,6,ocr_exact,mistral_table,mistral_table,no
3426,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,-,-,(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,5,6,ocr_exact,mistral_table,mistral_table,no
3427,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,5,6,ocr_exact,mistral_table,mistral_table,no
3428,PRODUTOS ALIMENTARES,5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,5,6,ocr_exact,mistral_table,mistral_table,no
3429,SACRAMENTO,34,238,166,224,2 084,1 331,5 244,47 988,47 302,61 708,13 720,SACRAMENTO,5,6,ocr_exact,mistral_table,mistral_table,no
3430,EXTRACAO DE MINERAIS,1,(X),-,(X),-,-,(X),(X),-,(X),(X),EXTRACÃO DE MINERAIS,5,6,ocr_exact,mistral_table,mistral_table,no
3431,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,7,32,23,30,231,146,294,473,270,1 541,1 068,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,5,6,ocr_exact,mistral_table,mistral_table,no
3432,METALURGICA,3,6,1,5,4,4,62,77,72,196,119,METALURGICA,5,6,ocr_exact,mistral_table,mistral_table,no
3433,MECANICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,5,6,ocr_exact,mistral_table,mistral_table,no
3434,MADEIRA,3,10,7,10,57,46,35,93,73,322,229,MADEIRA,5,6,ocr_exact,mistral_table,mistral_table,no
3435,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,5,6,ocr_exact,mistral_table,mistral_table,no
3436,PRODUTOS ALIMENTARES,16,158,111,146,1 490,873,4 619,46 840,46 464,58 089,11 249,PRODUTOS ALIMENTARES,5,6,ocr_exact,mistral_table,mistral_table,no
3437,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRÁFICA,5,6,ocr_exact,mistral_table,mistral_table,no
3438,SALINAS,22,63,18,55,137,85,47,266,231,1 061,795,SALINAS,5,6,ocr_exact,mistral_table,mistral_table,no
3439,EXTRACAO DE MINERAIS,2,(X),(X),(X),(X),(X),(X),-,-,(X),(X),EXTRACÃO DE MINERAIS,5,6,ocr_exact,mistral_table,mistral_table,no
3440,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,15,7,14,68,38,16,43,38,253,210,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,5,6,ocr_exact,mistral_table,mistral_table,no
3441,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,5,6,ocr_exact,mistral_table,mistral_table,no
3442,MOBILIARIO,4,7,-,7,-,-,4,34,34,81,47,MOBILIÁRIO,5,6,ocr_exact,mistral_table,mistral_table,no
3443,"COUROS E PELES, ARTEFATOS PARA VIAGEM",3,6,-,6,-,-,3,(X),(X),78,52,"COUROS E PELES, ARTEFATOS PARA VIAGEM",5,6,ocr_exact,mistral_table,mistral_table,no
3444,PRODUTOS ALIMENTARES,3,9,1,8,14,2,9,57,42,171,114,PRODUTOS ALIMENTARES,5,6,ocr_exact,mistral_table,mistral_table,no
3445,BEBIDAS,3,11,3,8,15,15,9,32,28,125,93,BEBIDAS,5,6,ocr_exact,mistral_table,mistral_table,no
3446,SALTO DA DIVISA,9,48,20,74,631,333,1 621,2 199,2 127,5 590,3 391,SALTO DA DIVISA,5,6,ocr_exact,mistral_table,mistral_table,no
3447,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,8,3,8,24,24,17,43,27,180,137,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,5,6,ocr_exact,mistral_table,mistral_table,no
3448,METALURGICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,5,6,ocr_exact,mistral_table,mistral_table,no
3449,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,5,6,ocr_exact,mistral_table,mistral_table,no
3450,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,5,6,ocr_exact,mistral_table,mistral_table,no
3451,"COUROS E PELES, ARTEFATOS PARA VIAGEM",2,(X),-,(X),-,-,(X),(X),(X),(X),(X),"COUROS E PELES, ARTEFATOS PARA VIAGEM",7,8,ocr_exact,mistral_table,scan_verified_override,no
3452,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,scan_verified_override,no
3453,SANTA BARBARA,37,521,393,572,5 719,4 478,36 002,24 569,4 920,78 446,53 877,SANTA BARBARA,7,8,ocr_exact,mistral_table,mistral_table,no
3454,EXTRACAO DE MINERAIS,12,437,361,491,5 393,4 241,35 586,22 943,3 360,75 496,52 553,EXTRACAO DE MINERAIS,7,8,ocr_exact,mistral_table,mistral_table,no
3455,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,17,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAD METALICOS,7,8,industry_lexicon,mistral_table_wrapped_row_repaired,mistral_table,no
3456,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCACOS E ARTEFATOS DE TECIDOS",7,8,industry_lexicon,mistral_table,mistral_table,no
