source_file,page,source_table_id,row_in_table,state,municipality,public_arc_lamps_number,public_arc_lamps_candlepower,public_incandescent_lamps_number,public_incandescent_lamps_candlepower,public_total_candlepower,private_arc_lamps_number,private_arc_lamps_candlepower,private_incandescent_lamps_number,private_incandescent_lamps_candlepower
all_tables.pdf,100,tbl-225.md,5,Alagoas,Maceió,259,155400,40,13800,169200,—,—,9181,129850
all_tables.pdf,100,tbl-225.md,6,Alagoas,Palmeira dos Indios,—,—,80,4000,4000,—,—,324,3885
all_tables.pdf,100,tbl-225.md,7,Alagoas,Penedo,—,—,172,8600,8600,—,—,1403,20000
all_tables.pdf,100,tbl-225.md,8,Alagoas,São Miguel de Campos,—,—,45,3500,3500,—,—,265,7557
all_tables.pdf,100,tbl-225.md,9,Alagoas,Victoria,—,—,70,4010,4010,—,—,660,8640
all_tables.pdf,100,tbl-225.md,11,Amazonas,Humaythá,—,—,85,2125,2125,—,—,88,1150
all_tables.pdf,100,tbl-225.md,12,Amazonas,Manáos,362,724000,—,—,724000,—,—,36550,1455000
all_tables.pdf,100,tbl-225.md,13,Amazonas,Porto Velho,—,—,70,1825,1825,—,—,444,10800
all_tables.pdf,100,tbl-225.md,15,Bahia,Barreiras,—,—,100,4250,4250,—,—,280,2800
all_tables.pdf,100,tbl-225.md,16,Bahia,Ilhéos,—,—,312,20500,20500,—,—,—,—
all_tables.pdf,100,tbl-225.md,17,Bahia,Itabuna,—,—,244,11900,11900,—,—,—,—
all_tables.pdf,100,tbl-225.md,18,Bahia,Nazareth,—,—,208,21400,21400,—,—,—,—
all_tables.pdf,100,tbl-225.md,19,Bahia,Santo Amato.,—,—,550,27950,27950,—,—,1375,48550
all_tables.pdf,100,tbl-225.md,20,Bahia,São Salvador,2,2000,1111,494048,496048,17,17000,47835,2337120
all_tables.pdf,100,tbl-225.md,21,Bahia,Valença,—,—,220,8000,8000,—,—,520,16520
all_tables.pdf,100,tbl-225.md,22,Bahia,Conquista,—,—,250,6250,6250,—,—,46,1150
all_tables.pdf,100,tbl-225.md,24,Ceará,Aracaty,—,—,100,5000,5000,—,—,1500,—
all_tables.pdf,100,tbl-225.md,25,Ceará,Canindé,—,—,30,750,750,—,—,55,1375
all_tables.pdf,100,tbl-225.md,26,Ceará,Cinto,—,—,120,6000,6000,—,—,551,10746
all_tables.pdf,100,tbl-225.md,27,Ceará,Mamanguape,—,—,150,3750,3750,—,—,1200,25300
all_tables.pdf,100,tbl-225.md,29,Districto Federal,Districto Federal :,9661,—,1185,—,—,—,—,—,—
all_tables.pdf,101,tbl-227.md,1,Alagoas,129.850,1200,—,900000,330000,570000,420:000$000,180:000$000,240:000$000,$420
all_tables.pdf,101,tbl-227.md,2,Alagoas,3.885,170,220,554,252,302,18:466$000,8:400$000,10:066$000,—
all_tables.pdf,101,tbl-227.md,3,Alagoas,20.000,373,9,38,13,25,54:360$000,12:360$000,42:000$000,$600
all_tables.pdf,101,tbl-227.md,4,Alagoas,7.557,65,—,—,—,—,13:268$400,4:200$000,9:068$400,(2)
all_tables.pdf,101,tbl-227.md,5,Alagoas,8.640,105,110,120,40,80,14:700$000,6:600$000,8:100$000,$200
all_tables.pdf,101,tbl-228.md,1,Alagoas,1.150,23,—,—,—,—,—,—,3:168$000,—
all_tables.pdf,101,tbl-228.md,2,Alagoas,1.455.000,3444,4408,1183840,596436,587404,—,—,395:761$000,$619
all_tables.pdf,101,tbl-228.md,3,Alagoas,10.800,112,—,—,—,—,34:367$100,4:063$500,30:303$600,(3)
all_tables.pdf,101,tbl-229.md,1,Alagoas,2.800,70,—,—,—,—,12:920$000,6:200$000,6:720$000,(4)
all_tables.pdf,101,tbl-229.md,2,Alagoas,—,597,80,—,—,—,112:294$800,28:864$000,83:530$800,$600
all_tables.pdf,101,tbl-229.md,3,Alagoas,—,—,—,—,—,—,15:270$328,15:270$328,—,—
all_tables.pdf,101,tbl-229.md,4,Alagoas,—,503,49,—,—,—,—,16:000$000,—,$600
all_tables.pdf,101,tbl-229.md,5,Alagoas,48.650,245,—,54000,26000,28000,44:000$000,24:000$000,20:000$000,$500
all_tables.pdf,101,tbl-229.md,6,Alagoas,2.354.120,4276,4407,1169528,306204,863324,725:224$570,275:590$220,449:634$350,$900
all_tables.pdf,101,tbl-229.md,7,Alagoas,16.520,250,—,24820,3650,21170,20:000$000,8:000$000,12:000$000,(5)
all_tables.pdf,101,tbl-229.md,8,Alagoas,1.150,7,—,—,—,—,19:766$400,18:000$000,1:766$400,(6)
all_tables.pdf,101,tbl-230.md,1,Alagoas,—,—,—,—,—,—,—,7:200$000,—,(6)
all_tables.pdf,101,tbl-230.md,2,Alagoas,1.375,18,—,—,—,—,4:200$000,900$000,3:300$000,(6)
all_tables.pdf,101,tbl-230.md,3,Alagoas,10.746,300,—,15,6,9,27:600$000,12:000$000,15:600$000,(6)
all_tables.pdf,101,tbl-230.md,4,Alagoas,25.300,—,—,—,—,—,19:999$200,7:999$200,12:000$000,(6)
all_tables.pdf,101,tbl-231.md,1,Alagoas,—,—,75415,47705583,18603442,29102041,12295:640$000,5020:139$000,7275:510$000,$250
all_tables.pdf,103,tbl-233.md,1,Espírito Santo,Poder Illuminativo total,Númerodeconsumidoresparticulares,Númerodeapparadosregistradoresdoconsumodeenergiaeléctrica(Medidores),CONSUMOANNUALDEENERGIAELÉCTRICA,,,RENDAANNUALREVENUANNUEL,,,Preçomédioannualdokwh
all_tables.pdf,103,tbl-233.md,4,Espírito Santo,Número de vélas,,,,Total,Éclairagepublic,Éclairageprivé,Éclairageprivé,Éclairageprivé,
all_tables.pdf,103,tbl-234.md,1,Espírito Santo,7.235,129,6,—,—,—,6:000$000,3:000$000,3:000$000,$400
all_tables.pdf,103,tbl-234.md,2,Espírito Santo,—,—,—,—,—,—,—,—,—,$600
all_tables.pdf,103,tbl-234.md,3,Espírito Santo,—,—,—,—,—,—,—,6:600$000,—,—
all_tables.pdf,103,tbl-234.md,4,Espírito Santo,—,—,—,—,—,—,3:600$000,3:600$000,—,—
all_tables.pdf,103,tbl-234.md,5,Espírito Santo,3.039,—,—,—,—,—,8:005$000,2:160$000,5:845$000,—
all_tables.pdf,103,tbl-234.md,6,Espírito Santo,4.500,27,—,—,—,—,—,1:500$000,—,—
all_tables.pdf,103,tbl-234.md,7,Espírito Santo,25.000,65,60,—,—,—,16:400$000,2:400$000,14:000$000,$500
all_tables.pdf,103,tbl-234.md,8,Espírito Santo,15.450,112,19,299520,129600,169920,17:100$000,3:000$000,14:100$000,$600
all_tables.pdf,103,tbl-234.md,9,Espírito Santo,17.250,320,—,—,—,—,30:463$200,5:263$200,25:200$000,—
all_tables.pdf,103,tbl-234.md,10,Espírito Santo,—,2000,740,—,—,—,204:000$000,54:000$000,150:000$000,$500
all_tables.pdf,103,tbl-235.md,1,Espírito Santo,24.750,783,—,—,—,—,180:000$000,107:000$000,73:000$000,—
all_tables.pdf,103,tbl-236.md,1,Espírito Santo,3.800,—,—,—,—,—,—,—,—,—
all_tables.pdf,103,tbl-236.md,2,Espírito Santo,4.396,96,—,—,—,—,17:554$120,13:354$120,4:200$000,(2)
all_tables.pdf,103,tbl-236.md,3,Espírito Santo,200.000,700,1000,572000,252000,320000,369:400$000,113:400$000,256:000$000,$800
all_tables.pdf,103,tbl-237.md,1,Espírito Santo,—,150,—,—,—,—,30:312$000,15:912$000,14:400$000,—
all_tables.pdf,103,tbl-237.md,2,Espírito Santo,170.000,—,70,—,—,—,—,—,—,—
all_tables.pdf,103,tbl-237.md,3,Espírito Santo,—,500,—,146,60,86,—,115:000$000,—,$800
all_tables.pdf,103,tbl-237.md,4,Espírito Santo,73.200,150,67,—,—,—,92:000$000,72:000$000,20:000$000,$800
all_tables.pdf,103,tbl-237.md,5,Espírito Santo,15.152,83,28,—,—,—,—,—,—,1$000
all_tables.pdf,103,tbl-237.md,6,Espírito Santo,45.693,291,—,9300,9300,—,80:538$000,15:427$200,65:110$800,(3)
all_tables.pdf,104,tbl-239.md,1,Espírito Santo,Abre Campo,—,—,3,1800,1800,—,—,130,5960
all_tables.pdf,104,tbl-239.md,2,Espírito Santo,Aguas Virtuosas,158,13150,80,4500,17650,—,—,137,4093
all_tables.pdf,104,tbl-239.md,3,Espírito Santo,Alfenas,—,—,247,21552,21552,—,—,1125,20721
all_tables.pdf,104,tbl-239.md,4,Espírito Santo,Araguary,—,—,440,24500,24500,—,—,1960,47984
all_tables.pdf,104,tbl-239.md,5,Espírito Santo,Araxá,—,—,369,21350,21350,—,—,183,4460
all_tables.pdf,104,tbl-239.md,6,Espírito Santo,Arceburgo,112,7100,—,—,7100,—,—,403,6804
all_tables.pdf,104,tbl-239.md,7,Espírito Santo,Baependy,—,—,134,7600,7600,—,—,692,20375
all_tables.pdf,104,tbl-239.md,8,Espírito Santo,Barbacena,—,—,—,—,—,—,—,—,—
