order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_service_activity_1980,salaries_withdrawals_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_service_activity_1985,salaries_withdrawals_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
11,RADIOIDIFUSÃO E TELEVISÃO,1 484,38 842,26 363,7 672 816,37 996 335,1 224,1 498,48 420,37 140,1 194 584 410,4 707 066 590,100,101,mistral_table,mistral_table,no
12,DIVERSÕES,5 617,28 327,18 337,2 803 161,13 611 255,4 852,5 670,27 343,18 554,209 722 141,1 273 556 799,100,101,mistral_table,mistral_table,no
13,AUXILIARES DIVERSOS,74 512,993 654,763 469,170 933 010,606 107 958,77 435,85 785,1 234 983,1 012 862,17 490 327 257,80 551 009 729,100,101,mistral_table,mistral_table,no
14,AUX. DA AGROPECUARIA E REFLORESTAMENTO,3 046,59 496,40 744,10 280 038,29 092 093,1 550,1 988,80 286,65 742,1 275 890 148,2 721 230 782,100,101,mistral_table,mistral_table,no
15,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",11 182,82 825,50 791,16 981 326,125 969 772,15 100,16 873,118 778,81 727,2 292 221 794,13 018 920 244,100,101,mistral_table,mistral_table,no
16,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",1 866,18 424,12 061,4 287 167,19 073 271,1 503,1 731,19 209,13 860,428 011 363,2 307 092 508,100,101,mistral_table,mistral_table,no
17,AUXILIARES DOS TRANSPORTES,7 157,83 644,58 430,16 414 800,89 433 768,4 682,7 006,108 114,88 950,2 440 552 118,9 374 032 489,100,101,mistral_table,mistral_table,no
18,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",4 484,80 902,56 343,27 692 252,85 731 057,3 831,4 197,80 481,63 076,1 930 277 140,6 478 506 520,100,101,mistral_table,mistral_table,no
19,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",2 789,160 906,150 380,10 128 024,25 491 050,2 989,3 168,200 922,188 311,992 988 312,2 365 090 853,100,101,mistral_table,mistral_table,no
20,AUX. PRESTADOS A EMPRESAS E PESSOAIS,38 640,476 120,375 864,81 075 064,218 615 284,42 081,44 777,993 244,488 269,7 813 506 980,23 146 767 656,100,101,mistral_table,mistral_table,no
21,AUXILIARES DA SAÚDE,5 348,31 137,18 856,4 074 339,12 501 623,5 719,6 045,33 949,23 027,316 919 422,1 139 368 877,100,101,mistral_table,mistral_table,no
22,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",13 298,84 538,45 965,13 258 417,77 710 554,10 796,11 145,66 281,42 160,757 564 843,3 559 896 648,100,101,mistral_table,mistral_table,no
23,COMPRA E VENDA DE BENS IMÓVEIS,8 113,42 753,19 913,7 228 498,51 183 819,4 135,4 260,17 728,9 802,196 029 654,1 176 344 861,100,101,mistral_table,mistral_table,no
24,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",5 185,41 785,26 052,6 029 919,26 526 735,6 661,6 885,48 553,32 358,561 535 189,2 383 551 787,100,101,mistral_table,mistral_table,no
25,REGIÃO SUL,74 159,367 114,225 893,37 913 093,151 940 019,77 552,80 855,391 359,255 513,3 629 270 874,13 709 757 847,100,101,mistral_table,mistral_table,no
26,ALOJAMENTO E ALIMENTAÇÃO,33 281,109 137,47 680,6 478 224,37 391 664,33 870,34 479,114 091,55 516,596 367 979,3 304 966 006,100,101,mistral_table,mistral_table,no
27,ALOJAMENTO,3 175,23 867,15 640,1 845 664,7 772 746,2 563,2 672,25 304,19 727,177 072 164,745 277 852,100,101,mistral_table,mistral_table,no
28,ALIMENTAÇÃO,30 106,85 250,32 040,4 632 560,29 598 918,31 307,31 807,88 787,35 789,419 295 815,2 559 688 154,100,101,mistral_table,mistral_table,no
29,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",17 382,65 720,38 661,6 433 880,21 626 330,19 059,19 533,61 506,33 232,488 345 193,1 678 516 985,100,101,mistral_table,mistral_table,no
30,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",17 382,65 720,38 661,6 433 880,21 626 330,19 059,19 533,61 506,33 232,488 345 193,1 678 516 985,100,101,mistral_table,mistral_table,no
31,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",3 560,11 276,6 173,989 396,3 035 439,4 085,4 296,12 679,6 906,88 810 715,270 161 937,100,101,mistral_table,mistral_table,no
32,PESSOAIS,1 870,6 670,3 662,543 423,2 043 458,1 844,2 032,6 218,3 234,41 389 347,156 115 587,100,101,mistral_table,mistral_table,no
33,HIGIENE E DE ESTÉTICA PESSOAL,1 690,4 606,2 511,445 933,991 981,2 241,2 264,6 461,3 672,47 421 368,114 046 350,100,101,mistral_table,mistral_table,no
34,"RADIOIDIFUSÃO, TELEVISÃO E DIVERSÕES",1 622,14 543,9 755,887 341,9 318 056,1 379,1 631,15 718,11 814,194 600 042,1 012 204 846,100,101,mistral_table,mistral_table,no
35,RADIOIDIFUSÃO E TELEVISÃO,431,9 111,6 492,1 448 203,7 448 058,391,477,10 617,8 496,164 511 608,873 967 990,100,101,mistral_table,mistral_table,no
36,DIVERSÕES,1 191,5 432,3 263,439 378,1 869 998,988,1 154,5 101,3 318,30 098 434,138 236 886,100,101,mistral_table,mistral_table,no
37,AUXILIARES DIVERSOS,16 034,154 202,117 162,20 377 582,70 566 226,17 160,18 862,177 349,142 135,2 153 969 176,7 047 012 372,100,101,mistral_table,mistral_table,no
38,AUX. DA AGROPECUARIA E REFLORESTAMENTO,1 070,12 314,7 413,1 837 431,7 253 019,563,738,11 505,8 872,228 932 148,535 589 357,100,101,mistral_table,mistral_table,no
39,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",2 761,13 651,7 745,2 344 898,14 321 639,4 690,5 016,22 763,13 679,358 991 853,1 897 562 655,100,101,mistral_table,mistral_table,no
40,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",305,2 202,1 368,441 150,3 775 762,300,348,1 717,1 118,27 463 337,158 853 186,100,101,mistral_table,mistral_table,no
41,AUXILIARES DOS TRANSPORTES,1 451,13 148,9 644,2 316 910,9 947 644,948,1 356,14 242,11 518,289 264 819,1 200 807 965,100,101,mistral_table,mistral_table,no
42,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",988,6 085,5 640,1 419 771,5 421 627,766,805,7 718,5 974,109 504 676,397 696 193,100,101,mistral_table,mistral_table,no
43,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",581,22 772,20 958,1 356 078,3 333 300,908,630,26 802,23 620,135 651 617,251 175 273,100,101,mistral_table,mistral_table,no
44,AUX. PRESTADOS A EMPRESAS E PESSOAS,7 790,76 015,60 453,9 844 396,24 065 687,8 117,8 729,86 447,71 306,960 760 293,2 398 436 675,100,101,mistral_table,mistral_table,no
45,AUXILIARES DA SAÚDE,1 088,6 015,3 943,816 948,2 447 338,1 188,1 240,6 155,4 048,63 300 230,206 891 068,100,101,mistral_table,mistral_table,no
46,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",2 280,12 236,6 462,746 470,10 062 304,1 999,2 054,10 016,5 910,107 177 769,396 895 401,100,101,mistral_table,mistral_table,no
47,COMPRA E VENDA DE BENS IMÓVEIS,1 481,6 768,3 090,1 041 063,5 944 119,879,909,3 029,1 409,31 912 114,135 457 476,100,101,mistral_table,mistral_table,no
48,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",799,5 468,3 372,705 407,4 118 185,1 120,1 145,6 987,4 501,75 265 655,261 437 925,100,101,mistral_table,mistral_table,no
49,PARANÁ,29 669,139 700,83 213,13 387 801,56 799 113,30 096,31 421,155 436,103 539,1 330 681 880,5 217 223 109,100,101,mistral_table,mistral_table,no
50,ALOJAMENTO E ALIMENTAÇÃO,14 328,42 491,16 112,2 158 212,13 882 788,14 596,14 793,45 947,20 625,209 889 135,1 294 126 478,100,101,mistral_table,mistral_table,no
51,ALOJAMENTO,1 320,8 669,5 362,607 297,2 511 809,1 045,1 080,9 475,7 204,61 203 025,260 224 122,100,101,mistral_table,mistral_table,no
52,ALIMENTAÇÃO,13 008,33 822,10 790,1 550 915,11 370 979,13 551,13 713,36 472,13 421,148 886 110,1 033 902 356,100,101,mistral_table,mistral_table,no
53,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",6 239,24 412,14 629,2 115 737,6 904 546,7 322,7 511,25 058,13 895,174 373 320,648 449 727,100,101,mistral_table,mistral_table,no
54,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",6 239,24 412,14 629,2 115 737,6 904 546,7 322,7 511,25 058,13 895,174 373 320,648 449 727,100,101,mistral_table,mistral_table,no
55,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",1 460,4 483,2 435,356 863,1 065 028,1 811,1 862,5 207,2 782,32 957 690,100 668 384,100,101,mistral_table,mistral_table,no
56,PESSOAIS,680,2 170,1 103,158 812,633 421,675,720,2 061,994,12 012 361,50 037 084,100,101,mistral_table,mistral_table,no
57,HIGIENE E DE ESTÉTICA PESSOAL,780,2 313,1 332,198 021,435 607,1 136,1 142,3 146,1 788,20 945 329,50 631 300,100,101,mistral_table,mistral_table,no
58,"RADIOIDIFUSÃO, TELEVISÃO E DIVERSÕES",637,5 167,3 543,586 576,3 046 994,488,542,4 856,3 846,54 055 345,337 711 836,100,101,mistral_table,mistral_table,no
59,RADIOIDIFUSÃO E TELEVISÃO,151,2 716,1 887,376 111,2 231 226,154,167,3 267,2 910,46 143 800,297 184 352,100,101,mistral_table,mistral_table,no
60,DIVERSÕES,486,2 451,1 556,210 465,815 768,334,375,1 589,1 036,7 911 445,40 527 444,100,101,mistral_table,mistral_table,no
61,AUXILIARES DIVERSOS,6 235,59 017,44 449,7 610 412,28 685 986,5 261,6 084,71 108,60 423,823 707 653,2 682 728 794,100,101,mistral_table,mistral_table,no
62,AUX. DA AGROPECUARIA E REFLORESTAMENTO,752,5 941,3 146,796 381,3 846 799,213,358,4 365,3 815,93 782 871,202 374 205,100,101,mistral_table,mistral_table,no
63,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",864,4 485,2 647,727 512,4 431 852,1 094,1 213,7 957,5 653,105 506 864,561 658 765,100,101,mistral_table,mistral_table,no
64,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",107,1 012,640,225 498,2 659 078,80,443,285,6 452,6 452 491,41 314 889,100,101,mistral_table,mistral_table,no
65,AUXILIARES DOS TRANSPORTES,643,5 472,3 951,936 956,4 375 148,344,553,6 492,5 372,131 666 312,631 788 455,100,101,mistral_table,mistral_table,no
66,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",412,3 445,3 298,580 804,2 533 669,310,325,3 369,2 641,42 990 859,187 766 073,100,101,mistral_table,mistral_table,no
67,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",220,9 895,9 143,601 350,1 802 416,173,184,12 382,12 020,62 827 789,110 188 829,100,101,mistral_table,mistral_table,no
68,AUX. PRESTADOS A EMPRESAS E PESSOAS,2 859,28 913,21 616,3 512 421,8 950 232,2 698,2 995,34 386,29 457,365 976 897,905 771 139,100,101,mistral_table,mistral_table,no
69,AUXILIARES DA SAÚDE,378,1 854,1 108,230 150,686 192,349,359,1 714,1 180,14 503 770,51 874 681,102,103,mistral_table,mistral_table,no
70,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",770,4 130,2 045,560 001,3 210 371,618,629,3 260,1 868,35 698 737,143 537 890,102,103,mistral_table,mistral_table,no
71,COMPRA E VENDA DE BENS IMÓVEIS,506,2 502,1 122,354 132,2 591 191,256,263,976,491,10 256 907,49 503 885,102,103,mistral_table,mistral_table,no
72,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",264,1 628,923,205 869,619 180,362,366,2 284,1 377,25 441 830,94 034 005,102,103,mistral_table,mistral_table,no
73,REGIÃO METROPOLITANA,6 583,51 199,37 282,5 918 766,24 518 736,6 353,6 778,60 690,48 003,645 757 212,2 263 838 705,102,103,mistral_table,mistral_table,no
74,ALGUAMENTO E ALIMENTAÇÃO,2 313,9 552,5 759,687 245,3 779 549,2 507,2 556,11 417,7 011,66 498 157,354 816 101,102,103,mistral_table,mistral_table,no
75,ALGUAMENTO,248,2 256,1 651,206 134,800 734,183,189,2 468,1 992,19 939 597,69 982 963,102,103,mistral_table,mistral_table,no
76,ALIMENTAÇÃO,2 065,7 296,4 108,481 111,2 978 815,2 324,2 367,8 949,5 019,46 558 560,284 833 138,102,103,mistral_table,mistral_table,no
77,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",1 396,6 009,3 861,657 647,2 169 359,1 516,1 556,5 968,3 468,48 199 778,182 412 369,102,103,mistral_table,mistral_table,no
78,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",1 396,6 009,3 861,657 647,2 169 359,1 516,1 556,5 968,3 468,48 199 778,182 412 369,102,103,mistral_table,mistral_table,no
79,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",472,1 730,1 072,149 532,1 480 775,340,363,1 389,881,9 879 997,31 204 591,102,103,mistral_table,mistral_table,no
80,PESSOAIS,194,776,496,64 760,219 935,147,166,678,427,4 879 984,18 972 390,102,103,mistral_table,mistral_table,no
81,HIGIENE E DE ESTÉTICA PESSOAL,278,954,576,84 772,188 840,193,197,711,454,4 999 083,12 222 201,102,103,mistral_table,mistral_table,no
82,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",88,1 294,867,205 072,1 491 890,82,104,1 439,1 263,22 015 411,171 688 200,102,103,mistral_table,mistral_table,no
83,RADIODIFUSÃO E TELEVISÃO,17,614,419,121 787,1 143 524,25,27,1 037,968,19 276 031,153 227 250,102,103,mistral_table,mistral_table,no
84,DIVERSÕES,71,680,448,83 285,348 366,57,77,402,295,2 739 380,18 460 950,102,103,mistral_table,mistral_table,no
85,AUXILIARES DIVERSOS,1 981,30 414,24 503,3 905 280,15 488 494,1 655,1 942,38 699,34 334,476 350 957,1 437 721 012,102,103,mistral_table,mistral_table,no
86,AUX. DA AGROPECUARIA E REFLORESTAMENTO,52,1 126,602,289 539,1 093 054,17,27,2 471,2 366,68 607 137,101 664 138,102,103,mistral_table,mistral_table,no
87,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",460,2 860,1 747,525 733,3 387 290,480,542,5 484,4 245,75 037 438,407 246 127,102,103,mistral_table,mistral_table,no
88,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",70,916,604,210 589,2 615 799,34,50,298,223,5 106 966,35 588 806,102,103,mistral_table,mistral_table,no
89,AUXILIARES DOS TRANSPORTES,201,1 580,1 061,194 338,817 810,144,195,1 727,1 287,21 457 311,68 651 278,102,103,mistral_table,mistral_table,no
90,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",202,2 260,1 606,401 996,1 815 307,115,119,2 119,1 722,31 573 596,146 458 093,102,103,mistral_table,mistral_table,no
91,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",104,7 652,7 199,446 282,1 098 145,85,87,9 700,9 486,51 668 930,88 618 528,102,103,mistral_table,mistral_table,no
92,AUX. PRESTADOS A EMPRESAS E PESSOAS,805,13 373,11 264,1 735 243,4 448 377,710,849,16 394,14 603,217 568 754,571 455 792,102,103,mistral_table,mistral_table,no
93,AUXILIARES DA SAÚDE,87,627,420,101 470,242 712,70,73,506,402,5 330 795,18 038 250,102,103,mistral_table,mistral_table,no
94,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",333,2 200,1 220,314 010,1 160 669,253,257,1 778,1 046,22 813 842,85 996 432,102,103,mistral_table,mistral_table,no
95,COMPRA E VENDA DE BENS IMÓVEIS,197,1 179,577,174 458,766 051,96,98,420,253,4 602 277,19 933 997,102,103,mistral_table,mistral_table,no
96,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",136,1 021,643,135 552,414 618,157,159,1 358,793,18 211 565,66 062 435,102,103,mistral_table,mistral_table,no
97,CURITIBA,5 606,48 260,35 795,5 670 838,23 403 816,5 309,5 700,49 316,38 411,557 842 242,2 035 089 402,102,103,mistral_table,mistral_table,no
98,ALGUAMENTO E ALIMENTAÇÃO,1 833,8 376,5 300,622 686,3 339 975,1 910,1 950,9 555,6 098,57 976 921,297 720 787,102,103,mistral_table,mistral_table,no
99,ALGUAMENTO,225,2 091,1 532,193 032,760 877,160,165,2 161,1 733,17 912 082,62 897 942,102,103,mistral_table,mistral_table,no
100,ALIMENTAÇÃO,1 608,6 285,3 768,429 654,2 579 098,1 750,1 785,7 394,4 365,40 064 839,234 822 845,102,103,mistral_table,mistral_table,no
101,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",1 134,5 406,3 610,607 883,1 988 490,1 237,1 274,4 977,2 918,42 440 894,162 890 533,102,103,mistral_table,mistral_table,no
102,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",1 134,5 406,3 610,607 883,1 988 490,1 237,1 274,4 977,2 918,42 440 894,162 890 533,102,103,mistral_table,mistral_table,no
103,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",434,1 666,1 057,142 638,388 893,314,335,1 272,800,8 889 331,25 864 175,102,103,mistral_table,mistral_table,no
104,PESSOAIS,179,750,492,92 518,211 732,127,144,577,357,3 933 435,13 759 074,102,103,mistral_table,mistral_table,no
105,HIGIENE E DE ESTÉTICA PESSOAL,256,916,565,80 120,177 161,187,191,695,443,4 955 896,12 105 101,102,103,mistral_table,mistral_table,no
106,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",82,1 270,853,202 944,1 485 469,64,86,1 381,1 228,21 676 087,170 350 999,102,103,mistral_table,mistral_table,no
107,RADIODIFUSÃO E TELEVISÃO,16,603,408,120 562,1 140 904,22,24,1 002,937,19 049 701,152 596 381,102,103,mistral_table,mistral_table,no
108,DIVERSÕES,66,667,445,82 382,344 565,42,62,379,291,2 626 386,17 754 618,102,103,mistral_table,mistral_table,no
109,AUXILIARES DIVERSOS,1 812,29 390,23 770,3 787 208,15 046 585,1 544,1 811,30 385,26 336,404 310 542,1 293 171 439,102,103,mistral_table,mistral_table,no
110,AUX. DA AGROPECUARIA E REFLORESTAMENTO,34,1 044,565,280 385,1 076 591,11,18,2 307,2 214,66 215 605,94 521 798,102,103,mistral_table,mistral_table,no
111,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",450,2 795,1 686,516 747,3 342 185,461,520,5 371,4 171,74 235 465,399 672 949,102,103,mistral_table,mistral_table,no
112,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",68,914,504,210 289,2 615 343,33,48,290,216,5 030 251,35 581 556,102,103,mistral_table,mistral_table,no
113,AUXILIARES DOS TRANSPORTES,196,1 529,1 020,184 656,784 538,138,185,1 567,1 140,18 541 483,51 631 163,102,103,mistral_table,mistral_table,no
114,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",163,1 999,1 415,376 997,1 615 585,106,110,1 910,1 596,27 747 119,129 123 931,102,103,mistral_table,mistral_table,no
115,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",97,7 526,7 084,433 361,1 031 944,75,77,5 288,5 117,22 928 501,49 674 360,102,103,mistral_table,mistral_table,no
116,AUX. PRESTADOS A EMPRESAS E PESSOAS,721,12 972,10 996,1 665 684,4 343 691,657,787,13 168,11 496,184 445 063,515 532 274,102,103,mistral_table,mistral_table,no
117,AUXILIARES DA SAÚDE,63,611,410,99 089,236 708,63,66,484,386,5 167 035,17 433 408,102,103,mistral_table,mistral_table,no
118,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",311,2 152,1 205,307 479,1 154 404,240,244,1 746,1 031,22 548 467,85 091 469,102,103,mistral_table,mistral_table,no
119,COMPRA E VENDA DE BENS IMÓVEIS,181,1 143,567,169 465,745 277,90,92,409,251,4 534 276,19 720 689,102,103,mistral_table,mistral_table,no
120,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",130,1 009,638,138 014,409 127,150,152,1 337,780,18 014 191,65 370 780,102,103,mistral_table,mistral_table,no
121,CASCAVEL,802,3 994,2 258,394 374,1 809 933,820,866,4 109,2 781,27 870 288,142 317 952,102,103,mistral_table,mistral_table,no
122,ALIMENTAÇÃO,316,911,268,33 896,285 241,312,314,839,347,2 774 797,18 846 625,102,103,mistral_table,mistral_table,no
123,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",183,1 017,690,90 301,291 473,217,228,1 001,695,6 711 321,47 057 089,102,103,mistral_table,mistral_table,no
124,AUX. PRESTADOS A EMPRESAS E PESSOAS,72,544,402,54 359,190 130,66,80,832,730,7 758 953,24 597 912,102,103,mistral_table,mistral_table,no
125,DEMAIS GÉNEROS,231,1 522,897,175 816,873 089,225,244,1 437,1 009,10 625 217,51 818 328,102,103,mistral_table,mistral_table,no
126,FOZ DO IGUAÇU,583,5 700,4 200,1 114 518,3 379 274,1 016,1 057,7 466,6 016,58 103 628,239 448 325,102,103,mistral_table,mistral_table,no
127,ALGUAMENTO,90,1 244,827,107 968,559 833,91,93,2 558,2 344,18 581 860,92 608 564,102,103,mistral_table,mistral_table,no
128,ALIMENTAÇÃO,193,1 244,839,89 671,599 988,466,475,1 681,1 039,9 065 236,56 854 329,102,103,mistral_table,mistral_table,no
129,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",103,648,439,74 910,209 128,212,219,811,526,6 318 786,25 869 491,102,103,mistral_table,mistral_table,no
130,DEMAIS GÉNEROS,197,2 564,2 095,844 969,2 010 323,247,270,2 416,2 107,24 137 746,64 115 941,102,103,mistral_table,mistral_table,no
131,GUARAPUAVA,523,2 529,1 482,216 101,1 065 995,405,430,1 818,1 097,11 566 202,49 652 855,102,103,mistral_table,mistral_table,no
132,ALIMENTAÇÃO,204,614,222,30 373,183 724,167,169,483,194,1 840 110,9 787 811,102,103,mistral_table,mistral_table,no
133,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",155,698,435,64 262,182 493,125,133,622,400,4 440 967,17 988 057,102,103,mistral_table,mistral_table,no
134,AUX. PRESTADOS A EMPRESAS E PESSOAS,65,316,218,30 898,62 564,35,39,216,158,1 925 953,5 046 902,102,103,mistral_table,mistral_table,no
135,DEMAIS GÉNEROS,109,901,607,80 568,636 214,78,89,497,345,3 359 172,16 830 085,102,103,mistral_table,mistral_table,no
136,LONDRINA,1 690,9 806,6 409,929 092,3 898 054,1 449,1 538,10 379,7 642,94 562 792,366 172 085,102,103,mistral_table,mistral_table,no
137,ALIMENTAÇÃO,617,1 854,855,102 716,700 212,475,482,1 705,844,8 653 224,51 984 233,102,103,mistral_table,mistral_table,no
138,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",112,574,320,89 813,476 336,136,150,781,546,14 222 193,80 040 292,102,103,mistral_table,mistral_table,no
139,AUX. PRESTADOS A EMPRESAS E PESSOAS,180,1 677,1 534,180 423,445 962,195,218,2 445,2 075,23 567 655,54 444 916,102,103,mistral_table,mistral_table,no
140,DEMAIS GÉNEROS,781,5 501,3 700,556 140,2 313 944,543,688,5 448,4 175,48 119 660,179 702 644,102,103,mistral_table,mistral_table,no
141,MARINGA,1 064,5 611,3 658,821 179,2 510 238,1 061,1 126,6 278,4 380,48 857 373,213 703 193,102,103,mistral_table,mistral_table,no
142,ALIMENTAÇÃO,379,1 044,421,54 746,393 184,345,355,1 214,634,5 725 243,42 208 428,102,103,mistral_table,mistral_table,no
143,RADIODIFUSÃO E TELEVISÃO,7,215,191,49 788,297 815,7,8,352,333,8 367 967,56 021 623,102,103,mistral_table,mistral_table,no
144,AUX. PRESTADOS A EMPRESAS E PESSOAS,110,1 065,880,96 019,353 101,136,148,1 395,1 175,11 498 859,29 026 658,104,105,mistral_table,mistral_table,no
145,DEMAIS GÉNEROS,568,3 287,2 167,320 626,1 466 155,573,615,3 317,2 238,23 265 304,86 446 584,104,105,mistral_table,mistral_table,no
146,PONTA GROSSA,1 065,4 736,2 846,443 725,2 096 397,914,959,3 977,2 414,29 719 605,118 073 209,104,105,mistral_table,mistral_table,no
147,ALIMENTAÇÃO,436,1 145,493,66 412,397 650,339,346,910,408,4 448 688,24 636 071,104,105,mistral_table,mistral_table,no
148,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",254,1 194,788,121 708,427 018,280,294,1 128,659,9 721 365,28 678 959,104,105,mistral_table,mistral_table,no
149,AUXILIARES DOS TRANSPORTES,26,145,115,20 151,130 274,12,15,126,104,1 578 958,17 255 370,104,105,mistral_table,mistral_table,no
150,DEMAIS GÉNEROS,349,2 252,1 452,235 454,1 141 445,283,304,1 813,1 243,13 970 594,47 502 809,104,105,mistral_table,mistral_table,no
151,ABATIA,26,66,14,3 927,13 137,28,28,75,26,370 300,1 456 462,104,105,mistral_table,mistral_table,no
152,ADRIANOPOLIS,20,60,23,2 710,10 853,15,15,27,2,36 354,498 971,104,105,mistral_table,mistral_table,no
153,AQUOS DO SUL,8,17,2,518,2 636,1,1,(A),(A),(X),(A),104,105,mistral_table,mistral_table,no
