order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_commercialization_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,commercialization_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_commercialization_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,commercialization_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
607,LARANJAL,41,86,14,3 132,68 227,68 227,42,44,104,29,304 620,6 659 971,6 652 863,106,107,mistral_table,pdf_text_layout,no
608,LASSANCE,15,26,3,1 044,25 472,25 472,15,16,37,10,195 346,4,493 368,106,107,mistral_table,mistral_table,no
609,LAVRAS,429,1 670,780,128 351,3 113 760,3 088 845,386,470,2 154,1 279,13 476,063 311,082 445,106,107,mistral_table,mistral_table,no
610,LEANDRO FERREIRA,20,27,2,1 193,14 204,14 204,16,16,18,1,66,257,833 813,106,107,mistral_table,mistral_table,no
611,LEOPOLDINA,281,1 200,550,104 944,2 226 134,2 211 594,281,316,1 708,925,11 238,146 223,103 577,106,107,mistral_table,mistral_table,no
612,LIBERDADE,34,73,14,3 377,108 147,108 147,41,41,108,24,619 138,9,528 702,106,107,mistral_table,mistral_table,no
613,LIMA DUARTE,88,180,41,12 334,177 673,174 701,83,87,195,54,679 487,13,560 639,106,107,mistral_table,mistral_table,no
614,LUMINARIAS,32,63,5,1 967,24 893,24 567,30,32,71,26,356 146,2,527 028,106,107,mistral_table,mistral_table,no
615,LUZ,91,338,109,19 729,599 794,593 334,112,115,418,204,2 191 128,58,806 586,106,107,mistral_table,mistral_table,no
616,MACHACALIS,32,71,15,2 971,44 644,44 644,30,31,80,17,293 841,4,860 037,106,107,mistral_table,mistral_table,no
617,MACHADO,211,690,243,59 106,1 595 835,1 588 966,207,228,884,440,6 926,326 429,652 580,106,107,mistral_table,mistral_table,no
618,MADRE DE DEUS DE MINAS,15,30,10,1 701,67 831,67 507,13,13,31,13,98 938,2,061 351,106,107,mistral_table,mistral_table,no
619,MALACACHETA,123,224,36,11 056,185 218,183 444,104,107,207,63,856 069,11,668 606,106,107,mistral_table,mistral_table,no
620,MANGA,169,276,33,12 820,178 501,178 342,238,244,636,138,2 192 198,31,496 763,106,107,mistral_table,mistral_table,no
621,MANHUAÇU,368,1 470,641,135 732,3 815 157,3 783 513,434,479,1 969,1 150,14 791,061 486,212 501,106,107,mistral_table,mistral_table,no
622,MANHUMIRIM,186,550,191,37 187,1 317 964,1 316 709,190,199,653,260,2 879,511 137,867 075,106,107,mistral_table,mistral_table,no
623,MANTENA,237,773,272,42 104,1 394 857,1 351 111,212,234,775,444,4 095,141 113,139 246,106,107,mistral_table,mistral_table,no
624,MARAVILHAS,21,35,10,1 690,38 671,38 661,22,23,41,15,293 885,3,482 982,106,107,mistral_table,mistral_table,no
625,MAR DE ESPANHA,53,88,18,4 341,122 931,122 931,58,60,136,38,434 701,12,532 590,106,107,mistral_table,mistral_table,no
626,MARIA DA FE,52,137,68,10 362,210 536,204 102,57,64,166,79,913 738,21,385 988,106,107,mistral_table,mistral_table,no
627,MARIANA,119,361,133,19 833,534 009,533 843,139,158,515,240,2 253 683,56,182 833,106,107,mistral_table,mistral_table,no
628,MARILAC,16,34,-,870,13 300,13 300,15,16,38,3,105 987,2,311 813,106,107,mistral_table,mistral_table,no
629,MARIPA DE MINAS,10,26,3,813,10 067,9 455,10,11,20,5,68 075,1 528 515,1 528 515,108,109,mistral_table,mistral_table,no
630,MARLIERIA,9,10,1,488,11 926,11 926,12,12,18,4,63 667,980 035,980 035,108,109,mistral_table,mistral_table,no
631,MARMELOPOLIS,11,22,4,1 225,22 546,22 546,12,13,27,8,131 800,1 718 046,1 696 513,108,109,mistral_table,mistral_table,no
632,MARTINHO CAMPOS,62,91,11,4 606,121 743,121 730,71,74,153,33,594 518,12 147 784,12 046 206,108,109,mistral_table,mistral_table,no
633,MATERLANDIA,8,10,1,520,9 860,9 860,14,14,26,2,65 705,1 408 977,1 367 285,108,109,mistral_table,mistral_table,no
634,MATEUS LEME,76,226,71,12 546,350 058,347 636,92,100,370,194,1 890 147,36 691 344,36 021 332,108,109,mistral_table,mistral_table,no
635,MATIAS BARBOSA,45,160,71,9 571,221 783,219 325,48,54,167,94,930 879,21 706 636,21 675 566,108,109,mistral_table,mistral_table,no
636,MATIPO,58,134,28,5 706,182 348,180 653,72,74,208,79,940 129,122 104 768,121 435 066,108,109,mistral_table,mistral_table,no
637,MATO VERDE,139,314,36,9 582,234 009,234 009,155,156,312,57,1 041 593,31 847 477,31 352 348,108,109,mistral_table,mistral_table,no
638,MATOZINHOS,83,291,113,16 949,400 500,390 892,88,95,408,162,2 590 460,48 030 381,43 813 731,108,109,mistral_table,mistral_table,no
639,MATUTINA,28,55,20,7 402,56 190,56 140,24,26,61,21,239 333,1 368 637,1 368 637,108,109,mistral_table,mistral_table,no
640,MEDEIROS,10,17,-,827,9 321,9 321,12,12,16,-,61 879,796 463,796 463,108,109,mistral_table,mistral_table,no
641,MEDINA,104,162,21,8 909,202 419,197 244,102,105,192,60,824 483,18 759 546,18 759 546,108,109,mistral_table,mistral_table,no
642,MENDES PIMENTEL,46,78,3,2 739,45 234,44 740,39,39,78,8,218 065,4 136 214,4 136 214,108,109,mistral_table,mistral_table,no
643,MERCES,58,135,23,4 698,107 999,107 381,52,52,99,18,325 743,8 445 869,8 445 869,108,109,mistral_table,mistral_table,no
644,MESQUITA,79,128,11,6 120,463 921,463 735,52,55,143,49,549 848,58 551 571,58 551 571,108,109,mistral_table,mistral_table,no
645,MINAS NOVAS,107,214,36,9 553,138 111,137 935,101,108,195,32,781 377,12 781 805,12 682 398,108,109,mistral_table,mistral_table,no
646,MINDURI,14,31,6,1 801,47 345,47 117,18,19,41,11,177 063,4 015 715,4 006 228,108,109,mistral_table,mistral_table,no
647,MIRABELA,68,105,13,3 789,63 413,63 413,54,55,83,10,304 946,7 079 103,7 079 103,108,109,mistral_table,mistral_table,no
648,MIRADOURO,52,170,63,10 677,218 588,218 542,44,47,191,100,1 059 503,28 761 042,28 124 530,108,109,mistral_table,mistral_table,no
649,MIRAI,78,177,29,5 856,131 337,131 337,76,77,162,37,576 371,12 560 839,12 447 858,108,109,mistral_table,mistral_table,no
650,MOEDA,20,51,15,3 173,52 267,51 285,18,19,57,20,229 335,3 698 876,3 662 952,108,109,mistral_table,mistral_table,no
651,MOEMA,39,77,18,3 805,83 696,79 546,45,45,106,30,700 638,8 629 062,8 469 459,108,109,mistral_table,mistral_table,no
652,MONJOLOS,8,11,1,322,6 332,6 332,9,9,15,2,50 935,585 696,585 696,108,109,mistral_table,mistral_table,no
653,MONSENHOR PAULO,34,57,8,2 937,63 930,63 930,38,41,71,16,274 261,6 504 974,6 501 270,108,109,mistral_table,mistral_table,no
654,MONTALVANIA,104,207,35,9 003,144 636,143 219,105,113,255,76,2 032 228,24 593 146,24 476 546,108,109,mistral_table,mistral_table,no
655,MONTE ALEGRE DE MINAS,100,275,86,17 926,499 499,498 887,107,112,249,103,1 550 671,41 232 227,40 516 500,108,109,mistral_table,mistral_table,no
656,MONTE AZUL,229,475,81,26 932,547 735,546 380,314,337,740,162,2 563 705,58 410 991,58 145 266,108,109,mistral_table,mistral_table,no
657,MONTE BELO,85,137,10,6 033,83 498,83 402,81,83,142,16,591 469,10 900 544,10 900 544,108,109,mistral_table,mistral_table,no
658,MONTE CARMELO,211,670,247,41 979,1 211 385,1 206 958,217,231,905,417,3 961 639,123 973 726,121 699 760,108,109,mistral_table,mistral_table,no
659,MONTE SANTO DE MINAS,156,414,124,24 092,643 665,643 425,122,129,366,181,2 391 279,57 053 886,56 812 182,108,109,mistral_table,mistral_table,no
660,MONTE SIÃO,88,162,37,11 009,252 566,252 342,161,175,360,114,2 595 023,58 663 982,58 662 795,108,109,mistral_table,mistral_table,no
661,MORADA NOVA DE MINAS,39,65,15,3 376,56 694,56 556,34,37,59,12,223 908,7 056 628,7 055 993,108,109,mistral_table,mistral_table,no
662,MORRO DA GARÇA,5,6,1,238,1 211,1 211,6,6,7,-,44 859,761 029,753 252,108,109,mistral_table,mistral_table,no
663,MORRO DO PILAR,21,41,3,1 446,31 118,31 118,19,21,36,4,100 632,1 216 913,1 208 913,108,109,mistral_table,mistral_table,no
664,MUNHOZ,24,46,2,1 587,36 345,36 021,23,23,41,4,155 439,3 286 921,3 275 101,108,109,mistral_table,mistral_table,no
665,MURIAE,617,2 461,1 117,191 747,4 492 049,4 433 923,682,738,3 337,1 942,19 737 065,472 809 318,459 225 086,108,109,mistral_table,mistral_table,no
666,MUTUM,111,284,57,13 257,254 197,253 054,98,103,303,114,993 437,26 628 486,26 563 326,108,109,mistral_table,mistral_table,no
667,MUZAMBINHO,134,353,149,25 701,678 247,672 484,124,132,490,253,3 347 206,179 855 340,179 330 838,108,109,mistral_table,mistral_table,no
668,NACIP RAYDAN,18,26,-,865,8 460,8 460,12,12,13,1,84 065,700 990,700 990,108,109,mistral_table,mistral_table,no
669,NANUQUE,256,972,501,75 160,1 540 362,1 531 560,267,305,1 228,728,7 059 718,168 878 382,167 585 965,108,109,mistral_table,mistral_table,no
670,NATERCIA,16,34,12,2 054,65 225,54 321,21,24,53,12,215 323,5 181 010,5 126 252,108,109,mistral_table,mistral_table,no
671,NAZARENO,34,53,3,2 058,52 763,52 763,32,33,45,3,143 370,3 331 393,3 312 253,108,109,mistral_table,mistral_table,no
672,NEPOMUCENO,127,307,118,19 985,568 066,559 479,116,127,360,193,2 084 717,70 539 649,70 113 254,108,109,mistral_table,mistral_table,no
673,NOVA ERA,96,310,139,22 880,459 635,448 330,88,92,247,145,1 460 863,38 319 242,37 875 935,108,109,mistral_table,mistral_table,no
674,NOVA LIMA,160,633,367,46 683,1 072 363,1 070 385,187,215,815,497,4 322 162,101 027 009,100 736 458,110,111,mistral_table,mistral_table,no
675,NOVA MODICA,25,41,8,1 447,18 950,18 899,27,28,63,28,173 394,1 990 740,1 990 740,110,111,mistral_table,mistral_table,no
676,NOVA PONTE,13,32,9,1 833,37 198,37 198,28,28,69,27,226 874,7 071 792,6 978 660,110,111,mistral_table,mistral_table,no
677,NOVA RESENDE,75,117,4,6 299,102 340,101 966,72,77,172,53,764 273,22 995 002,22 908 082,110,111,mistral_table,mistral_table,no
678,NOVA SERRANA,68,165,25,6 605,227 870,226 041,67,75,206,87,968 486,42 752 365,42 748 135,110,111,mistral_table,mistral_table,no
679,NOVO CRUZEIRO,74,122,15,5 156,85 096,85 096,73,74,174,35,681 428,11 110 915,11 099 315,110,111,mistral_table,mistral_table,no
680,GLARIA,11,15,2,528,7 374,7 374,10,10,18,2,54 335,696 997,696 997,110,111,mistral_table,mistral_table,no
681,OLIMPIO MORONHA,10,21,4,1 338,19 219,18 824,11,11,18,1,33 663,525 139,471 139,110,111,mistral_table,mistral_table,no
682,OLIVEIRA,286,1 024,392,69 670,1 621 866,1 615 797,275,315,1 111,548,5 295 703,136 520 847,136 430 053,110,111,mistral_table,mistral_table,no
683,OLIVEIRA FORTES,5,7,1,488,5 858,5 858,8,8,11,1,61 189,1 154 111,1 154 111,110,111,mistral_table,mistral_table,no
684,ONÇA DE PITANGUI,7,8,-,362,3 842,3 842,6,6,7,-,23 128,231 791,231 791,110,111,mistral_table,mistral_table,no
685,OURO BRANCO,74,201,63,9 948,322 165,321 185,80,85,299,156,1 307 105,25 933 242,25 933 242,110,111,mistral_table,mistral_table,no
686,OURO FINO,171,551,199,39 769,705 240,699 114,185,192,620,331,3 670 674,100 085 909,99 551 683,110,111,mistral_table,mistral_table,no
687,OURO PRETO,251,890,498,59 836,1 437 756,1 429 088,234,272,1 029,591,6 505 973,128 951 527,125 466 765,110,111,mistral_table,mistral_table,no
688,OURO VERDE DE MINAS,57,73,4,2 978,29 316,29 316,41,42,115,38,307 717,5 276 773,5 273 163,110,111,mistral_table,mistral_table,no
689,PADRE PARAISO,57,87,23,4 775,166 083,166 083,56,59,136,27,518 232,12 395 831,12 371 301,110,111,mistral_table,mistral_table,no
690,PAINEIRAS,40,63,2,2 315,37 211,36 977,37,38,62,7,209 243,4 888 030,4 869 722,110,111,mistral_table,mistral_table,no
691,PAINS,60,139,23,6 208,157 281,157 266,49,51,134,57,978 286,18 898 304,18 457 373,110,111,mistral_table,mistral_table,no
692,PAIVA,7,9,-,278,2 436,2 436,6,6,8,-,28 222,417 182,417 182,110,111,mistral_table,mistral_table,no
693,PALMA,45,110,26,3 829,53 709,53 709,33,34,59,16,233 581,4 148 140,4 141 880,110,111,mistral_table,mistral_table,no
694,PAPAGAIOS,42,100,30,4 440,108 352,108 352,52,53,125,26,419 140,11 969 355,11 940 582,110,111,mistral_table,mistral_table,no
695,PARACATU,258,800,316,61 709,1 794 573,1 788 065,303,335,1 355,648,10 098 910,219 548 904,215 499 121,110,111,mistral_table,mistral_table,no
696,PARA DE MINAS,321,1 326,570,99 402,2 554 075,2 545 475,342,377,1 610,917,10 283 882,299 282 800,297 396 082,110,111,mistral_table,mistral_table,no
697,PARAGUAÇU,106,314,106,20 251,414 781,412 053,97,101,288,128,1 678 282,60 291 967,60 168 618,110,111,mistral_table,mistral_table,no
698,PARAISOPolis,127,294,65,13 658,370 257,369 808,118,122,235,73,1 133 948,30 891 275,30 882 890,110,111,mistral_table,mistral_table,no
699,PARAOPBBA,57,213,105,13 696,286 017,281 398,56,64,206,117,946 260,25 466 897,25 401 592,110,111,mistral_table,mistral_table,no
700,PASSABEM,4,6,-,157,779,764,5,5,6,1,8 640,121 393,121 393,110,111,mistral_table,mistral_table,no
701,PASSA QUATRO,78,192,64,13 207,232 083,230 255,77,81,188,84,1 048 248,20 636 718,20 572 774,110,111,mistral_table,mistral_table,no
702,PASSA TEMPO,47,64,10,4 413,66 764,66 414,69,71,146,26,403 173,14 480 243,14 480 243,110,111,mistral_table,mistral_table,no
703,PASSA VINTE,8,21,10,1 050,19 127,19 127,9,9,29,9,89 970,996 975,996 975,110,111,mistral_table,mistral_table,no
704,PASSOS,647,1 823,725,126 387,3 275 545,3 255 517,539,586,2 184,1 285,13 061 021,342 703 468,338 949 598,110,111,mistral_table,mistral_table,no
705,PATOS DE MINAS,631,2 262,978,195 776,4 590 666,4 553 021,627,713,3 277,1 852,22 632 118,516 225 797,501 956 088,110,111,mistral_table,mistral_table,no
706,PATROCINIO,268,1 031,410,60 417,2 218 863,2 205 117,366,396,1 715,966,11 152 189,476 038 431,467 542 351,110,111,mistral_table,mistral_table,no
707,PATROCINIO DO MURIAE,32,62,1,1 649,36 506,36 232,24,24,56,7,137 733,3 067 742,3 054 492,110,111,mistral_table,mistral_table,no
708,PAULA CANDIDO,35,73,9,2 438,58 841,58 561,31,31,70,20,300 213,4 043 463,4 035 298,110,111,mistral_table,mistral_table,no
709,PAULISTAS,20,27,-,973,16 872,16 872,11,11,24,12,81 150,499 251,499 251,110,111,mistral_table,mistral_table,no
710,PAVÃO,38,70,12,2 859,61 595,61 595,36,37,90,19,266 252,5 533 993,5 398 973,110,111,mistral_table,mistral_table,no
711,PEÇANHA,76,146,20,5 242,113 993,113 993,57,57,128,41,527 096,7 047 507,7 034 183,110,111,mistral_table,mistral_table,no
712,PEDRA AZUL,127,278,94,16 459,408 622,408 447,133,143,282,97,1 568 049,37 370 438,37 348 853,110,111,mistral_table,mistral_table,no
713,PEDRA DU ANTA,23,36,-,1 313,14 231,14 170,21,21,27,1,72 720,1 174 051,1 174 051,110,111,mistral_table,mistral_table,no
714,PEDRA DO INDAIA,15,18,-,829,18 092,18 092,13,13,16,1,83 824,1 978 106,1 978 106,110,111,mistral_table,mistral_table,no
715,PEDRA DOURADA,4,4,-,183,1 993,1 993,4,4,5,1,19 320,509 960,509 960,110,111,mistral_table,mistral_table,no
716,PEDRALVA,55,120,23,5 315,137 451,132 006,47,51,140,49,488 452,13 564 300,13 264 357,110,111,mistral_table,mistral_table,no
717,PEDRINOPOLIS,23,29,1,806,21 077,21 077,21,23,36,3,124 095,3 793 978,3 793 978,110,111,mistral_table,mistral_table,no
718,PEDRO LEOPOLDO,182,676,331,46 058,930 156,927 610,199,228,831,448,4 601 267,85 648 494,84 968 910,110,111,mistral_table,mistral_table,no
719,PEDRO TEIXEIRA,2,(A),(A),(X),(A),(A),4,4,5,-,23 220,220 340,220 340,112,113,mistral_table,mistral_table,no
720,PEQUERI,18,31,1,1 100,21 689,21 689,20,20,38,5,129 534,2 563 678,2 478 726,112,113,mistral_table,mistral_table,no
721,PEQUI,13,20,1,608,10 592,10 592,13,13,24,-,74 947,852 325,852 325,112,113,mistral_table,mistral_table,no
722,PERDIGÃO,24,48,11,1 847,45 739,45 739,24,25,79,16,209 352,9 270 630,9 267 185,112,113,mistral_table,mistral_table,no
723,PERDIZES,33,94,15,5 058,111 351,109 311,40,42,106,44,712 499,13 469 957,13 311 555,112,113,mistral_table,mistral_table,no
724,PERDÕES,105,336,145,19 479,473 969,470 456,112,122,306,140,1 456 344,40 393 055,40 375 944,112,113,mistral_table,mistral_table,no
725,PESCADOR,24,37,2,1 226,12 676,12 676,32,33,77,37,165 988,2 197 729,2 197 729,112,113,mistral_table,mistral_table,no
726,PIAU,14,36,4,840,7 758,7 758,19,19,22,2,83 707,1 156 706,1 156 706,112,113,mistral_table,mistral_table,no
727,PIEDADE DE PONTE NOVA,26,29,3,1 329,14 677,14 677,26,26,43,10,171 892,2 145 878,2 145 878,112,113,mistral_table,mistral_table,no
728,PIEDADE DO RIO GRANDE,27,39,6,1 674,31 962,31 766,24,25,40,6,116 622,3 032 988,3 029 088,112,113,mistral_table,mistral_table,no
729,PIEDADE DOS GERAIS,8,13,-,491,4 905,4 905,14,14,17,-,56 246,1 346 832,1 346 832,112,113,mistral_table,mistral_table,no
730,PIMENTA,38,62,11,2 506,55 322,55 008,34,34,58,11,203 835,5 537 711,5 537 711,112,113,mistral_table,mistral_table,no
731,PIRACEMA,25,52,2,2 392,18 409,18 409,27,28,62,7,139 843,1 958 528,1 958 528,112,113,mistral_table,mistral_table,no
732,PIRAJUBA,19,39,4,1 052,41 052,41 052,21,22,51,14,139 579,4 916 076,4 908 076,112,113,mistral_table,mistral_table,no
733,PIRANGA,47,101,15,6 180,80 335,80 300,39,40,85,11,582 049,6 180 279,6 180 279,112,113,mistral_table,mistral_table,no
734,PIRANQUÇU,7,14,1,412,2 560,2 560,11,11,19,2,70 718,751 318,751 318,112,113,mistral_table,mistral_table,no
735,PIRANGUINHO,18,38,6,1 164,43 778,38 788,25,25,40,7,255 520,3 653 895,3 637 895,112,113,mistral_table,mistral_table,no
736,PIRAPETINGA,43,84,28,4 137,93 157,93 157,50,52,119,52,839 358,9 347 445,9 201 131,112,113,mistral_table,mistral_table,no
737,PIRAPORA,207,792,359,58 710,1 280 092,1 267 937,240,258,985,576,5 971 709,115 481 019,113 526 921,112,113,mistral_table,mistral_table,no
738,PIRAUBA,64,134,33,4 743,125 459,125 459,75,75,181,97,681 220,8 341 457,8 341 457,112,113,mistral_table,mistral_table,no
739,PITANGUI,114,260,104,13 552,432 335,432 335,124,136,356,170,1 426 288,58 864 042,58 864 042,112,113,mistral_table,mistral_table,no
740,PIUI,198,406,120,21 036,744 568,740 827,242,249,675,243,2 903 690,348 084 647,347 565 750,112,113,mistral_table,mistral_table,no
741,PLANURA,34,84,21,3 597,113 336,113 243,38,40,97,43,419 149,11 038 885,10 746 089,112,113,mistral_table,mistral_table,no
742,POÇO FUNDO,83,207,27,6 803,177 231,177 231,99,101,283,55,695 030,18 974 992,18 890 624,112,113,mistral_table,mistral_table,no
743,POCRANE,48,103,7,2 696,55 642,55 556,53,54,99,13,289 564,8 953 976,8 908 045,112,113,mistral_table,mistral_table,no
744,POMPEU,131,240,72,14 504,390 373,389 490,149,158,323,100,1 934 714,41 450 611,41 365 038,112,113,mistral_table,mistral_table,no
745,PONTE NOVA,444,1 871,841,165 568,4 166 770,4 154 828,422,507,2 564,1 522,19 839 215,496 989 737,492 933 520,112,113,mistral_table,mistral_table,no
746,PORTEIRINHA,292,640,129,22 505,547 420,544 457,296,312,740,260,4 125 687,82 394 236,82 044 926,112,113,mistral_table,mistral_table,no
747,PORTO FIRME,43,73,17,3 373,48 819,48 819,46,47,67,18,245 159,3 379 950,3 368 550,112,113,mistral_table,mistral_table,no
748,POTE,68,99,2,3 330,56 045,56 045,76,76,106,17,332 544,5 473 448,5 473 448,112,113,mistral_table,mistral_table,no
749,POUSO ALEGRE,442,2 080,1 135,164 351,3 615 364,3 591 177,506,568,2 742,1 694,18 504 705,379 326 745,373 306 221,112,113,mistral_table,mistral_table,no
750,POUSO ALTO,37,64,14,3 628,69 960,69 924,23,26,63,22,220 452,4 470 178,4 454 787,112,113,mistral_table,mistral_table,no
751,PRADOS,25,52,15,1 782,23 562,23 562,19,22,60,15,180 522,3 546 368,3 546 368,112,113,mistral_table,mistral_table,no
752,PRATA,98,230,87,15 560,475 317,474 749,124,135,341,90,2 600 647,55 993 589,55 358 107,112,113,mistral_table,mistral_table,no
753,PRATAPOLIS,130,311,30,10 502,289 221,288 430,127,135,361,123,1 583 504,36 541 780,36 516 300,112,113,mistral_table,mistral_table,no
754,PRATINHA,11,17,1,641,13 170,13 090,9,10,13,4,39 449,1 348 652,1 348 652,112,113,mistral_table,mistral_table,no
755,CALAMBAU,16,26,-,1 579,18 674,18 674,20,20,36,4,193 677,1 959 131,1 959 131,112,113,mistral_table,mistral_table,no
756,PRESIDENTE JUSCELINO,9,16,1,768,5 342,5 342,8,8,16,2,48 534,704 085,688 616,112,113,mistral_table,mistral_table,no
757,PRESIDENTE KUBITSCHEK,8,9,-,901,4 455,4 455,12,12,18,-,81 435,452 377,440 611,112,113,mistral_table,mistral_table,no
758,PRESIDENTE OLEGARIO,95,186,29,6 477,160 361,160 052,85,90,219,64,701 827,18 548 978,18 470 529,112,113,mistral_table,mistral_table,no
759,PRESIDENTE SOARES,32,52,7,4 607,162 882,162 882,31,31,73,14,252 683,8 854 098,8 852 905,112,113,mistral_table,mistral_table,no
760,PRUDENTE DE MORAIS,10,22,-,1 048,12 312,12 312,10,11,27,13,83 309,1 887 670,1 887 670,112,113,mistral_table,mistral_table,no
761,QUARTEL GERAL,9,13,-,557,14 763,14 763,12,12,29,6,78 896,1 219 071,1 217 771,112,113,mistral_table,mistral_table,no
762,QUELUZITA,4,7,-,194,1 299,1 299,4,4,5,-,29 977,321 142,321 142,112,113,mistral_table,mistral_table,no
763,RAPOSOS,30,79,30,4 510,93 660,93 468,40,46,117,46,464 589,7 885 875,7 885 875,112,113,mistral_table,mistral_table,no
764,RAUL SOARES,169,418,105,20 357,422 327,420 230,179,189,486,136,2 584 652,36 964 394,36 545 349,114,115,mistral_table,mistral_table,no
765,RECREIO,72,142,27,6 888,199 741,199 188,82,83,192,54,702 183,17 102 984,17 045 132,114,115,mistral_table,mistral_table,no
766,RESENDE COSTA,35,79,11,2 756,74 850,74 395,48,52,85,22,292 670,9 070 386,9 070 386,114,115,mistral_table,mistral_table,no
767,RESPLENDOR,114,352,124,16 467,541 327,541 327,86,95,335,178,1 523 204,37 220 726,37 065 446,114,115,mistral_table,mistral_table,no
768,RESSAGUINHA,24,60,21,4 908,115 562,115 562,22,23,58,26,341 729,7 887 360,7 887 170,114,115,mistral_table,mistral_table,no
769,RIACHO DOS MACHADOS,30,64,3,1 468,15 399,15 380,21,22,59,16,171 904,1 576 882,1 576 882,114,115,mistral_table,mistral_table,no
770,RIBEIRÃO DAS NEVES,163,359,73,21 118,330 981,330 490,211,225,563,217,2 983 663,40 575 201,40 220 026,114,115,mistral_table,mistral_table,no
771,RIBEIRÃO VERMELHO,19,33,11,1 907,38 524,37 987,11,13,30,13,197 875,5 363 642,5 354 327,114,115,mistral_table,mistral_table,no
772,RIO ACIMA,20,46,16,2 638,52 119,52 119,25,25,58,15,287 619,5 615 763,5 615 763,114,115,mistral_table,mistral_table,no
773,RIO CASCA,98,290,152,17 606,478 540,471 959,107,120,354,145,1 855 309,46 186 776,46 013 343,114,115,mistral_table,mistral_table,no
774,RIO DOCE,7,16,7,835,15 054,15 054,9,10,18,7,77 753,1 259 489,1 259 489,114,115,mistral_table,mistral_table,no
775,RIO DO PRADO,45,79,2,2 523,45 699,45 699,56,57,132,43,251 130,4 611 386,4 611 386,114,115,mistral_table,mistral_table,no
776,RIO ESPERA,25,39,-,1 312,16 768,16 768,22,22,36,-,140 964,1 641 180,1 641 180,114,115,mistral_table,mistral_table,no
777,RIO MANSO,15,30,-,692,6 289,6 289,13,13,24,-,49 004,1 004 264,1 004 264,114,115,mistral_table,mistral_table,no
778,RIO NOVO,53,105,26,4 548,100 462,100 462,65,66,161,61,574 044,16 747 102,16 747 102,114,115,mistral_table,mistral_table,no
779,RIO PARANAIBA,32,61,13,2 196,48 101,46 760,43,47,170,106,1 082 625,11 936 425,11 922 284,114,115,mistral_table,mistral_table,no
780,RIO PARDO DE MINAS,149,258,4,9 618,93 424,92 797,109,113,209,21,734 996,14 138 689,14 055 174,114,115,mistral_table,mistral_table,no
781,RIO PIRACICABA,56,138,48,8 312,257 850,257 338,52,55,210,131,1 032 729,24 010 883,23 739 816,114,115,mistral_table,mistral_table,no
782,RIO POMBA,109,299,99,15 337,324 091,317 665,102,109,271,99,1 251 690,25 283 141,24 699 060,114,115,mistral_table,mistral_table,no
783,RIO PRETO,30,44,12,2 610,48 131,48 131,31,32,72,25,277 170,5 303 907,5 303 907,114,115,mistral_table,mistral_table,no
784,RIO VERMELHO,46,98,15,3 242,31 594,31 594,47,47,90,17,279 860,5 999 020,5 831 068,114,115,mistral_table,mistral_table,no
785,RITAPOLIS,19,30,1,1 120,15 534,15 534,20,20,28,5,102 781,1 745 567,1 660 567,114,115,mistral_table,mistral_table,no
786,ROCHEDO DE MINAS,5,8,-,394,4 889,4 889,9,10,26,6,64 967,1 564 013,1 564 013,114,115,mistral_table,mistral_table,no
787,RODEIRO,20,28,2,1 093,15 382,15 366,17,17,30,8,139 471,2 229 667,2 229 455,114,115,mistral_table,mistral_table,no
788,ROMARIA,11,27,2,776,26 755,26 392,12,12,25,3,73 961,1 912 363,1 882 088,114,115,mistral_table,mistral_table,no
789,RUBELITA,30,52,5,1 706,19 331,19 311,29,29,45,5,162 619,1 983 182,1 930 182,114,115,mistral_table,mistral_table,no
790,RUBIM,69,138,56,6 097,131 477,131 339,67,70,171,87,931 082,10 954 756,10 944 673,114,115,mistral_table,mistral_table,no
791,SABARA,177,571,307,43 497,1 137 017,1 134 312,207,238,753,415,5 917 085,90 351 641,90 074 428,114,115,mistral_table,mistral_table,no
792,SABINOPOLIS,51,123,27,8 132,100 761,100 761,53,55,98,25,446 343,9 721 218,9 610 459,114,115,mistral_table,mistral_table,no
793,SACRAMENTO,121,314,123,24 384,593 909,593 556,128,137,446,207,3 724 082,54 548 556,54 155 804,114,115,mistral_table,mistral_table,no
794,SALINAS,196,380,72,18 266,332 228,328 582,210,234,518,164,2 071 434,41 062 964,40 782 530,114,115,mistral_table,mistral_table,no
795,SALTO DA DIVISA,53,133,34,3 702,68 499,68 204,34,39,64,15,274 287,4 377 724,4 302 738,114,115,mistral_table,mistral_table,no
796,SANTA BARBARA,58,227,122,17 052,468 686,468 689,74,84,318,203,1 647 476,48 798 292,48 770 592,114,115,mistral_table,mistral_table,no
797,SANTA BARBARA DO TUGURIO,8,31,-,627,10 153,10 123,9,10,18,3,73 841,1 324 564,1 324 564,114,115,mistral_table,mistral_table,no
798,SANTA CRUZ DO ESCALVADO,32,36,1,1 102,8 430,8 430,19,21,34,4,82 319,863 683,863 683,114,115,mistral_table,mistral_table,no
