order_number,entry,establishments_1975,personnel_occupied_total_1975,personnel_occupied_linked_to_production_1975,average_monthly_personnel_occupied_1975,salaries_total_1975_thousand_cruzeiros,salaries_production_personnel_1975_thousand_cruzeiros,miscellaneous_expenses_1975_thousand_cruzeiros,industrial_operations_expenses_total_1975_thousand_cruzeiros,industrial_operations_expenses_raw_materials_materials_components_1975_thousand_cruzeiros,production_value_1975_thousand_cruzeiros,industrial_transformation_value_1975_thousand_cruzeiros,entry_ocr,source_page_left,source_page_right,entry_correction_method,left_extraction_method,right_extraction_method,needs_review
4711,PAPEL E PAPELAO,8,2 230,1 713,2 164,60 072,36 359,83 993,484 403,460 583,873 849,389 446,PAPEL E PAPELRO,5,6,municipality_1985_lexicon,mistral_table,mistral_table,no
4712,BORRACHA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BORRACHA,5,6,ocr_exact,mistral_table,mistral_table,no
4713,"COUROS E PELES, ARTEFATOS PARA VIAGEM",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COUROS E PELES, ARTERATOS PARA VIAGEM",5,6,industry_lexicon,mistral_table,mistral_table,no
4714,QUIMICA,17,509,495,474,10 470,9 905,25 923,315 224,309 443,483 010,167 786,QUIMICA,5,6,ocr_exact,mistral_table,mistral_table,no
4715,PRODUTOS FARMACEUTICOS E VETERINARIOS,3,183,146,177,4 101,3 175,6 990,130 521,128 472,300 782,170 261,PRODUTOS FARMACUTICOS E VETERINARIOS,5,6,industry_lexicon,mistral_table,mistral_table,no
4716,"PERFUMARIA, SABOES E VELAS",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABOES E VELAS",5,6,ocr_exact,mistral_table,mistral_table,no
4717,PRODUTOS DE MATERIAS PLASTICAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS DE MATERIAS PLASTICAS,5,6,ocr_exact,mistral_table,mistral_table,no
4718,TEXTIL,8,1 385,1 307,1 252,16 188,14 305,17 064,93 187,89 559,156 756,63 569,TEXTIL,7,8,ocr_exact,mistral_table,mistral_table,no
4719,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",5,235,229,219,2 192,2 093,2 391,15 452,15 406,24 393,8 941,"VESTUÁRIO, CALCADOS E ARTEFATOS DE TECIDOS",7,8,ocr_exact,mistral_table,mistral_table,no
4720,PRODUTOS ALIMENTARES,21,(X),89,138,1 415,921,1 208,7 485,7 155,12 293,4 808,PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
4721,BEBIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,7,8,ocr_exact,mistral_table,mistral_table,no
4722,EDITORIAL E GRAFICA,9,113,93,89,1 680,1 298,1 528,7 529,7 415,19 921,12 392,EDITORIAL E GRÁFICA,7,8,ocr_exact,mistral_table,mistral_table,no
4723,DIVERSAS,4,139,131,116,2 573,2 342,4 456,9 033,7 366,25 317,16 284,DIVERSAS,7,8,ocr_exact,mistral_table,mistral_table,no
4724,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,16,239,228,225,8 274,7 867,3 653,29 942,6 222,46 180,16 238,ATIVIDADES DE APOIO E DE SERVIÇOS DE CARÁTER INDUSTRIAL,7,8,ocr_exact,mistral_table,mistral_table,no
4725,TABAPUA,28,54,35,53,439,255,675,12 932,12 819,14 611,1 679,TABAPUR,7,8,scan_verified_override,mistral_table,mistral_table,no
4726,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,8,7,8,60,54,29,44,40,169,125,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,7,8,ocr_exact,mistral_table,mistral_table,no
4727,MATERIAL DE TRANSPORTE,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,7,8,ocr_exact,mistral_table,mistral_table,no
4728,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),MADEIRA,7,8,ocr_exact,mistral_table,mistral_table,no
4729,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,7,8,ocr_exact,mistral_table,mistral_table,no
4730,PRODUTOS ALIMENTARES,18,35,21,35,329,157,609,12 697,12 600,14 072,1 375,PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
4731,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRÁFICA,7,8,ocr_exact,mistral_table,mistral_table,no
4732,TABATINGA,17,78,60,74,538,478,1 184,4 810,4 567,8 471,3 661,TABATINGA,7,8,ocr_exact,mistral_table,mistral_table,no
4733,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,7,8,ocr_exact,mistral_table,mistral_table,no
4734,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,7,8,ocr_exact,mistral_table,mistral_table,no
4735,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,7,8,ocr_exact,mistral_table,mistral_table,no
4736,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,7,8,ocr_exact,mistral_table,mistral_table,no
4737,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",8,19,12,16,(X),(X),(X),(X),(X),(X),(X),"VESTUÁRIO, CALCADOS E ARTEFATOS DE TECIDOS",7,8,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
4738,PRODUTOS ALIMENTARES,1,(X),(X),(X),122,97,293,2 537,2 506,4 463,1 926,PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
4739,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,7,8,ocr_exact,mistral_table,mistral_table,no
4740,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRÁFICA,7,8,ocr_exact,mistral_table,mistral_table,no
4741,TABOÃO DA SERRA,110,4 559,3 916,4 109,88 032,65 898,88 102,427 313,399 048,889 042,461 729,TABOÃO DA SERRA,7,8,ocr_exact,mistral_table,mistral_table,no
4742,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,17,103,78,87,897,698,991,3 777,3 620,8 300,4 523,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,7,8,ocr_exact,mistral_table,mistral_table,no
4743,METALURGICA,12,573,489,551,13 162,9 364,13 633,39 369,52 128,123 478,66 113,METALURGICA,7,8,ocr_exact,mistral_table,mistral_table,no
4744,MECANICA,15,952,913,805,22 372,19 368,13 346,134 203,129 026,229 088,94 885,MECÂNICA,7,8,ocr_exact,mistral_table,mistral_table,no
4745,MATERIAL ELETRICO E DE COMUNICACOES,5,587,524,471,8 655,6 932,8 909,23 579,22 713,73 735,50 160,MATERIAL ELÉTRICO E DE COMUNICAÇÕES,7,8,ocr_exact,mistral_table,mistral_table,no
4746,MATERIAL DE TRANSPORTE,3,348,304,340,7 510,6 016,7 143,33 988,29 780,80 912,46 924,MATERIAL DE TRANSPORTE,7,8,ocr_exact,mistral_table,mistral_table,no
4747,MADEIRA,5,80,59,78,1 171,796,1 670,6 058,5 960,10 114,4 056,MADEIRA,7,8,ocr_exact,mistral_table,mistral_table,no
4748,MOBILIARIO,8,731,597,685,13 324,9 450,19 727,43 357,39 490,120 325,76 968,MOBILIÁRIO,7,8,ocr_exact,mistral_table,mistral_table,no
4749,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELÃO,7,8,ocr_exact,mistral_table,mistral_table,no
4750,BORRACHA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BORRACHA,7,8,ocr_exact,mistral_table,mistral_table,no
4751,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COURSE E PELES, ARTEFATOS PARA VIAGEM",7,8,industry_lexicon,mistral_table,mistral_table,no
4752,QUIMICA,6,355,254,301,5 101,3 371,10 512,71 367,70 471,113 369,42 002,QUÍMICA,7,8,ocr_exact,mistral_table,mistral_table,no
4753,PRODUTOS FARMACEUTICOS E VETERINARIOS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS FARMACÊUTICOS E VETERINÁRIOS,7,8,ocr_exact,mistral_table,mistral_table,no
4754,"PERFUMARIA, SABOES E VELAS",3,28,24,24,358,202,386,2 266,2 260,3 432,1 166,"PERFUMÁRIA, SANDES E VELAS",7,8,industry_lexicon,mistral_table,mistral_table,no
4755,PRODUTOS DE MATERIAS PLASTICAS,3,84,63,91,1 531,825,1 535,3 268,2 892,7 363,4 095,PRODUTOS DE MATERIAIS PLÁSTICAS,7,8,industry_lexicon,mistral_table,mistral_table,no
4756,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUÁRIO, CALCADOS E ARTEFATOS DE TECIDOS",7,8,ocr_exact,mistral_table,mistral_table,no
4757,PRODUTOS ALIMENTARES,11,63,44,56,835,461,597,3 943,3 583,6 069,2 126,PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
4758,EDITORIAL E GRAFICA,3,16,11,16,214,169,289,703,693,1 320,617,EDITORIAL E GRÁFICA,7,8,ocr_exact,mistral_table,mistral_table,no
4759,DIVERSAS,4,96,80,79,1 428,801,835,2 366,1 911,4 162,1 796,DIVERSAS,7,8,ocr_exact,mistral_table,mistral_table,no
4760,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,7,135,122,121,4 280,3 424,1 957,1 740,1 150,7 982,6 242,ATIVIDADES DE APOIO E DE SERVIÇOS DE CARÁTER INDUSTRIAL,7,8,ocr_exact,mistral_table,mistral_table,no
4761,TACIBA,7,19,12,45,908,830,8 116,966,154,14 773,13 807,TACIBÁ,7,8,ocr_exact,mistral_table,mistral_table,no
4762,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),EXTRACÃO DE MINERAIS,7,8,ocr_exact,mistral_table,mistral_table,no
4763,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,7,8,ocr_exact,mistral_table,mistral_table,no
4764,PRODUTOS ALIMENTARES,5,(X),(X),(X),(X),(X),(X),(X),154,(X),(X),PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
4765,TAGUAI,13,66,30,57,260,191,3 330,1 020,827,5 999,4 979,TAGUAI,7,8,ocr_exact,mistral_table,mistral_table,no
4766,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACÃO DE MINERAIS,7,8,ocr_exact,mistral_table,mistral_table,no
4767,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,10,1,8,2,2,10,20,16,70,50,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,7,8,ocr_exact,mistral_table,mistral_table,no
4768,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUÍMICA,7,8,ocr_exact,mistral_table,mistral_table,no
4769,PRODUTOS ALIMENTARES,7,19,7,15,44,44,25,158,127,308,150,PRODUTOS ALIMENTARES,7,8,ocr_exact,mistral_table,mistral_table,no
4770,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,7,8,ocr_exact,mistral_table,mistral_table,no
4771,TAIAÇU,6,12,-,12,15,-,22,97,87,213,116,TAIACU,9,10,ocr_exact,mistral_table,mistral_table,no
4772,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),-,(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,9,10,industry_lexicon,mistral_table,mistral_table,no
4773,PRODUTOS ALIMENTARES,5,(X),-,(X),15,-,(X),(X),87,(X),(X),PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
4774,TAIUVA,15,24,4,25,96,39,126,1 346,1 302,1 947,601,TAIUVA,9,10,ocr_exact,mistral_table,mistral_table,no
4775,MECANICA,4,(X),-,(X),-,-,(X),(X),-,(X),(X),MECANICA,9,10,ocr_exact,mistral_table,mistral_table,no
4776,MADEIRA,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
4777,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),-,(X),-,-,(X),(X),(X),(X),(X),"COUROS E PELES, ARTEFATOS PARA VIAGEM",9,10,ocr_exact,mistral_table,mistral_table,no
4778,PRODUTOS ALIMENTARES,9,14,4,16,(X),39,106,1 320,(X),1 799,479,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
4779,TAMBAU,77,1 754,1 540,1 644,17 447,12 455,22 174,21 699,14 497,93 775,72 076,TAMBAU,9,10,ocr_exact,mistral_table,mistral_table,no
4780,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,55,1 364,1 196,1 282,12 741,9 005,17 464,9 714,4 289,65 375,55 661,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,9,10,industry_lexicon,mistral_table,mistral_table,no
4781,MECANICA,4,145,130,127,2 254,1 419,2 055,4 787,4 602,11 891,7 104,MECANICA,9,10,ocr_exact,mistral_table,mistral_table,no
4782,MADEIRA,4,17,14,17,111,111,68,287,280,486,199,MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
4783,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,9,10,ocr_exact,mistral_table,mistral_table,no
4784,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELXO,9,10,municipality_1985_lexicon,mistral_table,mistral_table,no
4785,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,9,10,ocr_exact,scan_verified_override,mistral_table,no
4786,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",9,10,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
4787,PRODUTOS ALIMENTARES,8,57,46,61,741,586,692,1 177,1 002,2 396,1 219,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
4788,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,9,10,ocr_exact,mistral_table,mistral_table,no
4789,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAPICA,9,10,industry_lexicon,mistral_table,mistral_table,no
4790,TANABI,51,289,178,258,2 144,1 250,7 045,40 806,40 109,61 491,20 685,TAMABI,9,10,scan_verified_override,mistral_table,mistral_table,no
4791,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,9,10,industry_lexicon,mistral_table,mistral_table,no
4792,METALURGICA,4,27,18,22,143,117,217,872,846,1 590,718,METALURGICA,9,10,ocr_exact,mistral_table,mistral_table,no
4793,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,9,10,ocr_exact,mistral_table,mistral_table,no
4794,MADEIRA,6,19,10,18,60,60,179,407,383,819,412,MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
4795,MOBILIARIO,3,19,14,17,91,62,227,1 261,1 234,2 037,776,MOBILIARIO,9,10,ocr_exact,mistral_table,mistral_table,no
4796,BORRACHA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BORRACHA,9,10,ocr_exact,mistral_table,mistral_table,no
4797,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COUROS E PELES, ARTEFATOS PARA VIAGEM",9,10,ocr_exact,mistral_table,mistral_table,no
4798,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",9,10,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
4799,PRODUTOS ALIMENTARES,1,(X),86,117,1 084,633,5 125,35 182,34 750,48 437,13 255,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
4800,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,9,10,ocr_exact,mistral_table,mistral_table,no
4801,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAPICA,9,10,industry_lexicon,mistral_table,mistral_table,no
4802,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,9,10,industry_lexicon,mistral_table,mistral_table,no
4803,TAPIRAI,11,72,55,60,566,413,1 216,2 659,2 122,5 057,2 398,TAPIRAI,9,10,ocr_exact,mistral_table,mistral_table,no
4804,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,9,10,industry_lexicon,mistral_table,mistral_table,no
4805,MADEIRA,5,20,15,22,206,128,523,798,743,2 035,1 237,MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
4806,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
4807,TAPIRATIBA,20,553,439,553,9 956,6 860,21 571,64 238,62 991,146 116,81 878,TAPIRATIBA,9,10,ocr_exact,mistral_table,mistral_table,no
4808,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,68,19,76,954,214,2 218,299,178,4 342,4 043,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,9,10,industry_lexicon,mistral_table,mistral_table,no
4809,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,9,10,ocr_exact,mistral_table,mistral_table,no
4810,PRODUTOS ALIMENTARES,12,444,379,437,8 093,5 737,18 730,60 885,60 367,137 188,76 303,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
4811,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,9,10,industry_lexicon,mistral_table,mistral_table,no
4812,TAQUARITINGA,102,1 287,1 148,1 402,12 280,10 111,13 950,159 162,154 444,253 222,94 060,TAQUARITINGA,9,10,ocr_exact,mistral_table,mistral_table,no
4813,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,8,41,37,37,307,307,331,1 206,1 105,1 781,575,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,9,10,industry_lexicon,mistral_table,mistral_table,no
4814,METALURGICA,7,35,31,31,334,210,380,1 596,1 567,2 912,1 316,METALURGICA,9,10,ocr_exact,mistral_table,mistral_table,no
4815,MECANICA,3,42,40,42,575,551,546,531,380,1 729,1 198,MECANICA,9,10,ocr_exact,mistral_table,mistral_table,no
4816,MATERIAL DE TRANSPORTE,4,25,22,16,107,107,216,1 021,1 002,1 973,952,MATERIAL DE TRANSPORTE,9,10,ocr_exact,mistral_table,mistral_table,no
4817,MADEIRA,7,19,16,18,137,137,82,276,249,603,327,MADEIRA,9,10,ocr_exact,mistral_table,mistral_table,no
4818,MOBILIARIO,16,171,143,156,1 268,974,1 651,5 406,5 283,11 232,5 826,MOBILIARIO,9,10,ocr_exact,mistral_table,mistral_table,no
4819,BORRACHA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BORRACHA,9,10,ocr_exact,mistral_table,mistral_table,no
4820,"PERFUMARIA, SABOES E VELAS",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABBES E VELAS",9,10,industry_lexicon,mistral_table,mistral_table,no
4821,PRODUTOS DE MATERIAS PLASTICAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS DE MATERIAS PLASTICAS,9,10,ocr_exact,mistral_table,mistral_table,no
4822,TEXTIL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,9,10,ocr_exact,mistral_table,tesseract_review_verified_all_suppressed,no
4823,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",4,19,19,16,210,210,115,635,622,1 102,467,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",9,10,ocr_exact,mistral_table,mistral_table,no
4824,PRODUTOS ALIMENTARES,40,794,711,1 033,7 974,6 445,8 087,141 426,138 468,219 433,78 007,PRODUTOS ALIMENTARES,9,10,ocr_exact,mistral_table,mistral_table,no
4825,BEBIDAS,3,62,57,62,662,518,1 477,3 927,3 785,7 078,3 151,BEBIDAS,11,12,ocr_exact,mistral_table,mistral_table,no
4826,EDITORIAL E GRAFICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,11,12,ocr_exact,mistral_table,mistral_table,no
4827,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,3,28,28,30,332,332,164,1 165,212,1 572,407,ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,11,12,industry_lexicon,mistral_table,mistral_table,no
4828,TAQUARITUBA,29,122,61,128,1 175,603,3 310,24 284,23 869,36 298,12 014,TAQUARITUBA,11,12,ocr_exact,mistral_table,mistral_table,no
4829,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),EXTRACAO DE MINERAIS,11,12,ocr_exact,mistral_table,mistral_table,no
4830,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,6,34,21,34,147,87,315,166,84,747,581,TRANSFORMACAO DE PRODUTOS DE MINERAIS NXO METALICOS,11,12,industry_lexicon,mistral_table,mistral_table_anchor_aligned,no
4831,METALURGICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,11,12,ocr_exact,mistral_table,mistral_table_anchor_aligned,no
4832,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,11,12,ocr_exact,mistral_table,mistral_table,no
4833,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
4834,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,11,12,ocr_exact,mistral_table,mistral_table,no
4835,TEXTIL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,11,12,ocr_exact,mistral_table,mistral_table,no
4836,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADES E ARTEFATOS DE TECIDOS",11,12,industry_lexicon,mistral_table,tesseract_review_verified_all_suppressed,no
4837,PRODUTOS ALIMENTARES,14,47,14,43,336,95,1 687,6 227,6 120,8 750,2 523,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
4838,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,11,12,ocr_exact,mistral_table,mistral_table,no
4839,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,11,12,ocr_exact,mistral_table,mistral_table,no
4840,TARABAI,3,4,3,4,20,20,10,50,49,80,30,TARABAI,11,12,ocr_exact,mistral_table,mistral_table,no
4841,PRODUTOS ALIMENTARES,3,4,3,4,20,20,10,50,49,80,30,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
4842,TATUI,133,2 199,1 827,1 953,20 788,13 353,20 999,128 325,122 372,195 500,67 175,TATUI,11,12,ocr_exact,mistral_table,mistral_table,no
4843,EXTRACAO DE MINERAIS,2,(X),-,(X),(X),-,(X),-,-,(X),(X),EXTRACAO DE MINERAIS,11,12,ocr_exact,mistral_table,mistral_table,no
4844,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,31,445,361,392,3 947,2 465,4 453,4 908,2 674,16 637,11 729,TRANSFORMACAO DE PRODUTOS DE MINERAIS NXO METALICOS,11,12,industry_lexicon,mistral_table,mistral_table,no
4845,METALURGICA,7,44,30,37,466,289,280,1 329,1 310,3 811,2 482,METALURGICA,11,12,ocr_exact,mistral_table,mistral_table,no
4846,MECANICA,5,23,12,21,215,128,314,788,766,1 685,897,MECANICA,11,12,ocr_exact,mistral_table,mistral_table,no
4847,MATERIAL ELETRICO E DE COMUNICACOES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL ELETRICO E DE COMUNICACOES,11,12,ocr_exact,mistral_table,mistral_table,no
4848,MATERIAL DE TRANSPORTE,6,126,98,120,1 145,721,1 054,1 135,536,3 872,2 737,MATERIAL DE TRANSPORTE,11,12,ocr_exact,mistral_table,mistral_table,no
4849,MADEIRA,3,24,15,21,242,97,290,349,334,1 120,771,MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
4850,MOBILIARIO,5,14,5,13,59,22,38,199,193,347,148,MOBILIARIO,11,12,ocr_exact,mistral_table,mistral_table,no
4851,"COUROS E PELES, ARTEFATOS PARA VIAGEM",4,26,17,27,255,148,243,611,561,1 691,1 080,"COUROS E PELES, ARTEFATOS PARA VIAGEM",11,12,ocr_exact,mistral_table,mistral_table,no
4852,QUIMICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,11,12,ocr_exact,mistral_table,mistral_table,no
4853,"PERFUMARIA, SABOES E VELAS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABOES E VELAS",11,12,ocr_exact,mistral_table,mistral_table,no
4854,PRODUTOS DE MATERIAS PLASTICAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS DE MATERIAS PLASTICAS,11,12,ocr_exact,mistral_table,mistral_table,no
4855,TEXTIL,9,1 009,969,891,9 653,7 024,8 101,77 551,75 494,100 835,23 284,TEXTIL,11,12,ocr_exact,mistral_table,mistral_table,no
4856,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",5,48,35,40,689,508,343,15 771,15 761,24 110,8 339,"VESTUARIO, CALCADES E ARTEFATOS DE TECIDOS",11,12,industry_lexicon,mistral_table,mistral_table,no
