order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_service_activity_1980,salaries_withdrawals_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_service_activity_1985,salaries_withdrawals_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
947,LAGOA SECA,1,(A),(A),(X),(A),8,8,40,11,229 371,770 795,206,207,mistral_table,mistral_table,no
948,LIVRAMENTO,3,5,-,58,350,5,5,13,5,58 700,298 000,206,207,mistral_table,mistral_table,no
949,LUCENA,1,(A),(A),(X),(A),3,3,9,5,41 800,133 400,206,207,mistral_table,mistral_table,no
950,MÃE D'AGUA,1,(A),(A),(X),(A),-,-,-,-,-,-,206,207,mistral_table,mistral_table,no
951,MALTA,6,8,-,366,2 280,4,4,7,3,51 500,244 200,206,207,mistral_table,mistral_table,no
952,MAMANGUAPE,45,145,81,11 720,33 826,85,86,213,119,1 616 215,7 037 072,206,207,mistral_table,mistral_table,no
953,MANAIRA,6,10,1,382,1 940,12,12,34,14,312 000,813 500,206,207,mistral_table,mistral_table,no
954,MARI,15,30,8,2 590,8 702,23,23,59,30,336 810,1 507 146,206,207,mistral_table,mistral_table,no
955,MASSARANDUBA,3,5,-,182,2 476,2,2,(B),(A),(X),(A),206,207,mistral_table,mistral_table,no
956,MATARACA,-,-,-,-,-,3,3,8,-,73 000,368 000,206,207,mistral_table,mistral_table,no
957,MOGEIRO,2,(B),(A),(X),(A),8,8,19,9,30 556,95 192,206,207,mistral_table,mistral_table,no
958,MONTADAS,-,-,-,-,-,3,3,6,3,13 480,81 788,206,207,mistral_table,mistral_table,no
959,MONTE HOREBE,4,9,3,486,1 891,2,2,(B),(A),(X),(A),206,207,mistral_table,mistral_table,no
960,MONTEIRO,55,160,80,15 537,42 708,93,94,283,145,1 442 747,6 464 682,206,207,mistral_table,mistral_table,no
961,MULUNGU,1,(A),(A),(X),(A),4,4,9,4,64 020,121 000,206,207,mistral_table,mistral_table,no
962,NATUBA,3,3,-,117,288,1,1,(A),(A),(X),(A),206,207,mistral_table,mistral_table,no
963,NAZAREZINHO,3,5,-,220,2 184,4,4,7,-,10 800,57 490,206,207,mistral_table,mistral_table,no
964,NOVA FLORESTA,7,16,1,1 094,4 345,14,14,40,19,185 920,384 000,206,207,mistral_table,mistral_table,no
965,NOVA OLINDA,-,-,-,-,-,1,1,(A),(A),(X),(A),206,207,mistral_table,mistral_table,no
966,NOVA PALMEIRA,4,9,-,167,715,3,3,7,2,34 000,142 500,206,207,mistral_table,mistral_table,no
967,OLHO D'AGUA,3,7,-,216,1 835,3,3,10,2,64 800,186 000,206,207,mistral_table,mistral_table,no
968,OLIVEDOS,1,(A),(A),(X),(A),-,-,-,-,-,-,206,207,mistral_table,mistral_table,no
969,OURO VELHO,4,6,1,208,629,4,4,9,4,49 500,185 000,206,207,mistral_table,mistral_table,no
970,PASSAGEM,2,(A),(A),(X),(A),-,-,-,-,-,-,208,209,mistral_table,mistral_table,no
971,PATOS,161,630,328,43 227,110 292,248,253,822,472,4 616 847,15 508 571,208,209,mistral_table,mistral_table,no
972,PAULISTA,3,4,-,144,769,5,5,21,4,129 100,530 000,208,209,mistral_table,mistral_table,no
973,PEDRA BRANCA,-,-,-,-,-,1,1,(A),(A),(X),(A),208,209,mistral_table,mistral_table,no
974,PEDRA LAVRADA,5,13,1,310,2 221,4,4,16,7,59 960,202 000,208,209,mistral_table,mistral_table,no
975,PEDRAS DE FOGO,9,23,12,918,3 216,23,23,86,42,228 460,1 292 827,208,209,mistral_table,mistral_table,no
976,PIANCO,22,61,12,2 262,8 241,25,25,70,28,433 799,1 843 023,208,209,mistral_table,mistral_table,no
977,PIQUI,28,82,16,6 576,14 175,31,31,86,37,538 976,1 572 582,208,209,mistral_table,mistral_table,no
978,PILAR,4,8,4,385,827,4,4,8,2,22 400,118 900,208,209,mistral_table,mistral_table,no
979,PILÕES,5,11,3,235,948,2,2,(B),(A),(X),(A),208,209,mistral_table,mistral_table,no
980,PIRPIRITUBA,10,34,12,4 990,12 322,12,12,37,24,235 720,771 400,208,209,mistral_table,mistral_table,no
981,PITIMBU,2,(B),(A),(X),(A),3,3,7,2,45 000,307 000,208,209,mistral_table,mistral_table,no
982,POCINHOS,9,31,9,1 243,5 499,22,22,74,34,279 150,890 555,208,209,mistral_table,mistral_table,no
983,POMBAL,43,140,66,7 805,26 429,54,56,179,102,1 154 896,3 317 207,208,209,mistral_table,mistral_table,no
984,PRATA,4,10,1,120,493,8,8,19,8,23 720,160 286,208,209,mistral_table,mistral_table,no
985,PRINCESA ISABEL,15,34,10,2 079,4 387,12,13,44,24,219 180,555 537,208,209,mistral_table,mistral_table,no
986,PUXINANA,7,20,-,1 152,5 230,4,4,9,5,72 700,131 000,208,209,mistral_table,mistral_table,no
987,QUEIMADAS,12,27,-,1 042,4 086,8,8,20,5,49 582,164 132,208,209,mistral_table,mistral_table,no
988,REMIGIO,17,47,14,3 891,8 841,16,16,37,14,213 781,405 815,208,209,mistral_table,mistral_table,no
989,RIACHO DOS CAVALOS,2,(A),(A),(X),(A),2,2,(A),(A),(X),(A),208,209,mistral_table,mistral_table,no
990,RIO TINTO,32,83,26,3 825,15 145,16,16,42,21,323 932,1 837 664,208,209,mistral_table,mistral_table,no
991,SALGADO DE SÃO FELIX,1,(A),(A),(X),(A),3,3,7,4,37 800,120 000,208,209,mistral_table,mistral_table,no
992,SANTA CRUZ,8,14,3,548,1 997,4,4,4,-,19 900,45 000,208,209,mistral_table,mistral_table,no
993,SANTA HELENA,7,8,-,260,3 544,1,1,(A),(A),(X),(A),208,209,mistral_table,mistral_table,no
994,SANTA LUZIA,29,78,32,4 029,21 869,28,28,86,47,454 490,1 817 022,208,209,mistral_table,mistral_table,no
995,SANTANA DE MANQUEIRA,6,13,4,504,2 335,-,-,-,-,-,-,208,209,mistral_table,mistral_table,no
996,SANTANA DOS GARROTES,6,7,-,338,2 254,1,1,(A),(A),(X),(A),208,209,mistral_table,mistral_table,no
997,SANTA RITA,47,175,102,9 851,37 145,93,95,301,158,1 866 303,4 869 556,208,209,mistral_table,mistral_table,no
998,SANTA TERESINHA,-,-,-,-,-,1,1,(A),(A),(X),(A),208,209,mistral_table,mistral_table,no
999,SÃO BENTO,8,17,7,777,3 781,12,12,39,22,207 357,1 316 278,208,209,mistral_table,mistral_table,no
1000,SÃO JOÃO DO CARIRI,4,8,-,280,1 200,15,15,29,6,300 280,820 643,208,209,mistral_table,mistral_table,no
1001,SÃO JOÃO DO TIGRE,-,-,-,-,-,6,6,15,6,92 000,290 000,208,209,mistral_table,mistral_table,no
1002,SÃO JOSE DA LAGOA TAPADA,6,13,4,772,3 412,16,16,44,16,160 540,537 232,208,209,mistral_table,mistral_table,no
1003,SÃO JOSE DE CAIANA,4,10,1,552,2 178,-,-,-,-,-,-,208,209,mistral_table,mistral_table,no
1004,SÃO JOSE DE PIRANHAS,11,22,1,1 240,4 936,7,7,14,4,61 000,145 128,208,209,mistral_table,mistral_table,no
1005,SÃO JOSE DO BONFIM,1,(A),(A),(X),(A),-,-,-,-,-,-,208,209,mistral_table,mistral_table,no
1006,SÃO JOSE DO SABUGI,4,8,-,151,611,1,1,(A),(A),(X),(A),208,209,mistral_table,mistral_table,no
1007,SÃO JOSE DOS CORDEIROS,7,26,10,604,2 223,7,7,22,7,150 000,1 082 000,208,209,mistral_table,mistral_table,no
1008,SÃO MAMEDE,7,19,8,568,2 652,36,36,97,47,241 446,1 156 717,208,209,mistral_table,mistral_table,no
1009,SÃO MIGUEL DE TAIPU,-,-,-,-,-,4,4,11,4,19 500,94 600,208,209,mistral_table,mistral_table,no
1010,SÃO SEBASTIÃO DE LAGOA DE ROÇA,-,-,-,-,-,4,4,11,6,38 700,103 800,208,209,mistral_table,mistral_table,no
1011,SÃO SEBASTIÃO DO UMBUZEIRO,2,(B),(A),(X),(A),2,2,(B),(A),(X),(A),208,209,mistral_table,mistral_table,no
1012,SAPE,53,157,55,7 736,30 431,35,36,123,71,1 145 760,4 091 060,208,209,mistral_table,mistral_table,no
1013,SERIDO,5,10,1,440,857,1,1,(B),(A),(X),(A),208,209,mistral_table,mistral_table,no
1014,SERRA BRANCA,17,42,9,2 065,6 867,22,22,54,29,620 528,1 639 980,208,209,mistral_table,mistral_table,no
1015,SERRA DA RAIZ,-,-,-,-,-,4,4,9,4,37 000,89 600,208,209,mistral_table,mistral_table,no
1016,SERRA GRANDE,2,(A),(A),(X),(A),-,-,-,-,-,-,208,209,mistral_table,mistral_table,no
1017,SERRA REDONDA,2,(A),(A),(X),(A),4,4,6,1,30 100,131 000,210,211,mistral_table,mistral_table,no
1018,SERRARIA,8,16,2,348,2 935,3,3,6,-,41 600,176 700,210,211,mistral_table,mistral_table,no
1019,SOLANEA,30,84,37,3 804,13 883,49,49,143,69,1 374 791,3 423 576,210,211,mistral_table,mistral_table,no
1020,SOLEDADE,23,63,22,2 371,10 914,19,20,64,25,356 940,1 344 660,210,211,mistral_table,mistral_table,no
1021,SOUSA,129,557,291,38 407,148 873,131,135,452,252,2 956 640,9 477 950,210,211,mistral_table,mistral_table,no
1022,SUME,29,110,74,13 678,25 360,39,40,101,50,383 220,1 244 518,210,211,mistral_table,mistral_table,no
1023,TACIMA,1,(A),(A),(X),(A),1,1,(A),(A),(A),(A),210,211,mistral_table,mistral_table,no
1024,TAPERGA,13,32,16,1 785,4 700,18,19,52,22,450 519,1 604 540,210,211,mistral_table,mistral_table,no
1025,TAVARES,12,30,9,1 287,4 565,8,8,25,10,127 400,584 200,210,211,mistral_table,mistral_table,no
1026,TEIXEIRA,8,20,3,1 124,5 597,13,13,34,17,141 840,627 000,210,211,mistral_table,mistral_table,no
1027,TRIUNFO,5,5,-,243,1 815,3,3,8,4,16 320,78 000,210,211,mistral_table,mistral_table,no
1028,UIRAUNA,33,66,13,3 260,11 783,12,12,33,10,164 600,928 600,210,211,mistral_table,mistral_table,no
1029,UMBUZEIRO,2,(B),(A),(X),(A),4,4,11,5,57 560,513 182,210,211,mistral_table,mistral_table,no
1030,VARZEA,7,9,2,291,1 092,6,6,12,6,31 660,129 800,210,211,mistral_table,mistral_table,no
1031,PERNAMBUCO,10 238,61 514,40 206,7 360 227,36 226 817,15 958,16 420,83 454,56 270,795 086 600,2 919 666 485,210,211,mistral_table,mistral_table,no
1032,ALOJAMENTO E ALIMENTAÇÃO,4 324,17 815,9 550,1 296 185,6 534 577,7 590,7 696,28 539,15 794,174 640 248,884 397 062,210,211,mistral_table,mistral_table,no
1033,ALOJAMENTO,416,2 719,2 378,325 099,1 339 299,394,416,5 026,4 089,34 939 141,162 916 127,210,211,mistral_table,mistral_table,no
1034,ALIMENTAÇÃO,3 908,14 096,7 172,971 090,5 195 278,7 196,7 280,23 513,11 705,139 701 107,721 480 935,210,211,mistral_table,mistral_table,no
1035,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",2 773,11 084,6 848,1 084 719,2 893 512,4 666,4 709,15 283,9 313,138 911 678,368 967 402,210,211,mistral_table,mistral_table,no
1036,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",2 773,11 084,6 848,1 084 719,2 893 512,4 666,4 709,15 283,9 313,138 911 678,368 967 402,210,211,mistral_table,mistral_table,no
1037,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",769,2 530,1 470,195 772,529 223,1 252,1 287,3 821,2 180,26 496 492,74 640 935,210,211,mistral_table,mistral_table,no
1038,PESSOAIS,271,908,493,75 877,263 364,379,410,1 250,687,9 017 997,32 488 509,210,211,mistral_table,mistral_table,no
1039,HIGIENE E DE ESTÉTICA PESSOAL,498,1 622,977,115 895,265 859,873,877,2 571,1 493,17 478 495,42 152 426,210,211,mistral_table,mistral_table,no
1040,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",233,1 941,1 204,231 861,1 482 477,259,296,2 314,1 606,29 785 835,180 784 764,210,211,mistral_table,mistral_table,no
1041,RADIODIFUSÃO E TELEVISÃO,33,1 061,724,174 905,1 116 817,32,42,1 383,1 001,23 765 817,146 301 398,210,211,mistral_table,mistral_table,no
1042,DIVERSÕES,200,880,480,56 556,363 690,227,254,931,605,6 020 018,34 483 368,210,211,mistral_table,mistral_table,no
1043,AUXILIARES DIVERSOS,934,26 138,19 955,4 217 199,23 257 810,2 018,2 257,32 620,26 840,415 215 406,1 349 001 408,210,211,mistral_table,mistral_table,no
1044,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,48,1 197,637,423 248,3 274 613,27,40,1 673,891,44 973 488,108 611 122,210,211,mistral_table,mistral_table,no
1045,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",472,3 021,1 897,502 368,2 773 994,433,502,3 541,2 531,57 676 971,318 045 582,210,211,mistral_table,mistral_table,no
1046,"AUX. FINANÇA, SEGUROS E CAPITALIZAÇÃO",49,241,155,38 375,194 330,26,38,258,188,4 191 575,32 544 427,210,211,mistral_table,mistral_table,no
1047,AUXILIARES DOS TRANSPORTES,149,2 819,2 112,551 397,10 227 453,67,128,2 610,2 294,50 229 698,231 993 587,210,211,mistral_table,mistral_table,no
1048,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",84,1 44,982,390 600,1 012 517,57,106,2 257,1 899,39 563 823,130 404 125,210,211,mistral_table,mistral_table,no
1049,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",64,3 169,2 961,199 097,459 636,53,59,4 964,4 811,19 836 026,41 509 878,210,211,mistral_table,mistral_table,no
1050,AUX. PRESTADOS A EMPRESAS E PESSOAS,834,13 169,10 923,2 015 942,4 902 714,1 047,1 108,16 156,12 512,189 562 491,451 045 394,210,211,mistral_table,mistral_table,no
1051,AUXILIARES DA SAÚDE,234,1 081,588,136 172,412 653,268,276,1 161,714,9 179 334,34 847 323,210,211,mistral_table,mistral_table,no
1052,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",205,2 006,1 179,334 491,1 529 218,173,175,877,537,10 036 941,61 874 914,210,211,mistral_table,mistral_table,no
1053,COMPRA E VENDA DE BENS IMÓVEIS,143,1 419,782,245 869,1 190 764,82,84,340,199,3 847 778,12 198 019,210,211,mistral_table,mistral_table,no
1054,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",62,587,397,88 622,368 454,91,91,537,338,6 189 163,49 676 895,210,211,mistral_table,mistral_table,no
1055,REGIÃO METROPOLITANA,5 799,46 393,32 379,6 274 614,31 839 083,6 638,7 005,55 274,41 331,600 322 067,2 140 755 377,210,211,mistral_table,mistral_table,no
1056,ALOJAMENTO E ALIMENTAÇÃO,2 188,11 105,6 840,928 540,4 345 585,2 735,2 814,14 353,9 209,98 160 625,475 611 343,210,211,mistral_table,mistral_table,no
1057,ALOJAMENTO,161,2 280,1 603,239 730,929 288,153,166,3 637,3 141,27 146 695,126 284 351,210,211,mistral_table,mistral_table,no
1058,ALIMENTAÇÃO,2 027,8 825,5 237,688 810,3 416 297,2 582,2 648,10 718,6 068,71 013 930,349 326 992,210,211,mistral_table,mistral_table,no
1059,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",1 382,6 557,4 186,713 269,1 875 999,1 683,1 713,6 768,4 326,66 780 148,174 742 981,210,211,mistral_table,mistral_table,no
1060,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",1 382,6 557,4 186,713 269,1 875 999,1 683,1 713,6 768,4 326,66 780 148,174 742 981,210,211,mistral_table,mistral_table,no
1061,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",542,1 944,1 175,154 540,400 432,599,633,2 596,1 428,15 439 742,41 634 598,210,211,mistral_table,mistral_table,no
1062,PESSOAIS,179,692,414,59 067,202 072,157,187,718,459,4 929 081,17 659 999,210,211,mistral_table,mistral_table,no
1063,HIGIENE E DE ESTÉTICA PESSOAL,363,1 252,761,95 473,198 360,442,446,1 568,969,10 506 661,23 374 599,210,211,mistral_table,mistral_table,no
1064,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",75,1 179,753,179 132,1 293 610,65,92,1 355,936,23 446 730,159 204 391,210,211,mistral_table,mistral_table,no
1065,RADIODIFUSÃO E TELEVISÃO,15,816,561,153 476,1 062 898,10,15,1 012,684,21 267 851,139 972 685,210,211,mistral_table,mistral_table,no
1066,DIVERSÕES,50,363,192,25 658,230 714,55,77,343,252,2 178 879,19 231 706,210,211,mistral_table,mistral_table,no
1067,AUXILIARES DIVERSOS,1 427,23 691,18 292,3 973 461,22 540 127,1 416,1 611,29 741,24 948,387 231 344,1 230 283 757,210,211,mistral_table,mistral_table,no
1068,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,28,1 090,563,414 776,3 290 518,9,9,1 149,525,38 695 542,57 806 718,210,211,mistral_table,mistral_table,no
1069,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",451,2 817,1 740,477 629,2 621 705,412,475,3 261,2 322,53 021 196,300 291 942,210,211,mistral_table,mistral_table,no
1070,"AUX. FINANÇA, SEGUROS E CAPITALIZAÇÃO",45,232,152,37 490,190 881,23,35,243,176,4 029 645,31 788 903,210,211,mistral_table,mistral_table,no
1071,AUXILIARES DOS TRANSPORTES,106,2 665,1 983,535 636,10 178 657,48,86,2 451,2 158,48 557 917,227 247 726,210,211,mistral_table,mistral_table,no
1072,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",68,1 392,962,345 867,999 724,75,84,2 194,1 866,38 853 749,128 880 900,210,211,mistral_table,mistral_table,no
1073,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",53,2 994,2 807,190 276,441 898,42,48,4 803,4 669,19 034 164,40 013 395,210,211,mistral_table,mistral_table,no
1074,AUX. PRESTADOS A EMPRESAS E PESSOAS,535,11 743,9 660,871 375,4 576 336,673,730,14 883,12 754,178 901 533,420 855 633,210,211,mistral_table,mistral_table,no
1075,AUXILIARES DA SAÚDE,141,758,425,100 412,300 608,137,144,757,498,6 137 598,23 418 540,210,211,mistral_table,mistral_table,no
1076,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",185,1 917,1 133,325 672,1 383 330,140,142,771,484,9 267 476,59 278 307,210,211,mistral_table,mistral_table,no
1077,COMPRA E VENDA DE BENS IMÓVEIS,130,1 364,762,240 195,1 022 084,61,63,284,174,3 355 507,10 810 445,210,211,mistral_table,mistral_table,no
1078,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",55,553,371,85 477,361 236,79,79,467,310,5 907 971,48 467 892,210,211,mistral_table,mistral_table,no
1079,RECIFE,4 447,40 708,29 053,5 698 914,25 184 998,4 698,5 022,45 666,34 941,518 630 500,1 748 948 716,210,211,mistral_table,mistral_table,no
1080,ALOJAMENTO E ALIMENTAÇÃO,1 468,6 286,5 442,674 755,3 174 043,1 698,", 753",10 066,750,66 436 116,32 1 527 505,212,213,mistral_table,pdf_text_layout,no
1081,ALOJAMENTO,129,1 954,1 420,210 466,846 976,110,120,767,451,20 144 108,86 722 607,212,213,mistral_table,pdf_text_layout,no
1082,ALIMENTAÇÃO,339,6 332,4 022,464 289,2 327 067,1 588,1 633,7 27S,299,46 292 008,234 804 898,212,213,mistral_table,pdf_text_layout,no
1083,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",1 021,5 327,3 463,592 637,1 568 130,U7,", 7~",952,186,49 148 143,134 204 796,212,213,mistral_table,pdf_text_layout,no
1084,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",1 021,5 327,3 463,592 637,1 568 130,147,173,952,186,49 148 143,134 204 796,212,213,mistral_table,pdf_text_layout,no
1085,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",425,1 645,1 022,127 618,338 474,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1086,PESSOAIS,143,607,378,51 844,171 814,116,1U,606,403,• 218 7;7,",.. 905 183",212,213,mistral_table,pdf_text_layout,no
1087,HIGIENE E DE ESTÉTICA PESSOAL,282,1 038,644,76 074,166 680,306 312,",",", 91",763,7 422 603,17 728 017,212,213,mistral_table,pdf_text_layout,no
1088,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",48,863,493,128 092,501 380,45,68,952,670,14 890 480,39 559 775,212,213,mistral_table,pdf_text_layout,no
1089,RADIODIFUSÃO E TELEVISÃO,11,583,342,109 528,290 450,9,12,664,449,13 037 038,21 564 757,212,213,mistral_table,pdf_text_layout,no
1090,DIVERSÕES,37,280,151,18 564,210 330,36,56,266,221,1 853 442,17 995 018,212,213,mistral_table,pdf_text_layout,no
1091,AUXILIARES DIVERSOS,314,22 732,17 526,3 862 279,22 281 560,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1092,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,27,1 089,562,414 701,3 230 140,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1093,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",445,2 793,1 730,473 855,2 608 798,396 457,3 033,2 1 39,51 595,846 286,170 010,212,213,mistral_table,pdf_text_layout,no
1094,"AUX. FINANCIA, SEGUROS E CAPITALIZAÇÃO",45,232,152,37 490,190 861,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1095,AUXILIARES DOS TRANSPORTES,101,2 633,1 854,531 287,10 187 479,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1096,"AUX. CONSTRUÇÃO, OBRAS, GEDOSIAS, ETC",64,1 365,948,340 908,990 893,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1097,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",51,2 617,2 440,168 556,400 327,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1098,AUX. PRESTADOS A EMPRESAS E PESSOAS,465,11 324,9 355,1 802 366,4 426 336,575,631,13 345,11 361 166,984 679,392 532 154,212,213,mistral_table,pdf_text_layout,no
1099,AUXILIARES DA SAÚDE,116,675,385,93 116,278 706,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1100,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",171,1 855,1 107,313 233,1 321 411,122,123,705 450,384 043,57,570 529,212,213,mistral_table,mistral_table,no
1101,COMPRA E VENDA DE BENS IMÓVEIS,117,1 307,740,228 806,972 309,49,5~,233,145,2 756 439,9 610 703,212,213,mistral_table,pdf_text_layout,no
1102,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",54,548,367,84 427,349 102,73,73,472,305,5 627 604,47 959 826,212,213,mistral_table,pdf_text_layout,no
1103,CABO,148,552,308,47 167,162 758,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1104,ALIMENTAÇÃO,77,277,135,24 729,116 483,185,188,598,315,5 010 410,20 145 420,212,213,mistral_table,pdf_text_layout,no
1105,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",42,187,131,13 012,25 481,94,94,276,159,3 051 405,7 063 638,212,213,mistral_table,pdf_text_layout,no
1106,AUXILIARES DOS TRANSPORTES,1,(B),(B),(X),(B),1,2,CCI,(8),CX},<El,212,213,mistral_table,pdf_text_layout,no
1107,DEMAIS GÉNEROS,28,(E),(D),(X),(D),55,55,(F},!El,(X},<El,212,213,mistral_table,pdf_text_layout,no
1108,CAMARAGIBE,-,-,-,-,-,as,86,296,152,2 003 576,7 120 086,212,213,mistral_table,pdf_text_layout,no
1109,ALOJAMENTO,-,-,-,-,-,3,3,35,28,228 617,864 026,212,213,mistral_table,mistral_table,no
1110,ALIMENTAÇÃO,-,-,-,-,-,36,37,120,41,578 369,942 395,212,213,mistral_table,pdf_text_layout,no
1111,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",-,-,-,-,-,,,,,,,212,213,mistral_table,missing,yes
1112,DEMAIS GÉNEROS,-,-,-,-,-,,,,,,,212,213,mistral_table,missing,yes
1113,CARUARU,455,1 756,1 021,88 585,514 584,,,,,,,212,213,mistral_table,pdf_text_layout_partial,yes
1114,ALOJAMENTO,17,164,108,11 722,62 715,,,,,,,212,213,mistral_table,missing,yes
1115,ALIMENTAÇÃO,125,424,180,10 999,114 826,255 255,816 387,4,799 010,25,688 561,212,213,mistral_table,pdf_text_layout,no
1116,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",151,537,342,28 455,112 821,393 398,1 188 702,",,",178 180,28,005 011,212,213,mistral_table,pdf_text_layout,no
1117,DEMAIS GÉNEROS,162,831,391,39 409,224 222,,,,,,,212,213,mistral_table,missing,yes
1118,JABOATÃO,377,1 391,762,149 054,465 442,607,620 276,1 354,18 722 619,68,669 717,212,213,mistral_table,pdf_text_layout,no
1119,ALIMENTAÇÃO,160,614,309,68 068,278 448,,,,,,,212,213,mistral_table,missing,yes
1120,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",122,378,209,41 853,88 829,187,187,613 376,6 124 157,12,772 527,212,213,mistral_table,pdf_text_layout,no
1121,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",95,399,244,39 133,98 165,6,6,174 152,728 762,9,630 363,212,213,mistral_table,mistral_table,no
1122,DEMAIS GÉNEROS,95,399,244,39 133,98 165,141,145,595 387,s 365 026,18,176 903,212,213,mistral_table,pdf_text_layout,no
1123,OLINDA,382,2 141,1 430,201 494,1 287 058,421,441,4 415,3 473,39 658 918,232 415 219,212,213,mistral_table,pdf_text_layout,no
1124,ALOJAMENTO,5,142,58,15 715,40 888,14,17,640,531,5 749 273,35 400 575,212,213,mistral_table,pdf_text_layout,no
1125,ALIMENTAÇÃO,199,711,367,57 628,248 714,186,191,782,433,5 733 553,26 357 909,212,213,mistral_table,pdf_text_layout,no
1126,RADIODIFUSÃO E TELEVISÃO,3,224,211,43 784,770 059,1,3,348,235,8 230 813,118 407 928,212,213,mistral_table,pdf_text_layout,no
1127,DEMAIS GÉNEROS,175,1 064,794,84 367,239 397,220 230,2. 64S,r,z 274,19 945 279,52 248 807,212,213,mistral_table,pdf_text_layout,no
1128,PAULISTA,192,739,376,70 607,379 624,214,219,799,464,6 248 985,27 701 532,212,213,mistral_table,pdf_text_layout,no
1129,ALOJAMENTO,6,34,21,1 731,12 720,2,2,CD!,!Ol,CXl,CC},212,213,mistral_table,pdf_text_layout,no
1130,ALIMENTAÇÃO,119,480,227,39 237,256 650,130,134,512,292,3 531 066,21 567 9•3,212,213,mistral_table,pdf_text_layout,no
1131,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",32,112,67,15 546,38 588,40,40,143,94,1 267 731,2 837 985,212,213,mistral_table,pdf_text_layout,no
1132,DEMAIS GÉNEROS,35,113,61,14 093,71 666,42,43,·(F},(E),(X l,<E>,212,213,mistral_table,pdf_text_layout,no
1133,PETROLINA,259,1 334,839,122 544,521 440,353,369,1 674,1 054,14 134 679,54 086 059,212,213,mistral_table,pdf_text_layout,no
1134,ALIMENTAÇÃO,104,369,154,22 381,115 278,153,156,525,235,2 810 263,13 883 037,212,213,mistral_table,pdf_text_layout,no
1135,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",85,397,279,42 090,126 337,119,122,450,306,3 389 576,9 264 093,212,213,mistral_table,pdf_text_layout,no
1136,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",6,100,78,15 413,118 611,8,12,232 183,4 269 128,16 292,! 67,212,213,mistral_table,pdf_text_layout,no
1137,DEMAIS GÉNEROS,64,468,328,42 690,161 214,73,79,467,330,3 665 712,14 646 762,212,213,mistral_table,pdf_text_layout,no
