municipality,start_date,station,railway,branch
"Fortaleza,CE",30.11.1873,PROFESSORJOÃOFELIPE(antigaESTAÇÃOCENTRALDEFORTALEZA),E.F.deBaturité(1873-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997)CBTU/Metrofor(1997-2013),Linha-troncokm 0 (1960)
"Fortaleza,CE",12.10.1926,ÁLVAROWAYNE(antigaFLORESTA),RededeViaçãoCearense(1926-1975)RFFSA(1975-1997)Metrofor(1997-),"Linha Nortekm 4,180 (1960)"
"Fortaleza,CE",12.10.1917,ANTONIOBEZERRA(antigaBARROVERMELHO),RededeViaçãoCearense(1917-1975)RFFSA(1975-1997)Metrofor(1997-),"Linha Nortekm 7,506 (1960)"
"Fortaleza,CE",31.12.1922,OTÁVIOBONFIM(antigaMATADOURO),RededeViaçãoCearense(1922-1975)RFFSA(1975-1997)Metrofor(1997-2009),"Linha-tronco- km 3,468 (1960)"
"Fortaleza,CE",31.12.1922,OTÁVIOBONFIM(antigaMATADOURO),RededeViaçãoCearense(1922-1975)RFFSA(1975-1997)Metrofor(1997-2009),"Linha-tronco- km 3,468 (1960)"
"Fortaleza,CE",01.08.1940,COUTOFERNANDES,RededeViaçãoCearense(1940-1975)RFFSA(1975-1997)Metrofor(1997-2009),"Linha-tronco- km 7,166 (1960)"
"Fortaleza,CE",01.08.1940,COUTOFERNANDES,RededeViaçãoCearense(1940-1975)RFFSA(1975-1997)Metrofor(1997-2009),"Linha-tronco- km 7,166 (1960)"
"Fortaleza,CE",30.11.1873,PARANGABA(antigaARRONCHES),E.F.deBaturité(1873-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997),"Linha-troncokm 9,109 (1960)"
"Fortaleza,CE",30.11.1873,PARANGABA(antigaARRONCHES),E.F.deBaturité(1873-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997),"Linha-troncokm 9,109 (1960)"
"Caucaia,CE",12.10.1917,CAUCAIA(antigaSOURE),RededeViaçãoCearense(1917-1975)RFFSA(1975-1997)Metrofor(1997-2010),"Linha Norte km 19,600 (1960)"
"Fortaleza,CE",,MUCURIPE,E.F.deBaturité(1891-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997)CFN(1997-2009),"ramal de             Mucuripe km 24,860 (1960)"
"Fortaleza,CE",14.01.1875,MONDUBIM,E.F.deBaturité(1875-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997)CBTU/Metrofor(1997-2009),"Linha-tronco- km 13,243 (1960)"
"Fortaleza,CE",14.01.1875,MONDUBIM,E.F.deBaturité(1875-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997)CBTU/Metrofor(1997-2009),"Linha-tronco- km 13,243 (1960)"
"Caucaia,CE",15.11.1920,BOQUEIRÃO,RededeViaçãoCearense(1920-1975)RFFSA(1975-1997)Metrofor(1997-2010),"Linha Norte km 32,440 (1960)"
"Fortaleza,CE",24.05.1918,PAJUÇARA,RededeViaçãoCearense(1918-1975)RFFSA(1975-1997)CBTU/Metrofor(1997-),"Linha-tronco            km 19,041 (1960)"
"Fortaleza,CE",24.05.1918,PAJUÇARA,RededeViaçãoCearense(1918-1975)RFFSA(1975-1997)CBTU/Metrofor(1997-),"Linha-tronco            km 19,041 (1960)"
"Caucaia,CE",15.11.1920,GUARARU(antigaARARA),RededeViaçãoCearense(1920-1975)RFFSA(1975-1997),"Linha Norte km 35,620 (1960)"
"Maracanaú,CE",14.01.1875,MARACANAÚ,E;F;Baturité(1875-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997)CBTU/Metrofor(1997-),"Linha-tronco- km 22,649 (1960)"
"Maracanaú,CE",14.01.1875,MARACANAÚ,E;F;Baturité(1875-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997)CBTU/Metrofor(1997-),"Linha-tronco- km 22,649 (1960)"
,24.02.1926,CAUIPE,RededeViaçãoCearense(1926-1975)RFFSA(1975-1997),"Linha Norte km 42,940 (1960)"
"Maranguape,CE",,MARANGUAPE,E.F.deBaturité(1880-1909)RededeViaçãoCearense(1909-1963),"Ramal de             Maranguape km 29,895 (1960)"
"Fortaleza,CE",09.01.1876,MONGUBA,E.F.Baturité(1876-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997)CBTU/Metrofor(1997-c.2012),"Linha-tronco- km 28,334 (1960)"
,12.12.1926,CATUANA,RededeViaçãoCearense(1926-1975)RFFSA(1975-1997),"Linha Norte km 49,760 (1960)"
"Pacatuba,CE",09.01.1876,PACATUBA,E.F.deBaturité(1876-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997),"Linha-tronco- km 34,901 (1960)"
"SaoGoncalodoAmarante,CE",01.05.1927,UMARITUBA,RededeViaçãoCearense(1927-1975)RFFSA(1975-1997),"Linha Norte km 57,500 (1960)"
"Guaiúba,CE",14.06.1879,GUAIÚBA,E.F.deBaturité(1879-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997),"Linha-troncokm 41,805 (1960)"
"SãoGonçalodoAmarante,CE",30.12.1932,CROATÁ,RededeViaçãoCearense(1932-1975)RFFSA(1975-1997),"Linha Norte- km 73,008 (1960)"
,14.03.1880,JOÃONOGUEIRA(antigaBAÚ),E.F.deBaturité(1880-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997),"Linha-tronco- km 53,120 (1960)"
"SãoLuísdoCuru,CE",30.01.1933,CURU,RededeViaçãoCearense(1933-1975)RFFSA(1975-1997),"Linha Norte km 86,928 (1960)"
"Guaiuba,CE",28.09.1879,ÁGUAVERDE,E.F.deBaturité(1879-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997),"Linha-tronco- km 59,134 (1960)"
"Umirim,CE",05.06.1933,UMIRIM(antigaRIACHODASELA),RededeViaçãoCearense(1933-1975)RFFSA(1975-1997),"Linha Norte km 99,720 (1960)"
"Acarape,CE",26.10.1879,ACARAPE,E.F.deBaturité(1879-1909)RededeViaçãoCearense(1909-1975)RFFSA(1975-1997),"Linha-troncokm 67,657 (1960)"
