order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_service_activity_1980,salaries_withdrawals_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_service_activity_1985,salaries_withdrawals_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
14,AUX. DA AGROPECUARIA E REFLORESTAMENTO,3 046,59 496,40 744,10 280 038,29 092 093,,,,,,,56,57,mistral_table,pdf_text_tokens_partial,yes
15,"AUX. COMERCIO, LOCAÇÃO DE BENS E SERVIÇOS",11 182,82 825,50 791,16 981 326,125 969 772,,,,,,,56,57,mistral_table,pdf_text_layout_partial,yes
16,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",1 866,18 424,12 061,4 287 167,19 073 271,,,,,,,56,57,mistral_table,pdf_text_tokens_partial,yes
17,AUXILIARES DOS TRANSPORTES,7 157,83 844,58 430,16 414 800,89 433 768,,,,,,,56,57,mistral_table,pdf_text_tokens_partial,yes
18,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",4 484,80 902,56 343,27 692 252,85 731 097,,,,,,,56,57,mistral_table,pdf_text_tokens_partial,yes
19,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",2 789,160 904,150 380,10 128 024,25 491 050,,,,,,,56,57,mistral_table,pdf_text_tokens_partial,yes
20,AUX. PRESTADOS A EMPRESAS E PESSOAS,38 640,476 120,375 864,81 075 064,218 815 284,,,,,,,56,57,mistral_table,pdf_text_tokens_partial,yes
21,AUXILIARES DA SAÚDE,5 348,31 137,18 856,4 074 339,12 501 823,,,,,,,56,57,mistral_table,pdf_text_tokens_partial,yes
22,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMOVEIS",13 298,84 538,45 965,13 258 417,77 710 554,10 796,11 145,66 281,42 160,757 564 843,3 559 896 64S,56,57,mistral_table,pdf_text_layout,no
23,COMPRA E VENDA DE BENS IMOVEIS,8 113,42 753,19 913,7 228 498,51 183 819,4 135,4 260,17 728,9 802,196 029 654,1 176 344 861,56,57,mistral_table,pdf_text_layout,no
24,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",5 185,41 785,26 052,6 029 919,26 526 735,6 661,6 885,48 553,32 358,561 535 189,2 383 551 787,56,57,mistral_table,pdf_text_layout,no
25,REGIÃO NORTE,10 214,64 726,42 838,7 536 504,30 890 906,16 377,17 013,96 381,67 921,1 003 614 769,734 625 758,56,57,mistral_table,pdf_text_layout,no
26,ALOJAMENTO E ALIMENTAÇÃO,4 828,21 121,10 969,1 638 667,9 029 907,8 506,8 659,33 745,19 232,285 897 461,1 327 713 522,56,57,mistral_table,pdf_text_layout,no
27,ALOJAMENTO,846,6 649,4 166,572 581,2 713 456,'\ 074,1 118,8 630,6 457,75 294 935,341 246 996,56,57,mistral_table,pdf_text_layout,no
28,ALIMENTAÇÃO,3 982,14 472,6 803,1 066 086,6 316 451,7 432,7 541,25 115,12 775,210 602 526,986 466 526,56,57,mistral_table,pdf_text_layout,no
29,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",2 408,9 383,5 623,973 566,3 019 952,108 141,14,447 838,152 550,972 454,299 654,56,57,mistral_table,pdf_text_tokens,no
30,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",2 408,9 383,5 623,973 566,3 019 952,108,141,14 447,838,1 52 550 972,454 299 654,56,57,mistral_table,pdf_text_layout,no
31,"PESSOAIS, DE HIGIENE E ESTETICA PESSOAL",690,2 399,1 368,218 170,724 644,1 040,1 077,3 666,2 209,35 307 684,106 759 487,56,57,mistral_table,pdf_text_layout,no
32,PESSOAIS,276,1 143,630,102 064,456 925,330,363,",",481 929,12 507 743,46 358 091,56,57,mistral_table,pdf_text_layout,no
33,HIGIENE E DE ESTETICA PESSOAL,414,1 268,738,116 106,267 719,710,714,2 185,1 280,22 799 941,60 401 396,56,57,mistral_table,pdf_text_layout,no
34,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",446,2 906,1 866,301 771,1 510 124,449 533,3 586,2 673,39 134,071 213,716 002,56,57,mistral_table,mistral_table,no
35,RADIODIFUSÃO E TELEVISÃO,100,1 514,1 059,173 449,830 227,42,98,1 626,338,17 208 787,105 491 336,56,57,mistral_table,pdf_text_layout,no
36,DIVERSÕES,346,1 392,807,128 322,679 897,407 435,1 960,1 335,21 925,284 108,224 666,56,57,mistral_table,mistral_table,no
37,AUXILIARES DIVERSOS,1 711,28 395,22 771,4 335 749,16 294 557,087 410,39 973,34 350 480,651 927,1 590,121 247,56,57,mistral_table,pdf_text_layout,no
38,AUX. DA AGROPECUARIA E REFLORESTAMENTO,72,2 699,1 549,620 074,1 539 673,,,,,,,56,57,mistral_table,mistral_table_partial,yes
39,"AUX. COMERCIO, LOCAÇÃO DE BENS E SERVIÇOS",298,2 368,1 596,393 883,2 346 344,371 413,3 549,2 800,52 272,610 297,941 491,56,57,mistral_table,mistral_table,no
40,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",44,235,160,34 522,137 563,,,,,,,56,57,mistral_table,mistral_table_partial,yes
41,AUXILIARES DOS TRANSPORTES,231,3 742,2 874,651 654,3 028 982,122 261,4 390,3 885,77 636,266 259,236 248,56,57,mistral_table,mistral_table,no
42,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",80,3 790,3 374,1 188 907,4 431 147,85 125,4 081,3 759,88 110,515 372,732 020,56,57,mistral_table,mistral_table,no
43,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",66,5 444,5 197,263 538,603 019,,,,,,,56,57,mistral_table,mistral_table_partial,yes
44,AUX. PRESTADOS A EMPRESAS E PESSOAS,780,9 495,7 665,1 103 231,3 986 424,1 131,1 202,14 546,12 103 132,003 017 340,768 411,56,57,mistral_table,pdf_text_layout,no
45,AUXILIARES DA SAÚDE,140,622,356,80 140,223 405,217 218,904 573,9,411 695,32,787 856,56,57,mistral_table,mistral_table,no
46,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMOVEIS",131,522,241,68 581,311 722,187 193,964 619,10,072 654,42,015 846,56,57,mistral_table,mistral_table,no
47,COMPRA E VENDA DE BENS IMOVEIS,100,419,194,54 342,265 253,105 108,375 194,4,719 374,16,344 967,56,57,mistral_table,mistral_table,no
48,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",31,103,47,14 239,46 469,82,85,589,425,5 353 280,25 670 879,56,57,mistral_table,pdf_text_layout,no
49,RONDONIA,1 254,6 588,4 008,577 345,2 055 752,087,3 184,12 302,7 004,118 881 238,449 934 320,56,57,mistral_table,pdf_text_layout,no
50,ALOJAMENTO E ALIMENTAÇÃO,560,2 021,788,132 513,666 621,1 649,1 671,5 720,2 922,46 129 323,zoo 843 850,56,57,mistral_table,pdf_text_layout,no
51,ALOJAMENTO,109,593,293,46 516,206 559,189,196,1 126,760,9 067 804,40 486 448,56,57,mistral_table,pdf_text_layout,no
52,ALIMENTAÇÃO,451,1 428,495,85 997,460 062,1 460,1 475,4 594,2 162,37 061 519,160 357 402,56,57,mistral_table,pdf_text_layout,no
53,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",370,1 252,686,130 526,361 701,838 849,774 597,29,101 595,96,779 898,56,57,mistral_table,pdf_text_tokens,no
54,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",370,1 252,686,130 526,361 701,838 849,774 597,29,101 595,96,779 898,56,57,mistral_table,pdf_text_tokens,no
55,"PESSOAIS, DE HIGIENE E ESTETICA PESSOAL",82,231,121,20 980,85 354,219 224,733 414,5,814 969,23,428 639,56,57,mistral_table,mistral_table,no
56,PESSOAIS,39,118,57,9 600,62 573,84,89,324,166,2 886 948,12 053 607,56,57,mistral_table,pdf_text_layout,no
57,HIGIENE E DE ESTETICA PESSOAL,43,115,64,11 380,22 781,135 135,409 248,3,928 021,11,375 032,56,57,mistral_table,mistral_table,no
58,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",44,208,136,18 599,90 908,59,77,426 306,668 446,25,503 045,56,57,mistral_table,pdf_text_tokens,no
59,RADIODIFUSÃO E TELEVISÃO,14,90,77,8 497,39 650,8,22,186 156,271 895,13,140 181,56,57,mistral_table,pdf_text_tokens,no
60,DIVERSÕES,30,118,59,10 102,51 258,51,55,240,1SO,396 551,12 362 864,56,57,mistral_table,pdf_text_layout,no
61,AUXILIARES DIVERSOS,187,2 843,2 263,270 473,816 940,286,327,2 499,1 690,30 631 938,94 545 097,56,57,mistral_table,pdf_text_layout,no
62,AUX. DA AGROPECUARIA E REFLORESTAMENTO,5,79,29,24 801,75 071,2,4,442,206,6 141 260,16 221 276,56,57,mistral_table,pdf_text_layout,no
63,"AUX. COMERCIO, LOCAÇÃO DE BENS E SERVIÇOS",14,47,20,5 618,13 348,23,26,146,95,2 967 182,16 082 936,56,57,mistral_table,pdf_text_layout,no
64,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",3,17,10,1 626,4 080,,,,,,,56,57,mistral_table,pdf_text_layout_partial,yes
65,AUXILIARES DOS TRANSPORTES,23,210,165,27 421,89 636,17,38,363,332,4 659 738,17 277 080,56,57,mistral_table,pdf_text_layout,no
66,"AUX. CONSTRUÇÃO, OBRAS, GEOGESIA, ETC",11,276,160,34 733,84 645,21,23,193,77,2 847 504,7 382 090,56,57,mistral_table,pdf_text_layout,no
67,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",8,892,866,24 516,82 234,19,19,CFI,CF),(XI,(F),56,57,mistral_table,pdf_text_layout,no
68,AUX. PRESTADOS A EMPRESAS E PESSOAS,107,273,988,145 554,448 747,161 172,974 692,9,952 307,26,599 674,56,57,mistral_table,mistral_table,no
69,AUXILIARES DA SAÚDE,16,49,21,6 204,19 179,43,43,144,81,1 605 020,5 153 356,58,59,mistral_table,mistral_table,no
70,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",11,33,14,4 254,34 228,36,36,150,75,1 534 967,8 833 791,58,59,mistral_table,mistral_table,no
71,COMPRA E VE~DA OE BE~S !MOVEIS,9,(D),(C),(X),(0),18,18,70,34,982 749,4 276 363,58,59,pdf_text_layout,mistral_table,no
72,"ADMINISTRAÇAO, LOCAÇAO, ETC .... ~",2,(A),(A),(X),(C),18,18,80,41,552 218,4 557 428,58,59,pdf_text_tokens,mistral_table,no
73,PORTO VELHO,493,4 006,2 793,377 769,1. 301 356,1 157,1 206,5 370,3 085,56 358 889,204 616 266,58,59,pdf_text_layout,mistral_table,no
74,ALOJAMENTO E ALIMENTAÇÃO,226,869,358,66 182,311 829,671,686,2 289,1 102,18 522 164,79 030 040,58,59,mistral_table,mistral_table,no
75,ALOJAMENTO,33,288,156,27 140,120 620,60,65,523,404,4 495 591,22 004 870,58,59,mistral_table,mistral_table,no
76,ALIMENTAÇÃO,193,581,202,39 042,191 209,611,621,1 766,698,14 026 573,57 025 170,58,59,mistral_table,mistral_table,no
77,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",123,521,342,64 517,186 457,257,264,891,509,10 474 762,31 720 043,58,59,mistral_table,mistral_table,no
78,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",123,521,342,64 517,186 457,257,264,891,509,10 474 762,31 720 043,58,59,mistral_table,mistral_table,no
79,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",35,141,93,14 018,60 892,74,74,269,166,2 441 470,8 162 852,58,59,mistral_table,mistral_table,no
80,PESSOAIS,11,61,43,5 479,45 377,19,19,106,71,1 091 952,4 555 647,58,59,mistral_table,mistral_table,no
81,HIGIENE E DE ESTÉTICA PESSOAL,24,80,50,8 539,15 515,55,55,163,95,1 349 518,3 607 205,58,59,mistral_table,mistral_table,no
82,"RADIOOIFUSÃQ, TELEVISÃO_E DIVERSÕES",15,(F),(E),IX),(E),21,26,188,140,1 964 996,12 546 030,58,59,pdf_text_tokens,mistral_table,no
83,RAOIOOJFUSAO E TELEVISAO,3,IE),(D),(X),(E),3,5,94,79,964 486,6 996 626,58,59,pdf_text_layout,mistral_table,no
84,DIVERSOES,12,(E),(0),(X),(0),18,21,94,61,1 000 510,5 549 404,58,59,pdf_text_tokens,mistral_table,no
85,AUXILIARES DIVERSOS,92,2 357,1 916,220 460,674 869,114,136,1 649,1 108,21 832 671,66 563 846,58,59,mistral_table,mistral_table,no
86,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,4,75,27,24 676,74 790,2,4,442,206,6 141 260,16 221 276,58,59,mistral_table,mistral_table,no
87,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",4,43,19,5 316,12 488,17,20,134,91,2 848 250,15 566 688,58,59,mistral_table,mistral_table,no
88,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",3,17,10,1 626,4 080,-,2,(A),(A),(A),(C),58,59,mistral_table,mistral_table,no
89,AUXILIARES DOS TRANSPORTES,10,137,101,17 263,63 437,8,13,167,149,2 399 020,9 435 068,58,59,mistral_table,mistral_table,no
90,"AUX. CONSTRUÇÃO, OBRAS, GEODÉSIA, ETC",6,237,128,32 584,78 967,8,10,145,47,2 450 544,6 059 999,58,59,mistral_table,mistral_table,no
91,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",7,889,866,24 456,81 863,11,11,205,190,2 108 261,4 275 179,58,59,mistral_table,mistral_table,no
92,AUX. PRESTADOS A EMPRESAS E PESSOAS,44,930,750,109 627,346 301,52,60,492,383,4 993 680,12 181 023,58,59,mistral_table,mistral_table,no
93,AUXILIARES DA SAÚDE,6,29,15,4 912,12 943,16,16,(E),(D),(A),(D),58,59,mistral_table,mistral_table,no
94,"COMPRA, VENDA, ADMINISTRAÇÃO BENS !MOVEIS",2,(C),(B),IX),(Ol,20,20,84,40,1 122 826,6 593 455,58,59,pdf_text_tokens,mistral_table,no
95,COMPRA E VE~DA OE BE~S !MOVEIS,1,(C),(8),(X),(0),11,11,48,23,775 343,3 418 927,58,59,pdf_text_layout,mistral_table,no
96,"AOMINISTRAÇAO, ~OCAÇAO, ETC",1,(A),(A),1-X),(C),9,9,36,17,347 483,3 174 528,58,59,pdf_text_tokens,mistral_table,no
97,ARIQUEMES,160,491,204,33 193,139 814,335,338,1 087,666,12 156 755,39 940 604,58,59,mistral_table,mistral_table,no
98,CACOAL,96,352,161,23 788,74 634,147,153,560,341,5 575 560,26 019 735,58,59,mistral_table,mistral_table,no
99,CEREJEIRAS,,,,,,32,33,118,58,693 013,2 592 028,58,59,mistral_table_partial,mistral_table,yes
100,COLORADO DO OESTE,-,-,-,-,-,59,62,198,102,3 117 574,12 349 141,58,59,tesseract_por_review,mistral_table,no
101,COSTA MARQUES,-,-,-,-,-,83,84,280,148,1 987 250,8 416 060,58,59,tesseract_por_review,mistral_table,no
102,ESPIGÃO D'OESTE,-,-,-,-,-,46,47,151,81,1 401 829,5 460 857,58,59,tesseract_por_review,mistral_table,no
103,GUAJARA-MIRIM,79,254,146,24 977,87 035,117,125,401,214,3 836 639,12 862 873,58,59,mistral_table,mistral_table,no
104,JARU,-,-,-,-,-,241,246,1 184,759,9 026 962,46 023 446,58,59,tesseract_por_review,mistral_table,no
105,JI-PARANA,195,609,281,46 497,189 288,200,206,743,392,6 696 246,20 791 057,58,59,mistral_table,mistral_table,no
106,OURO PRETO DO OESTE,-,-,-,-,-,92,96,281,131,2 134 393,7 436 243,58,59,tesseract_por_review,mistral_table,no
107,PIMENTA BUENO,52,168,85,9 511,37 783,109,111,397,229,2 855 955,10 827 661,58,59,mistral_table,mistral_table,no
108,PRESIDENTE MEDICI,-,-,-,-,-,60,63,215,110,1 539 109,5 660 491,58,59,tesseract_por_review,mistral_table,no
109,ROLIM DE MOURA,-,-,-,-,-,289,291,848,462,7 969 436,29 845 292,58,59,tesseract_por_review,mistral_table,no
110,VILHENA,179,708,338,61 610,225 842,120,123,469,246,3 531 628,17 092 566,58,59,mistral_table,mistral_table,no
111,ACRE,519,2 752,1 698,273 652,1 048 127,1 001,1 040,3 570,2 102,44 770 045,136 217 921,58,59,mistral_table,mistral_table,no
112,ALOJAMENTO E ALIMENTAÇÃO,249,824,382,60 344,315 994,579,589,1 620,873,16 279 716,77 155 025,58,59,mistral_table,mistral_table,no
113,ALOJAMENTO,40,207,139,13 290,65 438,75,79,301,201,3 015 181,12 499 069,58,59,mistral_table,mistral_table,no
114,ALIMENTAÇÃO,209,617,243,47 054,250 566,504,510,1 319,672,13 264 535,64 655 956,58,59,mistral_table,mistral_table,no
115,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",128,420,250,45 101,131 808,267,268,795,487,10 803 479,26 740 839,58,59,mistral_table,mistral_table,no
116,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",128,420,250,45 101,131 808,267,268,795,487,10 803 479,26 740 839,58,59,mistral_table,mistral_table,no
117,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",29,88,47,10 975,27 853,74,75,181,97,2 354 227,6 570 633,58,59,mistral_table,mistral_table,no
118,PESSOAIS,15,43,17,4 288,15 501,19,20,59,34,878 500,2 913 144,58,59,mistral_table,mistral_table,no
119,HIGIENE E DE ESTÉTICA PESSOAL,14,45,30,6 687,12 352,55,55,122,63,1 475 727,3 657 489,58,59,mistral_table,mistral_table,no
120,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",30,172,127,14 408,40 430,13,22,(E),(E),(A),(D),58,59,mistral_table,mistral_table,no
121,RADIODIFUSÃO E TELEVISÃO,12,112,95,8 775,24 231,-,9,48,44,568 940,331 398,58,59,mistral_table,mistral_table,no
122,DIVERSÕES,18,60,32,5 633,16 199,13,13,90,31,606 933,1 779 000,58,59,mistral_table,mistral_table,no
123,AUXILIARES DIVERSOS,78,1 235,890,140 200,521 774,68,85,867,561,14 090 702,23 476 221,58,59,mistral_table,mistral_table,no
124,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,7,318,124,68 286,287 066,-,(F),(F),(F),(A),(F),58,59,mistral_table,mistral_table,no
125,"AUX. COMERCIO, LOCAÇAO OE BENS E SE8VIÇOS",4,(B),(A),IX>,(B),2,2,(B),(B),(A),(B),58,59,pdf_text_layout,mistral_table,no
126,"AUX. F!NANC., SEGUROS E CAPITALIZAÇAO",1,(0),(D),IX),(0),-,-,-,-,-,-,58,59,pdf_text_layout,mistral_table,no
127,AUXILIARES DOS TRANSPORTES,15,139,94,16 918,85 625,2,14,181,143,2 115 820,1 944 629,58,59,mistral_table,mistral_table,no
128,"AUX. CONSTRUÇÃO, OBRAS, GEODÉSIA, ETC",4,12,5,2 286,10 230,-,-,-,-,-,-,58,59,mistral_table,mistral_table,no
129,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",4,152,143,6 989,15 837,7,7,183,173,979 446,2 434 099,58,59,mistral_table,mistral_table,no
130,AUX. PRESTADOS A EMPRESAS E PESSOAS,38,570,491,37 769,94 474,38,42,121,73,1 525 131,3 762 701,58,59,mistral_table,mistral_table,no
131,AUXILIARES DA SAÚDE,5,10,5,1 910,4 720,19,19,56,33,810 286,2 488 237,58,59,mistral_table,mistral_table,no
132,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",5,13,2,2 624,10 268,-,1,(B),(B),(X),(A),60,61,mistral_table,mistral_table,no
133,COMPRA E VENDA DE BENS IMÓVEIS,3,(B),(A),(X),(A),-,-,-,-,-,-,60,61,mistral_table,mistral_table,no
134,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",2,(B),(A),(X),(C),-,1,(B),(B),(X),(A),60,61,mistral_table,mistral_table,no
135,RIO BRANCO,300,2 195,1 430,229 663,886 529,639,649,2 522,1 537,33 383 552,93 544 424,60,61,mistral_table,mistral_table,no
136,ALOJAMENTO E ALIMENTAÇÃO,117,535,283,39 977,210 034,350,351,1 029,602,10 373 255,46 185 110,60,61,mistral_table,mistral_table,no
137,ALOJAMENTO,13,139,99,8 589,43 730,49,49,211,148,2 149 342,8 907 481,60,61,mistral_table,mistral_table,no
138,ALIMENTAÇÃO,104,396,184,31 388,166 304,301,302,818,454,8 223 913,37 277 629,60,61,mistral_table,mistral_table,no
139,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",86,317,195,35 644,112 452,191,191,600,376,8 477 779,21 003 269,60,61,mistral_table,mistral_table,no
140,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",86,317,195,35 644,112 452,191,191,600,376,8 477 779,21 003 269,60,61,mistral_table,mistral_table,no
141,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",21,70,38,9 315,22 453,52,52,135,78,1 794 227,5 119 543,60,61,mistral_table,mistral_table,no
142,PESSOAIS,9,32,13,3 190,12 161,12,12,42,30,622 600,2 119 054,60,61,mistral_table,mistral_table,no
143,HIGIENE E DE ESTÉTICA PESSOAL,12,38,25,6 155,10 292,40,40,93,48,1 171 627,3 000 489,60,61,mistral_table,mistral_table,no
144,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",10,98,80,9 670,26 794,3,4,(D),(D),(X),(B),60,61,mistral_table,mistral_table,no
145,RADIODIFUSÃO E TELEVISÃO,3,64,56,6 513,17 316,-,1,(C),(C),(X),(A),60,61,mistral_table,mistral_table,no
146,DIVERSÕES,7,34,24,3 157,9 478,3,3,(C),(B),(X),(B),60,61,mistral_table,mistral_table,no
147,AUXILIARES DIVERSOS,61,1 162,832,132 433,504 528,43,50,721,447,12 313 569,20 498 055,60,61,mistral_table,mistral_table,no
148,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,7,318,124,68 286,297 066,-,1,(F),(F),(X),(F),60,61,mistral_table,mistral_table,no
149,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",1,(B),(A),(X),(B),1,1,(B),(A),(X),(A),60,61,mistral_table,mistral_table,no
150,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",1,(D),(D),(X),(D),-,-,-,-,-,-,60,61,mistral_table,mistral_table,no
151,AUXILIARES DOS TRANSPORTES,7,95,54,12 918,76 765,2,5,100,62,1 324 668,1 587 581,60,61,mistral_table,mistral_table,no
152,"AUX. CONSTRUÇÃO, OBRAS, GEODÉSIA, ETC",3,9,3,1 700,8 530,,,,,,,60,61,mistral_table,missing,yes
153,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",3,149,142,6 887,15 183,5,5,177,170,921 082,2 266 092,60,61,mistral_table,mistral_table,no
154,AUX. PRESTADOS A EMPRESAS E PESSOAS,33,549,476,35 110,89 462,22,25,82,53,1 028 790,2 641 571,60,61,mistral_table,mistral_table,no
155,AUXILIARES DA SAÚDE,3,8,5,1 510,3 700,13,13,38,24,419 036,1 306 256,60,61,mistral_table,mistral_table,no
156,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",5,13,2,2 624,10 268,-,1,(B),(B),(X),(A),60,61,mistral_table,mistral_table,no
157,COMPRA E VENDA DE BENS IMÓVEIS,3,(B),(A),(X),(A),-,-,-,-,-,-,60,61,mistral_table,mistral_table,no
158,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",2,(B),(A),(X),(C),-,1,(B),(B),(X),(A),60,61,mistral_table,mistral_table,no
159,ASSIS BRASIL,-,-,-,-,-,1,2,(A),(A),(X),(A),60,61,mistral_table,mistral_table,no
160,BRASILEIA,28,100,46,7 817,35 843,64,69,188,103,1 075 973,11 005 032,60,61,mistral_table,mistral_table,no
161,CRUZEIRO DO SUL,72,194,119,16 832,52 666,87,96,293,182,3 725 556,9 533 106,60,61,mistral_table,mistral_table,no
162,FEIJO,14,22,5,986,5 306,23,25,42,19,446 546,1 371 317,60,61,mistral_table,mistral_table,no
163,MANCIO LIMA,2,(A),(A),(X),(A),-,-,-,-,-,-,60,61,mistral_table,mistral_table,no
164,MANOEL URBANO,2,(B),(A),(X),(A),7,7,12,4,106 260,784 860,60,61,mistral_table,mistral_table,no
165,PLACIDO DE CASTRO,5,16,5,560,6 820,19,20,52,32,725 680,1 935 754,60,61,mistral_table,mistral_table,no
166,SENADOR GUIOMARD,6,22,12,1 778,5 301,55,56,135,80,1 894 163,5 437 241,60,61,mistral_table,mistral_table,no
167,SENA MADUREIRA,38,65,18,5 428,19 904,48,52,143,67,1 728 869,5 793 710,60,61,mistral_table,mistral_table,no
168,TARAUACA,21,52,27,4 630,13 519,24,26,79,42,680 463,2 345 721,60,61,mistral_table,mistral_table,no
169,XAPURI,31,77,32,5 139,21 185,34,38,100,35,985 331,4 434 156,60,61,mistral_table,mistral_table,no
170,AMAZONAS,1 798,15 772,11 138,2 005 486,8 583 292,2 957,3 098,22 277,16 968,253 694 456,012 561 152,60,61,mistral_table,pdf_text_layout,no
171,ALOJAMENTO E ALIMENTAÇÃO,828,5 152,3 229,501 292,2 559 932,1 527,1 563,7 748,5 085,75 208 868,344 020 559,60,61,mistral_table,pdf_text_layout,no
