order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_commercialization_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,commercialization_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_commercialization_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,commercialization_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
144,COMBUSTÍVEIS E LUBRIFICANTES,25,113,63,13 763,455 588,455 558,20,26,132,91,2 089 284,41 800 499,41 800 499,32,33,mistral_table,mistral_table,no
145,"PAPELARIAS, LIVRARIAS",17,50,26,5 774,64 122,64 121,23,25,66,39,809 284,6 291 881,6 283 581,32,33,mistral_table,mistral_table,no
146,MERC. EM GERAL - INC. ALIMENTÍCIOS,78,332,199,38 253,852 904,649 953,32,56,309,214,4 532 737,71 091 368,71 085 468,32,33,mistral_table,mistral_table,no
147,MERC. EM GERAL - EXC. ALIMENTÍCIOS,9,26,13,1 987,37 498,37 498,8,8,36,25,492 701,6 113 617,6 113 617,32,33,mistral_table,mistral_table,no
148,ARTIGOS DIVERSOS,38,103,43,13 201,113 190,113 190,68,75,211,123,2 858 321,16 481 596,16 307 097,32,33,mistral_table,mistral_table,no
149,COMÉRCIO ATACADISTA,103,473,224,51 760,2 260 902,2 247 485,205,223,1 005,638,19 559 344,343 176 260,342 625 098,32,33,mistral_table,mistral_table,no
150,PRODUTOS EXTRATIVOS E AGROPECUARIOS,56,216,86,21 442,405 226,404 626,145,149,526,330,11 458 624,79 672 588,79 647 088,32,33,mistral_table,mistral_table,no
151,"PROD. ALIMENTÍCIOS, BEBIDAS E FUMO",26,189,109,21 738,633 335,621 742,32,39,237,176,3 825 335,61 930 409,61 928 009,32,33,mistral_table,mistral_table,no
152,"PROD. FARMACÉUTICOS, ODONT. E VETER",1,(B),(A),(X),(B),(B),2,2,(D),(O),(X),(DI,(0),32,33,mistral_table,pdf_text_layout,no
153,"TECIDOS, VESTUARIO E ARMARINHO",-,-,-,-,-,-,2,2,!AI,(AI,!Xl,(A),CAI,32,33,mistral_table,pdf_text_layout,no
154,MAG. E APARELHOS ELETR. USO DOMEST,1,(B),(A),(X),(A),(A),1,2,(81,CBI,(X),(C),(C),32,33,mistral_table,pdf_text_layout,no
155,"FERRAGENS, MAT. ELETR. E ELETRONICO",1,(C),(A),(X),(C),(C),2,2,(01,(CI,(X),(C),CCl,32,33,mistral_table,pdf_text_layout,no
156,"VEÍCULOS NOVOS E USADOS, PECAS",-,-,-,-,-,-,1,1,(AI,CAI,IX),(A),IA),32,33,mistral_table,pdf_text_layout,no
157,MAG. E EQUIP. DE USO INDUSTRIAL,3,17,4,1 639,15 200,14 476,3,5,32,24,250 737,5 225 757,5 181 413,32,33,mistral_table,mistral_table,no
158,COMBUSTÍVEIS E LUBRIFICANTES,3,12,12,4 433,1 113 985,1 112 985,1,3,10,9,185 288,145 040 673,145 040 673,32,33,mistral_table,mistral_table,no
159,MERC. EM GERAL - INC. ALIMENTÍCIOS,2,(C),(B),(X),(B),(B),14,16,106,55,1 389 987,15 611 053,15 611 053,32,33,mistral_table,mistral_table,no
160,MERC. EM GERAL - EXC. ALIMENTÍCIOS,-,-,-,-,-,-,1,1,CAI,IA),IX),(A),(AI,32,33,mistral_table,pdf_text_layout,no
161,ARTIGOS USADOS,-,-,-,-,-,-,1,1,CAI,(A),(X),(A),(A),32,33,mistral_table,pdf_text_layout,no
162,RIO BRANCO,801,2 635,1 133,317 490,5 543 235,5 500 791,1 914,2 001,6 253,3 513,106 969 478,808 083 247,803 327 190,32,33,mistral_table,mistral_table,no
163,COMÉRCIO VAREJISTA,764,2 388,1 002,287 443,3 695 371,3 665 744,1 836,1 918,5 633,3 120,92 441 926,554 518 376,550 287 981,32,33,mistral_table,mistral_table,no
164,"PROD. ALIMENTÍCIOS, BEBIDAS E FUMO",347,656,111,84 505,704 767,704 811,1 379,1 404,3 288,1 579,55 300 508,199 612 547,197 277 037,32,33,mistral_table,mistral_table,no
165,"PROD. FARMACÉUTICOS, ODONT. E VETER",55,157,68,15 605,163 228,162 976,62,70,196,110,2 815 140,20 519 600,20 519 600,32,33,mistral_table,mistral_table,no
166,"TECIDOS, VESTUARIO E ARMARINHO",153,508,255,58 872,519 534,519 446,188,202,601,357,9 979 903,75 336 956,75 016 956,32,33,mistral_table,mistral_table,no
167,MAG. E APARELHOS ELETR. USO DOMEST,47,237,(A),28 602,344 483,344 443,19,27,400,338,4 694 880,42 118 033,42 109 724,32,33,mistral_table,mistral_table,no
168,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",54,212,105,24 447,383 255,382 875,5,64,712,217,5 658 265,64 267 564,63 405 173,32,33,mistral_table,mistral_table,no
169,"VEÍCULOS NOVOS E USADOS, PECAS",23,171,86,35 235,628 653,612 243,34,37,309,173,5 976 720,78 461 403,77 961 795,32,33,mistral_table,mistral_table,no
170,MAG. E EQUIP. DE USO INDUSTRIAL,16,124,50,21 507,226 161,214 557,8,9,83,57,937 932,12 121 439,12 096 459,32,33,mistral_table,mistral_table,no
171,COMBUSTÍVEIS E LUBRIFICANTES,16,96,53,11 383,406 338,409 308,13,15,107,72,1 715 812,27 721 667,27 721 667,32,33,mistral_table,mistral_table,no
172,"PAPELARIAS, LIVRARIAS",15,(D),(D),(X),(C),(C),14,15,(OI,(D),(X),(Bl,<B>,32,33,mistral_table,pdf_text_layout,no
173,MERC. EM GERAL - INC. ALIMENTÍCIOS,7,88,70,9 020,148 341,147 635,4,7,97,70,2 126 128,14 731 966,14 726 866,32,33,mistral_table,mistral_table,no
174,MERC. EM GERAL - EXC. ALIMENTÍCIOS,2,(A),(A),(X),(A),(A),2,2,(81,(BI,(X),(AI,IA),32,33,mistral_table,pdf_text_layout,no
175,ARTIGOS DIVERSOS,29,87,39,12 271,100 491,100 491,59,66,183,110,2 490 458,14 263 618,14 089 119,32,33,mistral_table,mistral_table,no
176,COMÉRCIO ATACADISTA,33,241,131,29 615,1 847 864,1 835 047,78,82,916,393,14 413 468,253 564 871,253 039 209,32,33,mistral_table,mistral_table,no
177,PRODUTOS EXTRATIVOS E AGROPECUARIOS,3,10,5,1 298,37 317,37 317,40,41,221,142,7 379 666,23 223 563,23 223 563,32,33,mistral_table,mistral_table,no
178,"PROD. ALIMENTÍCIOS, BEBIDAS E FUMO",20,169,99,20 084,598 982,587 389,25,25,205,155,3 336 191,54 107 152,54 104 792,32,33,mistral_table,mistral_table,no
179,"PROD. FARMACÉUTICOS, ODONT. E VETER",1,(B),(A),(X),(B),(B),2,2,(OI,(OI,(X),(D),{O),32,33,mistral_table,pdf_text_layout,no
180,"TECIDOS, VESTUARIO E ARMARINHO",-,-,-,-,-,-,2,2,(A),(A),(X),(A),(A),32,33,mistral_table,pdf_text_tokens,no
181,MAG. E APARELHOS ELETR. USO DOMEST,1,(B),(A),(X),(A),(A),-,-,-,-,-,-,-,32,33,mistral_table,mistral_table,no
182,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",1,(C),(A),(X),(C),(C),2,2,!OI,CCI,(X),(C),(C),32,33,mistral_table,pdf_text_layout,no
183,"VEÍCULOS NOVOS E USADOS, PECAS",-,-,-,-,-,-,1,1,(A),(A),(X),(A),(A),32,33,mistral_table,pdf_text_tokens,no
184,MAG. E EQUIP. DE USO INDUSTRIAL,3,17,4,1 639,15 200,14 476,3,4,29,21,232 081,4 901 244,4 856 900,32,33,mistral_table,mistral_table,no
185,COMBUSTÍVEIS E LUBRIFICANTES,3,12,12,4 433,1 113 985,1 113 985,,,,,,,,32,33,mistral_table,pdf_text_layout_partial,yes
186,MERC. EM GERAL - INC. ALIMENTÍCIOS,1,(B),(B),(X),(A),(A),,,,,,,,32,33,mistral_table,pdf_text_layout_partial,yes
187,MERC. EM GERAL - EXC. ALIMENTÍCIOS,-,-,-,-,-,-,1,1,(A),(A),(X),(A),(A),32,33,mistral_table,tesseract_por_review,no
188,ARTIGOS USADOS,-,-,-,-,-,-,1,1,(A),(A),(X),(A),(A),32,33,mistral_table,tesseract_por_review,no
189,ASSIS BRASIL,3,7,1,1 010,4 106,3 976,11,12,24,10,409 688,2 768 544,2 768 544,32,33,mistral_table,mistral_table,no
190,BRASILEIA,98,266,77,22 706,235 262,234 732,138,152,373,172,3 387 426,65 257 190,65 177 388,32,33,mistral_table,mistral_table,no
191,CRUZEIRO DO SUL,188,434,167,39 498,651 552,648 312,246,302,720,394,8 811 116,148 565 623,148 291 623,32,33,mistral_table,mistral_table,no
192,FEIJO,62,144,40,11 462,132 049,127 900,84,96,260,151,2 820 258,21 364 638,21 364 271,32,33,mistral_table,mistral_table,no
193,MANCIO LIMA,14,23,9,1 656,28 145,28 145,32,41,80,46,734 211,5 280 516,5 268 416,32,33,mistral_table,mistral_table,no
194,MANOEL URBANO,20,55,24,3 814,37 944,37 944,24,25,53,26,573 811,5 445 533,5 441 393,32,33,mistral_table,mistral_table,no
195,PLACIDO DE CASTRO,31,71,18,6 884,75 546,75 546,101,102,220,117,5 001 496,16 898 630,16 668 430,32,33,mistral_table,mistral_table,no
196,SENADOR QUIOMARD,25,50,15,5 647,64 871,64 271,170,170,359,180,4 207 444,19 050 995,17 468 595,32,33,mistral_table,mistral_table,no
197,SENA MADUREIRA,118,260,77,17 588,297 681,296 544,168,179,435,193,6 162 228,39 654 232,39 536 892,32,33,mistral_table,mistral_table,no
198,TARAUACA,122,238,80,27 378,262 797,262 797,12,184,1 616,846,9 911 028,357 870 398,350 079 837,32,33,mistral_table,mistral_table,no
199,XAPURI,66,119,33,10 119,158 309,157 999,65,78,168,53,2 540 200,19 097 845,19 037 365,32,33,mistral_table,mistral_table,no
200,AMAZONAS,7 268,29 564,11 636,3 586 917,59 661 443,59 255 270,7 027,7 637,36 199,20 301,405 128 009,6 587 690 643,6 509 688 402,32,33,mistral_table,mistral_table,no
201,COMÉRCIO VAREJISTA,5 881,24 649,10 093,2 729 483,39 206 810,38 912 170,6 752,7 258,31 255,17 701,329 411 885,4 195 858 486,4 149 472 833,32,33,mistral_table,mistral_table,no
202,"PROD. ALIMENTÍCIOS, BEBIDAS E FUMO",4 440,8 702,995,728 094,5 462 826,5 438 667,4 103,4 190,10 484,3 428,103 251 077,679 641 329,671 300 231,32,33,mistral_table,mistral_table,no
203,"PROD. FARMACÉUTICOS, ODONT. E VETER",223,1 099,530,134 931,1 142 934,1 132 338,333,372,1 365,722,13 663 718,108 830 496,108 604 511,32,33,mistral_table,mistral_table,no
204,"TECIDOS, VESTUARIO E ARMARINHO",955,4 560,2 570,462 841,5 257 173,5 241 606,1 061,188,6 101,4 214,59 889 818,551 139 666,550 428 303,32,33,mistral_table,mistral_table,no
205,MAG. E APARELHOS ELETR. USO DOMEST,222,2 392,1 556,341 551,7 297 401,7 290 294,147,207,2 249,1 527,29 085 134,792 523 411,787 919 561,32,33,mistral_table,mistral_table,no
206,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",244,1 555,733,228 199,4 328 799,4 304 077,314,352,1 912,1 169,23 764 533,262 439 273,260 524 977,32,33,mistral_table,mistral_table,no
207,"VEÍCULOS NOVOS E USADOS, PECAS",113,877,435,123 755,2 179 515,2 159 612,172,184,1 616,846,19 911 028,357 870 398,350 079 837,32,33,mistral_table,pdf_text_layout,no
208,MAG. E EQUIP. DE USO INDUSTRIAL,36,574,286,152 675,2 282 653,2 154 931,43,50,534,304,9 458 959,167 468 871,147 115 772,32,33,mistral_table,mistral_table,no
209,COMBUSTÍVEIS E LUBRIFICANTES,83,649,295,80 523,2 756 821,2 751 211,85,104,926,584,12 613 646,302 751 770,301 575 426,32,33,mistral_table,mistral_table,no
210,"PAPELARIAS, LIVRARIAS",78,(F),(F),(X),(E),(E),85,92,461,303,4 783 822,38 707 181,38 131 346,32,33,mistral_table,mistral_table,no
211,MERC. EM GERAL - INC. ALIMENTÍCIOS,238,2 289,1 571,229 928,5 240 400,5 191 702,126,181,2 728,2 378,30 148 216,620 417 384,620 345 797,32,33,mistral_table,mistral_table,no
212,MERC. EM GERAL - EXC. ALIMENTÍCIOS,37,495,341,61 552,1 001 162,1 001 138,20,28,1 551,1 393,9 209 887,170 824 768,170 811 777,32,33,mistral_table,mistral_table,no
213,ARTIGOS DIVERSOS,210,1 067,565,136 304,1 799 229,1 790 292,254,299,1 262,791,13 085 443,140 879 022,140 370 378,32,33,mistral_table,mistral_table,no
214,ARTIGOS USADOS,2,(B),(A),(X),(A),(A),9,11,66,42,546 604,2 364 917,2 364 917,32,33,mistral_table,mistral_table,no
215,COMERCIO ATACADISTA,325,2 889,1 530,427 331,20 454 633,20 343 100,1,275 324,3 808,2 596,57 206 711,2 391 811 497,2 360 215 569,34,35,mistral_table,mistral_table,no
216,PRODUTOS EXTRATIVOS E AGROPECUARIOS,35,233,143,33 849,253 367,253 217,42,47,337,201,3 925 295,52 218 945,51 230 727,34,35,mistral_table,mistral_table,no
217,"PROD. ALIMENTICIOS, BEBIDAS E FUMO",130,954,429,140 649,5 659 472,5 630 756,112,129,1 497,1 072,21 943 962,566 985 596,559 972 021,34,35,mistral_table,mistral_table,no
218,"PROD. FARMACÉUTICOS, ODONT. E VETER",17,188,98,29 043,556 384,554 972,20,21,324,238,3 409 091,107 210 809,106 423 318,34,35,mistral_table,mistral_table,no
219,"TECIDOS, VESTUARIO E ARMARINHO",19,93,52,14 872,342 869,343 869,10,11,94,72,1 348 073,16 360 624,16 360 624,34,35,mistral_table,mistral_table,no
220,MAQ. E APARELHOS ELETR. USO DOMEST,25,415,226,30 474,1 654 557,822 290,14,15,182,106,6 354 654,104 774 970,95 722 182,34,35,mistral_table,mistral_table,no
221,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",35,301,108,43 163,915 862,911 793,26,31,523,350,5 586 678,149 751 639,139 585 988,34,35,mistral_table,mistral_table,no
222,"VEICULOS NOVOS E USADOS, PECAS",6,134,71,22 442,561 451,558 156,6,6,128,112,1 425 840,45 891 488,45 605 614,34,35,mistral_table,mistral_table,no
223,MAQ. E EQUIP. DE USO INDUSTRIAL,1,(D),(C),(A),(C),(C),6,7,83,42,2 198 677,20 543 436,18 936 273,34,35,mistral_table,mistral_table,no
224,COMBUSTÍVEIS E LUBRIFICANTES,18,88,58,24 544,8 504 018,8 503 039,5,14,114,91,4 182 083,1 196 957 213,1 196 159 948,34,35,mistral_table,mistral_table,no
225,"PAPELARIAS, LIVRARIAS",6,50,28,5 620,179 814,179 312,4,10,84,52,1 468 690,42 050 144,41 741 113,34,35,mistral_table,mistral_table,no
226,MERC. EM GERAL - INC. ALIMENTÍCIOS,11,245,229,24 391,820 379,753 332,10,12,113,52,1 303 813,36 058 342,35 586 711,34,35,mistral_table,mistral_table,no
227,MERC. EM GERAL - EXC. ALIMENTÍCIOS,3,40,19,6 515,218 288,218 108,1,2,(D),(D),(D),(X),(C),34,35,mistral_table,mistral_table,no
228,ARTIGOS DIVERSOS,15,116,49,27 599,553 513,550 797,16,15,155,59,2 524 899,34 510 098,34 437 334,34,35,mistral_table,mistral_table,no
229,ARTIGOS USADOS,2,(C),(B),(A),(A),(A),3,4,(F),(F),(F),(D),(D),34,35,mistral_table,mistral_table,no
230,MANAUS,4 427,22 504,9 863,2 888 925,51 283 244,50 912 636,4 052,4 501,26 699,16 148,300 608 246,5 704 906 830,5 636 872 352,34,35,mistral_table,mistral_table,no
231,COMÉRCIO VAREJISTA,4 139,18 123,8 580,2 099 856,33 457 802,33 195 934,3 859,4 219,22 254,13 824,231 706 324,3 397 729 297,3 359 443 277,34,35,mistral_table,mistral_table,no
232,"PROD. ALIMENTÍCIOS, BEBIDAS E FUMO",2 451,4 589,472,380 577,3 086 104,3 076 304,2 015,2 028,4 626,1 214,43 543 600,270 130 058,288 671 581,34,35,mistral_table,mistral_table,no
233,"PROD. FARMACÉUTICOS, ODONT. E VETER",135,883,451,111 362,962 477,952 911,218,242,1 020,593,15 780 870,83 828 280,83 767 765,34,35,mistral_table,mistral_table,no
234,"TECIDOS, VESTUARIO E ARMARINHO",664,3 754,2 290,379 019,4 608 328,4 596 902,693,803,4 860,3 603,45 174 212,453 481 012,453 163 819,34,35,mistral_table,mistral_table,no
235,MAQ. E APARELHOS ELETR. USO DOMEST,168,2 089,399,297 255,6 707 130,6 700 923,110,161,2 024,1 385,26 061 784,761 581 237,756 938 387,34,35,mistral_table,mistral_table,no
236,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",198,1 404,667,207 632,3 991 967,3 967 295,252,284,1 654,1 035,20 395 243,237 572 681,235 675 785,34,35,mistral_table,mistral_table,no
237,"VEICULOS NOVOS E USADOS, PECAS",102,856,429,120 352,2 155 173,2 135 735,145,157,1 529,812,18 727 659,348 717 816,341 251 079,34,35,mistral_table,mistral_table,no
238,MAQ. E EQUIP. DE USO INDUSTRIAL,25,565,279,150 864,2 265 572,2 137 850,41,47,526,299,9 389 994,166 299 208,145 946 109,34,35,mistral_table,mistral_table,no
239,COMBUSTÍVEIS E LUBRIFICANTES,44,509,236,64 949,2 375 992,2 370 513,41,54,752,467,10 559 978,251 325 387,250 347 271,34,35,mistral_table,mistral_table,no
240,"PAPELARIAS, LIVRARIAS",63,(F),(F),(A),(E),(E),70,77,418,283,4 333 866,36 234 138,35 658 303,34,35,mistral_table,mistral_table,no
241,MERC. EM GERAL - INC. ALIMENTÍCIOS,56,1 619,1 275,151 030,4 134 284,4 097 258,23,63,2 072,1 958,22 190 464,483 276 570,483 241 883,34,35,mistral_table,mistral_table,no
242,MERC. EM GERAL - EXC. ALIMENTÍCIOS,25,459,326,58 205,964 240,964 240,11,18,1 501,1 365,8 567 443,165 168 811,165 165 620,34,35,mistral_table,mistral_table,no
243,ARTIGOS DIVERSOS,192,1 031,554,132 231,1 767 558,1 758 621,231,274,1 206,768,12 434 607,137 749 402,137 240 756,34,35,mistral_table,mistral_table,no
244,ARTIGOS USADOS,2,(B),(A),(A),(A),(A),9,11,66,42,546 604,2 364 917,2 364 917,34,35,mistral_table,mistral_table,no
245,COMÉRCIO ATACADISTA,230,2 375,1 270,359 955,17 825 442,17 716 702,193,231,3 313,2 320,50 411 398,2 307 156 873,2 277 429 075,34,35,mistral_table,mistral_table,no
246,PRODUTOS EXTRATIVOS E AGROPECUARIOS,2,(A),(A),(A),(A),(A),3,4,108,97,574 566,23 996 047,23 996 047,34,35,mistral_table,mistral_table,no
247,"PROD. ALIMENTÍCIOS, BEBIDAS E FUMO",87,723,335,113 668,5 132 228,5 105 675,79,89,1 263,916,19 028 309,514 409 320,508 275 657,34,35,mistral_table,mistral_table,no
248,"PROD. FARMACÉUTICOS, ODONT. E VETER",18,188,98,29 043,556 384,554 972,20,21,324,238,3 409 091,107 210 809,106 423 318,34,35,mistral_table,mistral_table,no
249,"TECIDOS, VESTUARIO E ARMARINHO",17,90,51,13 874,337 240,337 240,9,10,89,70,1 275 278,15 440 624,15 440 624,34,35,mistral_table,mistral_table,no
250,MAQ. E APARELHOS ELETR. USO DOMEST,23,406,222,49 265,1 834 842,1 832 575,14,15,182,106,6 354 654,104 774 970,95 722 182,34,35,mistral_table,mistral_table,no
251,"FERRAGENS, MAT. ELETR. E ELETRÔNICO",34,297,107,42 203,897 862,893 793,26,31,523,350,5 566 678,149 751 639,139 585 988,34,35,mistral_table,mistral_table,no
252,"VEICULOS NOVOS E USADOS, PECAS",8,134,71,22 442,561 451,558 156,6,6,128,112,1 425 840,45 891 488,45 805 614,34,35,mistral_table,mistral_table,no
253,MAQ. E EQUIP. DE USO INDUSTRIAL,1,(D),(C),(A),(C),(C),6,7,83,42,2 198 677,20 543 436,18 936 273,34,35,mistral_table,mistral_table,no
254,COMBUSTÍVEIS E LUBRIFICANTES,14,83,55,23 698,6 771 360,6 770 381,5,14,114,91,4 182 083,1 196 957 213,1 196 159 948,34,35,mistral_table,mistral_table,no
255,"PAPELARIAS, LIVRARIAS",6,50,28,5 620,179 814,179 312,4,10,84,52,1 468 690,42 050 144,41 741 113,34,35,mistral_table,mistral_table,no
256,MERC. EM GERAL - INC. ALIMENTÍCIOS,2,219,215,22 035,755 541,688 794,1,3,86,38,847 677,33 122 892,32 651 261,34,35,mistral_table,mistral_table,no
257,MERC. EM GERAL - EXC. ALIMENTÍCIOS,2,(D),(C),(A),(D),(D),1,2,(D),(D),(D),(X),(C),34,35,mistral_table,mistral_table,no
258,ARTIGOS DIVERSOS,14,114,48,27 324,552 963,550 267,15,15,155,59,2 524 899,34 510 098,34 437 334,34,35,mistral_table,mistral_table,no
259,ARTIGOS USADOS,2,(C),(B),(A),(A),(A),3,4,(F),(F),(F),(D),(D),34,35,mistral_table,mistral_table,no
260,ALVARÃES,-,-,-,-,-,-,7,7,17,9,267 920,1 364 245,1 364 245,34,35,mistral_table,mistral_table,no
261,AMATURA,-,-,-,-,-,-,7,7,19,11,320 000,930 000,912 000,34,35,mistral_table,mistral_table,no
262,ANAMÃ,-,-,-,-,-,-,12,12,31,3,171 800,1 149 200,1 149 200,34,35,mistral_table,mistral_table,no
263,ANORI,78,164,8,12 842,76 389,76 358,47,47,121,7,968 400,6 371 000,6 354 000,34,35,mistral_table,mistral_table,no
264,ATALAIA DO NORTE,8,20,5,1 058,8 833,8 743,10,13,87,34,790 459,9 299 023,7 765 611,34,35,mistral_table,mistral_table,no
265,AUTAZES,90,144,7,13 491,64 202,64 202,63,64,164,50,1 346 170,10 176 500,10 126 700,34,35,mistral_table,mistral_table,no
266,BARCELOS,33,80,10,8 814,56 106,55 434,28,30,78,26,1 522 930,8 109 141,8 109 036,34,35,mistral_table,mistral_table,no
267,BARREIRINHA,16,39,8,3 237,30 274,30 274,29,30,82,29,864 675,9 711 305,9 624 277,34,35,mistral_table,mistral_table,no
268,BENJAMIN CONSTANT,83,351,153,44 575,504 656,497 707,63,66,224,130,2 541 672,33 234 641,32 689 141,34,35,mistral_table,mistral_table,no
269,BERURI,-,-,-,-,-,-,14,14,30,9,183 320,848 044,806 344,34,35,mistral_table,mistral_table,no
270,BOA VISTA DO RAMOS,-,-,-,-,-,-,3,3,7,6,58 000,490 937,490 937,34,35,mistral_table,mistral_table,no
271,BOCA DO ACRE,99,234,62,27 940,320 692,312 653,69,78,245,101,2 351 239,20 691 769,20 629 769,34,35,mistral_table,mistral_table,no
272,BORBA,74,165,15,20 514,93 751,93 751,41,42,105,27,1 713 662,28 225 755,28 079 085,34,35,mistral_table,mistral_table,no
273,CAAPIRANGA,-,-,-,-,-,-,15,16,44,11,292 900,1 582 472,1 552 952,34,35,mistral_table,mistral_table,no
274,CANUTAMA,31,69,15,6 448,46 990,46 990,13,14,27,13,264 766,1 599 583,1 583 583,34,35,mistral_table,mistral_table,no
275,CARAUARI,65,131,23,14 676,149 951,145 550,64,66,122,61,1 345 174,18 416 917,17 765 227,34,35,mistral_table,mistral_table,no
276,CAREIRO,63,124,9,7 367,37 961,37 743,92,93,281,77,1 591 237,10 425 426,10 371 426,34,35,mistral_table,mistral_table,no
277,COARI,138,334,55,40 701,307 315,300 812,102,114,314,145,3 772 806,39 774 321,39 774 321,34,35,mistral_table,mistral_table,no
278,CODAJAS,53,121,17,10 619,103 255,103 255,46,46,152,53,1 789 900,16 644 250,16 604 250,34,35,mistral_table,mistral_table,no
279,EIRUNEPE,93,207,57,16 341,299 183,298 964,80,88,201,64,1 974 075,22 329 714,22 308 714,34,35,mistral_table,mistral_table,no
280,ENVIRA,27,60,20,4 847,100 307,100 307,12,21,53,34,792 803,6 663 254,6 663 254,34,35,mistral_table,mistral_table,no
281,FONTE BOA,23,71,24,4 261,53 939,63 909,16,16,66,30,685 088,8 052 102,8 052 102,36,37,mistral_table,mistral_table,no
282,HUMAITA,90,208,56,23 240,1 986 118,1 985 487,80,84,286,130,3 124 239,19 616 699,18 910 451,36,37,mistral_table,mistral_table,no
283,IPIXUNA,20,57,20,8 922,93 626,93 626,18,20,58,28,839 118,5 729 535,5 729 535,36,37,mistral_table,mistral_table,no
284,IRANDUBA,-,-,-,-,-,-,20,20,64,14,387 311,1 905 549,1 893 549,36,37,mistral_table,mistral_table,no
285,ITACOATIARA,336,896,263,80 550,975 926,975 656,358,371,1 351,640,12 579 947,117 389 421,116 812 680,36,37,mistral_table,mistral_table,no
286,ITAMARATI,-,-,-,-,-,-,16,16,22,13,140 000,2 358 165,2 338 965,36,37,mistral_table,mistral_table,no
287,ITAPIRANGA,17,29,3,1 473,8 753,8 675,27,28,131,44,1 555 113,9 476 536,9 476 536,36,37,mistral_table,mistral_table,no
288,JAPURA,-,-,-,-,-,-,2,3,7,4,94 548,437 760,437 760,36,37,mistral_table,mistral_table,no
289,JURUA,9,23,9,1 829,26 593,26 113,16,16,36,21,253 800,3 956 187,3 952 587,36,37,mistral_table,mistral_table,no
290,JUTAI,35,102,47,8 358,172 496,171 681,73,73,196,95,2 978 958,20 070 293,19 719 250,36,37,mistral_table,mistral_table,no
291,LABREA,127,307,91,59 696,339 603,339 583,84,87,253,142,3 666 530,34 444 535,34 402 035,36,37,mistral_table,mistral_table,no
292,MANACAPURU,289,739,144,50 589,442 985,441 031,196,207,632,268,7 271 357,53 548 069,52 913 695,36,37,mistral_table,mistral_table,no
293,MANAQUIRI,-,-,-,-,-,-,26,27,88,17,606 040,3 636 290,3 634 290,36,37,mistral_table,mistral_table,no
294,MANICORE,145,363,102,32 351,236 427,236 354,78,81,197,41,2 122 417,12 780 209,12 279 837,36,37,mistral_table,mistral_table,no
295,MARÁA,-,-,-,-,-,-,12,12,27,15,356 200,964 000,914 000,36,37,mistral_table,mistral_table,no
296,MAUES,86,262,76,25 995,408 086,406 995,122,126,396,172,5 879 762,41 274 705,40 745 585,36,37,mistral_table,mistral_table,no
297,NHAMUNDA,18,49,14,4 506,14 993,14 813,15,16,40,18,568 372,3 571 410,3 568 410,36,37,mistral_table,mistral_table,no
298,NOVA OLINDA DO NORTE,48,105,11,6 621,40 009,39 838,40,42,98,19,1 839 884,6 257 397,5 953 221,36,37,mistral_table,mistral_table,no
299,NOVO AIRÃO,1,(A),(A),(X),(A),(A),9,9,23,12,275 800,650 000,650 000,36,37,mistral_table,mistral_table,no
300,NOVO ARIPUANÁ,62,112,19,12 089,104 003,104 003,46,50,100,37,1 420 940,19 536 350,19 531 330,36,37,mistral_table,mistral_table,no
301,PARINTINS,197,590,226,68 455,546 389,546 245,251,270,795,366,7 067 286,61 243 352,60 655 933,36,37,mistral_table,mistral_table,no
302,PAUINI,21,56,20,2 845,59 279,58 703,20,23,101,70,729 572,3 071 291,3 071 291,36,37,mistral_table,mistral_table,no
303,PRESIDENTE FIGUEIREDO,-,-,-,-,-,-,24,29,93,44,1 378 124,17 588 407,17 420 007,36,37,mistral_table,mistral_table,no
304,RIO PRETO DA EVA,-,-,-,-,-,-,10,10,39,8,217 062,948 548,882 948,36,37,mistral_table,mistral_table,no
305,SANTA ISABEL DO RIO NEGRO,8,13,-,1 077,3 669,3 525,8,8,14,2,207 000,1 227 000,1 145 000,36,37,mistral_table,mistral_table,no
306,SANTO ANTONIO DO ICA,37,85,24,5 768,42 435,41 825,14,15,78,42,1 244 600,24 296 400,24 084 400,36,37,mistral_table,mistral_table,no
307,SÃO GABRIEL DA CACHOEIRA,33,67,8,6 504,55 322,55 322,39,41,122,59,2 128 089,22 387 666,22 387 666,36,37,mistral_table,mistral_table,no
308,SÃO PAULO DE OLIVEIRA,46,99,29,10 018,66 180,65 807,28,29,80,39,1 261 660,5 695 617,5 506 067,36,37,mistral_table,mistral_table,no
309,SÃO SEBASTIÃO DO UATUMA,-,-,-,-,-,-,6,6,12,1,230 590,1 325 201,1 325 201,36,37,mistral_table,mistral_table,no
